rank,symbol,trailing_month
149,IFCI,2015-02
150,MARICO,2015-02
151,HCC,2015-02
152,BATAINDIA,2015-02
153,TATACHEM,2015-02
154,IDBI,2015-02
155,COLPAL,2015-02
156,WALCHANNAG,2015-02
157,KTKBANK,2015-02
158,ANDHRABANK,2015-02
159,SUVEN,2015-02
160,CONCOR,2015-02
161,L&TFH,2015-02
162,PCJEWELLER,2015-02
163,BIOCON,2015-02
164,MAX,2015-02
165,OBEROIRLTY,2015-02
166,CADILAHC,2015-02
167,J&KBANK,2015-02
168,CUMMINSIND,2015-02
169,MINDTREE,2015-02
170,GATI,2015-02
171,JKTYRE,2015-02
172,APOLLOHOSP,2015-02
173,CENTRALBK,2015-02
174,NESTLEIND,2015-02
175,OIL,2015-02
176,ASTRAMICRO,2015-02
177,PTC,2015-02
178,TATACOMM,2015-02
179,DELTACORP,2015-02
180,GPPL,2015-02
181,FRL,2015-02
182,LIQUIDBEES,2015-02
183,SAIL,2015-02
184,MASTEK,2015-02
185,BANKBEES,2015-02
186,UCOBANK,2015-02
187,UBL,2015-02
188,TAKE,2015-02
189,ABIRLANUVO,2015-02
190,HINDOILEXP,2015-02
191,GODREJCP,2015-02
192,EMAMILTD,2015-02
193,AMTEKAUTO,2015-02
194,GODREJIND,2015-02
195,DISHMAN,2015-02
196,ABB,2015-02
197,CENTURYPLY,2015-02
198,HINDZINC,2015-02
199,AMARAJABAT,2015-02
200,IOB,2015-02
201,GUJRATGAS,2015-02
202,JPPOWER,2015-02
203,MIRZAINT,2015-02
204,AJANTPHARM,2015-02
205,HBLPOWER,2015-02
206,RCF,2015-02
207,MARKSANS,2015-02
208,NHPC,2015-02
209,LAKSHVILAS,2015-02
210,ESCORTS,2015-02
211,IGL,2015-02
212,RSSOFTWARE,2015-02
213,INTELLECT,2015-02
214,IPCALAB,2015-02
215,MONTECARLO,2015-02
216,REDINGTON,2015-02
217,SRF,2015-02
218,ENGINERSIN,2015-02
219,GSKCONS,2015-02
220,BERGEPAINT,2015-02
221,KESORAMIND,2015-02
222,GRUH,2015-02
223,APLLTD,2015-02
224,HITACHIHOM,2015-02
225,PIDILITIND,2015-02
226,BOMDYEING,2015-02
227,GILLETTE,2015-02
228,PIIND,2015-02
229,MONSANTO,2015-02
230,BAJFINANCE,2015-02
231,PAGEIND,2015-02
232,RIIL,2015-02
233,AIAENG,2015-02
234,JKLAKSHMI,2015-02
235,BAJAJFINSV,2015-02
236,SOBHA,2015-02
237,PEL,2015-02
238,KAJARIACER,2015-02
239,COX&KINGS,2015-02
240,AXISCADES,2015-02
241,DCBBANK,2015-02
242,BBTC,2015-02
243,HCL-INSYS,2015-02
244,JINDALSAW,2015-02
245,IIFL,2015-02
246,TVTODAY,2015-02
247,TV18BRDCST,2015-02
248,INFINITE,2015-02
249,VIDEOIND,2015-02
250,WABAG,2015-02
251,GDL,2015-02
252,REPCOHOME,2015-02
253,PRESTIGE,2015-02
254,JAICORPLTD,2015-02
255,JYOTHYLAB,2015-02
256,CASTROLIND,2015-02
257,ECLERX,2015-02
258,INDHOTEL,2015-02
259,SNOWMAN,2015-02
260,ONMOBILE,2015-02
261,SADBHAV,2015-02
262,PERSISTENT,2015-02
263,EROSMEDIA,2015-02
264,POLARIS,2015-02
265,RAYMOND,2015-02
266,GSFC,2015-02
267,MCLEODRUSS,2015-02
268,SONATSOFTW,2015-02
269,JUBILANT,2015-02
270,CARERATING,2015-02
271,PFS,2015-02
272,TORNTPHARM,2015-02
273,EDELWEISS,2015-02
274,WHEELS,2015-02
275,MANAPPURAM,2015-02
276,MUTHOOTFIN,2015-02
277,GEOMETRIC,2015-02
278,WHIRLPOOL,2015-02
279,GSPL,2015-02
280,MANINFRA,2015-02
281,BAJAJCORP,2015-02
282,NAUKRI,2015-02
283,PUNJLLOYD,2015-02
284,TIMKEN,2015-02
285,SOUTHBANK,2015-02
286,CMC,2015-02
287,FSL,2015-02
288,ALSTOMT&D,2015-02
289,CUB,2015-02
290,DBREALTY,2015-02
291,KARURVYSYA,2015-02
292,CHAMBLFERT,2015-02
293,KOLTEPATIL,2015-02
294,PRISMCEM,2015-02
295,PGHH,2015-02
296,RALLIS,2015-02
297,ADVANTA,2015-02
298,MAHINDCIE,2015-02
299,OPTOCIRCUI,2015-02
300,NATIONALUM,2015-02
301,TTKPRESTIG,2015-02
302,MTNL,2015-02
303,BAYERCROP,2015-02
304,BAJAJELEC,2015-02
305,FINCABLES,2015-02
306,THOMASCOOK,2015-02
307,LIBERTSHOE,2015-02
308,NATCOPHARM,2015-02
309,OFSS,2015-02
310,TORNTPOWER,2015-02
311,VAKRANGEE,2015-02
312,SRIPIPES,2015-02
313,ORCHIDCHEM,2015-02
314,NIFTYBEES,2015-02
315,IBSEC,2015-02
316,GITANJALI,2015-02
317,STRTECH,2015-02
318,GUJFLUORO,2015-02
319,BAJAJHLDNG,2015-02
320,TATACOFFEE,2015-02
321,SHRIRAMCIT,2015-02
322,CERA,2015-02
323,ITDCEM,2015-02
324,SCHNEIDER,2015-02
325,GLOBOFFS,2015-02
326,JBFIND,2015-02
327,RENUKA,2015-02
328,TALWALKARS,2015-02
329,MRPL,2015-02
330,CAPF,2015-02
331,ATULAUTO,2015-02
332,KEC,2015-02
333,HFCL,2015-02
334,OMAXE,2015-02
335,ALOKTEXT,2015-02
336,DEN,2015-02
337,ANANTRAJ,2015-02
338,GVKPIL,2015-02
339,ATLANTA,2015-02
340,GREENPLY,2015-02
341,SUNDARMFIN,2015-02
342,COROMANDEL,2015-02
343,SFCL,2015-02
344,MPHASIS,2015-02
345,IL&FSENGG,2015-02
346,FINANTECH,2015-02
347,OCL,2015-02
348,MOSERBAER,2015-02
349,SCI,2015-02
350,IFBIND,2015-02
351,SKFINDIA,2015-02
352,BALKRISIND,2015-02
353,INGERRAND,2015-02
354,BLUEDART,2015-02
355,INDOSOLAR,2015-02
356,RAJTV,2015-02
357,DYNAMATECH,2015-02
358,SYMPHONY,2015-02
359,KALPATPOWR,2015-02
360,GICHSGFIN,2015-02
361,GODREJPROP,2015-02
362,THERMAX,2015-02
363,ZYDUSWELL,2015-02
364,DREDGECORP,2015-02
365,RAJESHEXPO,2015-02
366,MMTC,2015-02
367,EVEREADY,2015-02
368,MAXWELL,2015-02
369,GRANULES,2015-02
370,RAMCOSYS,2015-02
371,AHMEDFORGE,2015-02
372,KPRMILL,2015-02
373,RAMCOCEM,2015-02
374,CCL,2015-02
375,KANSAINER,2015-02
376,FIEMIND,2015-02
377,INDIANB,2015-02
378,DENABANK,2015-02
379,LAOPALA,2015-02
380,WONDERLA,2015-02
381,ASHOKA,2015-02
382,ESSDEE,2015-02
383,PFIZER,2015-02
384,SREINFRA,2015-02
385,BGRENERGY,2015-02
386,GREAVESCOT,2015-02
387,CRISIL,2015-02
388,VIPIND,2015-02
389,VENUSREM,2015-02
390,BHUSANSTL,2015-02
391,SUPREMEIND,2015-02
392,JMFINANCIL,2015-02
393,SMLISUZU,2015-02
394,GESHIP,2015-02
395,FINPIPE,2015-02
396,PATELENG,2015-02
397,IL&FSTRANS,2015-02
398,LITL,2015-02
399,KRBL,2015-02
400,AIL,2015-02
401,8KMILES,2015-02
402,MONNETISPA,2015-02
403,MBECL,2015-02
404,FCEL,2015-02
405,CAPLIPOINT,2015-02
406,NIITTECH,2015-02
407,ALLCARGO,2015-02
408,ASTRAL,2015-02
409,HMT,2015-02
410,AARTIIND,2015-02
411,PRAJIND,2015-02
412,SHARDACROP,2015-02
413,NFL,2015-02
414,IVRCLINFRA,2015-02
415,JPINFRATEC,2015-02
416,DEEPAKFERT,2015-02
417,JAGRAN,2015-02
418,ENIL,2015-02
419,HINDCOPPER,2015-02
420,GLAXO,2015-02
421,NITINFIRE,2015-02
422,DOLPHINOFF,2015-02
423,CHENNPETRO,2015-02
424,JINDALPOLY,2015-02
425,KSL,2015-02
426,JKIL,2015-02
427,TFCILTD,2015-02
428,SITICABLE,2015-02
429,ORIENTCEM,2015-02
430,WABCOINDIA,2015-02
431,PVR,2015-02
432,NOCIL,2015-02
433,BAJAJHIND,2015-02
434,RADICO,2015-02
435,NDTV,2015-02
436,ELECON,2015-02
437,ESSAROIL,2015-02
438,RKFORGE,2015-02
439,JKCEMENT,2015-02
440,ASTEC,2015-02
441,NIITLTD,2015-02
442,TATAMETALI,2015-02
443,BFINVEST,2015-02
444,IGARASHI,2015-02
445,PENIND,2015-02
446,PRAKASH,2015-02
447,DHANUKA,2015-02
448,NELCO,2015-02
449,GUJNRECOKE,2015-02
450,FLFL,2015-02
451,SHASUNPHAR,2015-02
452,NETWORK18,2015-02
453,LOVABLE,2015-02
454,DLINKINDIA,2015-02
455,SUNDRMFAST,2015-02
456,GOLDBEES,2015-02
457,SANOFI,2015-02
458,TEXINFRA,2015-02
459,ASHIANA,2015-02
460,CYIENT,2015-02
461,RELIGARE,2015-02
462,CANFINHOME,2015-02
463,BLISSGVS,2015-02
464,TBZ,2015-02
465,SIMPLEXINF,2015-02
466,KITEX,2015-02
467,AMTEKINDIA,2015-02
468,ABBOTINDIA,2015-02
469,STCINDIA,2015-02
470,HSIL,2015-02
471,SELAN,2015-02
472,TREEHOUSE,2015-02
473,CENTUM,2015-02
474,MMFL,2015-02
475,BALMLAWRIE,2015-02
476,CHOLAFIN,2015-02
477,BLUESTARCO,2015-02
478,BALRAMCHIN,2015-02
479,SJVN,2015-02
480,AKZOINDIA,2015-02
481,KSK,2015-02
482,TIDEWATER,2015-02
483,CORPBANK,2015-02
484,RUCHISOYA,2015-02
485,REPRO,2015-02
486,JBMA,2015-02
487,ATLASCYCLE,2015-02
488,HONAUT,2015-02
489,PATINTLOG,2015-02
490,GABRIEL,2015-02
491,ZICOM,2015-02
492,TECHNO,2015-02
493,ZENSARTECH,2015-02
494,MERCATOR,2015-02
495,ATUL,2015-02
496,TRITURBINE,2015-02
497,SUBEX,2015-02
498,WELSPUNIND,2015-02
499,PURVA,2015-02
500,SURYAROSNI,2015-02
501,MADHUCON,2015-02
502,JBCHEPHARM,2015-02
503,MERCK,2015-02
504,PHOENIXLTD,2015-02
505,HONDAPOWER,2015-02
506,SUMEETINDS,2015-02
507,SHOPERSTOP,2015-02
508,FAGBEARING,2015-02
509,DRDATSONS,2015-02
510,ARVINDREM,2015-02
511,AARTIDRUGS,2015-02
512,CELESTIAL,2015-02
513,BRIGADE,2015-02
514,GEOJITBNPP,2015-02
515,MOTILALOFS,2015-02
516,INOXLEISUR,2015-02
517,ELDERPHARM,2015-02
518,LAXMIMACH,2015-02
519,PHILIPCARB,2015-02
520,AHLUCONT,2015-02
521,VTL,2015-02
522,PNBGILTS,2015-02
523,ABCIL,2015-02
524,RTNPOWER,2015-02
525,TCI,2015-02
526,ZEELEARN,2015-02
527,MBLINFRA,2015-02
528,HERCULES,2015-02
529,MANGLMCEM,2015-02
530,RAMCOIND,2015-02
531,ICIL,2015-02
532,VOLTAMP,2015-02
533,ORBITCORP,2015-02
534,BASF,2015-02
535,GOODLUCK,2015-02
536,VIVIMEDLAB,2015-02
537,SBT,2015-02
538,ALEMBICLTD,2015-02
539,TRENT,2015-02
540,TUBEINVEST,2015-02
541,VIJAYABANK,2015-02
542,BIRLACORPN,2015-02
543,INDTERRAIN,2015-02
544,VALECHAENG,2015-02
545,DHANBANK,2015-02
546,OMKARCHEM,2015-02
547,EDUCOMP,2015-02
548,JSWHL,2015-02
549,VENKEYS,2015-02
550,TIMETECHNO,2015-02
551,ORISSAMINE,2015-02
552,PARSVNATH,2015-02
553,KWALITY,2015-02
554,HTMEDIA,2015-02
555,GULFOILLUB,2015-02
556,NEULANDLAB,2015-02
557,VGUARD,2015-02
558,CIGNITITEC,2015-02
559,BSLIMITED,2015-02
560,SHILPAMED,2015-02
561,MAHLIFE,2015-02
562,SUNTECK,2015-02
563,MAHSEAMLES,2015-02
564,TVSSRICHAK,2015-02
565,SQSBFSI,2015-02
566,RICOAUTO,2015-02
567,UNITEDBNK,2015-02
568,ASAHIINDIA,2015-02
569,NILKAMAL,2015-02
570,SWELECTES,2015-02
571,MUNJALSHOW,2015-02
572,TGBHOTELS,2015-02
573,INDOCO,2015-02
574,HMVL,2015-02
575,SKMEGGPROD,2015-02
576,JYOTISTRUC,2015-02
577,KEI,2015-02
578,ARCOTECH,2015-02
579,UJAAS,2015-02
580,CARBORUNIV,2015-02
581,USHAMART,2015-02
582,TIIL,2015-02
583,ESSELPACK,2015-02
584,HATHWAY,2015-02
585,SBBJ,2015-02
586,HEIDELBERG,2015-02
587,FDC,2015-02
588,GALLISPAT,2015-02
589,SICAL,2015-02
590,BPL,2015-02
591,EIDPARRY,2015-02
592,MHRIL,2015-02
593,LLOYDELENG,2015-02
594,CLNINDIA,2015-02
595,POCHIRAJU,2015-02
596,ARIES,2015-02
597,MEGH,2015-02
598,ZEEMEDIA,2015-02
599,MTEDUCARE,2015-02
600,DATAMATICS,2015-02
601,RELAXO,2015-02
602,SHARONBIO,2015-02
603,SOLARINDS,2015-02
604,NAVNETEDUL,2015-02
605,MOIL,2015-02
606,BALLARPUR,2015-02
607,RATNAMANI,2015-02
608,ITI,2015-02
609,MAYURUNIQ,2015-02
610,APARINDS,2015-02
611,AJMERA,2015-02
612,ICRA,2015-02
613,SHIVAMAUTO,2015-02
614,INDIAGLYCO,2015-02
615,GREENPOWER,2015-02
616,APTECHT,2015-02
617,NDL,2015-02
618,TTML,2015-02
619,TRF,2015-02
620,LINDEINDIA,2015-02
621,KOPRAN,2015-02
622,SWANENERGY,2015-02
623,PRATIBHA,2015-02
624,MANALIPETC,2015-02
625,PAPERPROD,2015-02
626,UFLEX,2015-02
627,SBIGETS,2015-02
628,TI,2015-02
629,SWARAJENG,2015-02
630,HIMATSEIDE,2015-02
631,RPGLIFE,2015-02
632,SARDAEN,2015-02
633,AEGISCHEM,2015-02
634,A2ZINFRA,2015-02
635,GRAPHITE,2015-02
636,KIRLOSENG,2015-02
637,SPIC,2015-02
638,RAIN,2015-02
639,GAMMONIND,2015-02
640,GMDCLTD,2015-02
641,NEYVELILIG,2015-02
642,SONASTEER,2015-02
643,RPPINFRA,2015-02
644,DCMSHRIRAM,2015-02
645,3IINFOTECH,2015-02
646,PGEL,2015-02
647,NECLIFE,2015-02
648,NRBBEARING,2015-02
649,MOREPENLAB,2015-02
650,TATAINVEST,2015-02
651,POLYMED,2015-02
652,WELCORP,2015-02
653,DALMIABHA,2015-02
654,HERITGFOOD,2015-02
655,AKSHOPTFBR,2015-02
656,UNICHEMLAB,2015-02
657,SHANTIGEAR,2015-02
658,ASIANTILES,2015-02
659,HINDUJAVEN,2015-02
660,BALAJITELE,2015-02
661,BODALCHEM,2015-02
662,TDPOWERSYS,2015-02
663,EIHOTEL,2015-02
664,DCW,2015-02
665,ACE,2015-02
666,SHEMAROO,2015-02
667,3MINDIA,2015-02
668,SUPRAJIT,2015-02
669,PRAKASHSTL,2015-02
670,INSECTICID,2015-02
671,RMCL,2015-02
672,HEG,2015-02
673,KCP,2015-02
674,KOTAKNIFTY,2015-02
675,SUNILHITEC,2015-02
676,PSB,2015-02
677,GRINDWELL,2015-02
678,MPSLTD,2015-02
679,HOVS,2015-02
680,VADILALIND,2015-02
681,SHAKTIPUMP,2015-02
682,IPAPPM,2015-02
683,NUCLEUS,2015-02
684,STYABS,2015-02
685,ARSSINFRA,2015-02
686,KSBPUMPS,2015-02
687,PRICOL,2015-02
688,MANDHANA,2015-02
689,MAGMA,2015-02
690,GPIL,2015-02
691,VAIBHAVGBL,2015-02
692,JSL,2015-02
693,BBL,2015-02
694,ACCELYA,2015-02
695,SURANASOL,2015-02
696,LYKALABS,2015-02
697,SASKEN,2015-02
698,MAITHANALL,2015-02
699,INDRAMEDCO,2015-02
700,WSTCSTPAPR,2015-02
701,ANSALAPI,2015-02
702,MUNJALAU,2015-02
703,ADFFOODS,2015-02
704,GODFRYPHLP,2015-02
705,AURIONPRO,2015-02
706,LGBBROSLTD,2015-02
707,TIL,2015-02
708,ISFT,2015-02
709,DBCORP,2015-02
710,JKPAPER,2015-02
711,GARWALLROP,2015-02
712,SUPREMEINF,2015-02
713,UCALFUEL,2015-02
714,SSWL,2015-02
715,FCL,2015-02
716,SUBROS,2015-02
717,ASHAPURMIN,2015-02
718,RASOYPR,2015-02
719,MANINDS,2015-02
720,DIAPOWER,2015-02
721,PITTILAM,2015-02
722,PHOENIXLL,2015-02
723,AFL,2015-02
724,ATFL,2015-02
725,IVC,2015-02
726,NESCO,2015-02
727,AMBIKCO,2015-02
728,ZANDUREALT,2015-02
729,ORIENTPPR,2015-02
730,GTOFFSHORE,2015-02
731,GAMMNINFRA,2015-02
732,MANJUSHREE,2015-02
733,EXCELINDUS,2015-02
734,TNPL,2015-02
735,BANCOINDIA,2015-02
736,MAHABANK,2015-02
737,MANGCHEFER,2015-02
738,ARCHIES,2015-02
739,KNRCON,2015-02
740,CPSEETF,2015-02
741,GHCL,2015-02
742,SOMANYCERA,2015-02
743,VINATIORGA,2015-02
744,GENUSPOWER,2015-02
745,CAREERP,2015-02
746,GUJALKALI,2015-02
747,VSTTILLERS,2015-02
748,AMRUTANJAN,2015-02
749,PENINLAND,2015-02
750,VSTIND,2015-02
