nse_symbol,status
CASTROLIND,skip:existing
CCAVENUE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
CCL,skip:existing
CDSL,skip:existing
CEATLTD,skip:existing
CELLO,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
CEMPRO,skip:existing
CENTRALBK,skip:existing
CENTURYPLY,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
CERA,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
CESC,skip:existing
CGCL,skip:existing
CGPOWER,skip:existing
CHALET,skip:existing
CHAMBLFERT,skip:existing
CHENNPETRO,skip:existing
CHOICEIN,skip:existing
CHOLAFIN,skip:existing
CHOLAHLDNG,skip:existing
CIEINDIA,skip:existing
CIPLA,skip:existing
CLEAN,skip:existing
CMSINFO,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=2,Other Assets=5"
COALINDIA,skip:existing
COCHINSHIP,skip:existing
COFORGE,skip:existing
COHANCE,skip:existing
COLPAL,skip:existing
CONCOR,skip:existing
CONCORDBIO,skip:existing
COROMANDEL,skip:existing
CORONA,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
CPPLUS,skip:existing
CRAFTSMAN,skip:existing
CRAMC,"ok:standalone:headline=10:cols=7;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=2,Other Assets=4"
CREDITACC,skip:existing
CRISIL,skip:existing
CRIZAC,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=3,Other Assets=4"
CROMPTON,skip:existing
CSBBANK,"ok:standalone:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
CUB,skip:existing
CUMMINSIND,skip:existing
CUPID,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=3,Other Assets=5"
CYIENT,skip:existing
DABUR,skip:existing
DALBHARAT,skip:existing
DATAMATICS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
DATAPATTNS,skip:existing
DBL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=3,Other Liabilities=4,Other Assets=5"
DBREALTY,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
DCBBANK,"ok:standalone:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
DCMSHRIRAM,skip:existing
DEEPAKFERT,skip:existing
DEEPAKNTR,skip:existing
DELHIVERY,skip:existing
DEVYANI,skip:existing
DIACABS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=3,Other Assets=5"
DIVISLAB,skip:existing
DIXON,skip:existing
DLF,skip:existing
DMART,skip:existing
DOMS,skip:existing
DRREDDY,skip:existing
DYNAMATECH,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
ECLERX,skip:existing
EDELWEISS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
EICHERMOT,skip:existing
EIDPARRY,skip:existing
EIEL,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
EIHOTEL,skip:existing
ELECON,skip:existing
ELECTCAST,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
ELGIEQUIP,skip:existing
ELLEN,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=3,Other Assets=5"
EMAMILTD,skip:existing
EMBDL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=4,Other Assets=5"
EMCURE,skip:existing
EMIL,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
EMMVEE,skip:existing
ENDURANCE,skip:existing
ENGINERSIN,skip:existing
ENRIN,skip:existing
ENTERO,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
EPL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
EQUITASBNK,"ok:standalone:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
ERIS,skip:existing
ESCORTS,skip:existing
ETERNAL,skip:existing
ETHOSLTD,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=9,Borrowings=4,Other Liabilities=4,Other Assets=5"
EUREKAFORB,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
EXIDEIND,skip:existing
FACT,skip:existing
FEDERALBNK,skip:existing
FEDFINA,"ok:standalone:headline=10:cols=8;schedules=Fixed Assets=9,Other Liabilities=3,Other Assets=4"
FIEMIND,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
FINCABLES,skip:existing
FINPIPE,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=3,Other Assets=5"
FIRSTCRY,skip:existing
FIVESTAR,skip:existing
FLUOROCHEM,skip:existing
FORCEMOT,skip:existing
FORTIS,skip:existing
FSL,skip:existing
GABRIEL,skip:existing
GAEL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
GAIL,skip:existing
GALLANTT,skip:existing
GESHIP,skip:existing
GHCL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
GICRE,skip:existing
GILLETTE,skip:existing
GLAND,skip:existing
GLAXO,skip:existing
GLENMARK,skip:existing
GMDCLTD,skip:existing
GMMPFAUDLR,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=5"
GMRAIRPORT,skip:existing
GNFC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
GODFRYPHLP,skip:existing
GODIGIT,skip:existing
GODREJAGRO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
GODREJCP,skip:existing
GODREJIND,skip:existing
GODREJPROP,skip:existing
GOKEX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
GOKULAGRO,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=3,Other Assets=5"
GPIL,skip:existing
GPPL,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=11,Borrowings=1,Other Liabilities=3,Other Assets=5"
GRANULES,skip:existing
GRAPHITE,skip:existing
GRASIM,skip:existing
GRAVITA,skip:existing
GREAVESCOT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=5"
GROWW,skip:existing
GRSE,skip:existing
GRWRHITECH,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
GSFC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
HAL,skip:existing
HAPPSTMNDS,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=2,Other Assets=4"
HAVELLS,skip:existing
HBLENGINE,skip:existing
HCC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=4,Other Assets=5"
HCG,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
HCLTECH,skip:existing
HDBFS,skip:existing
HDFCAMC,skip:existing
HDFCBANK,skip:existing
HDFCLIFE,skip:existing
HEG,skip:existing
HEMIPROP,"ok:standalone:headline=10:cols=11;schedules=Fixed Assets=6,Borrowings=3,Other Liabilities=2,Other Assets=5"
HERITGFOOD,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
HEROMOTOCO,skip:existing
HEXT,skip:existing
HFCL,skip:existing
HGINFRA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
HINDALCO,skip:existing
HINDCOPPER,skip:existing
HINDPETRO,skip:existing
HINDUNILVR,skip:existing
HINDZINC,skip:existing
HOMEFIRST,skip:existing
HONASA,skip:existing
HONAUT,skip:existing
HSCL,skip:existing
HUDCO,skip:existing
HYUNDAI,skip:existing
ICICIAMC,skip:existing
ICICIBANK,skip:existing
ICICIGI,skip:existing
ICICIPRULI,skip:existing
ICIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
IDBI,skip:existing
IDEA,skip:existing
IDFCFIRSTB,skip:existing
IEX,skip:existing
IFBIND,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
IFCI,skip:existing
IGIL,skip:existing
IGL,skip:existing
IIFL,skip:existing
IIFLCAPS,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=5"
IKS,skip:existing
IMFA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
INDGN,skip:existing
INDHOTEL,skip:existing
INDIACEM,skip:existing
INDIAGLYCO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
INDIAMART,skip:existing
INDIANB,skip:existing
INDIASHLTR,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=10,Other Liabilities=3,Other Assets=4"
INDIGO,skip:existing
INDIGOPNTS,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
INDUSINDBK,skip:existing
INDUSTOWER,skip:existing
INFY,skip:existing
INOXGREEN,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=4,Other Assets=5"
INOXINDIA,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
INOXWIND,skip:existing
INTELLECT,skip:existing
IOB,skip:existing
IOC,skip:existing
IONEXCHANG,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
IPCALAB,skip:existing
IRB,skip:existing
IRCON,skip:existing
IRCTC,skip:existing
IREDA,skip:existing
IRFC,skip:existing
ITC,skip:existing
ITCHOTELS,skip:existing
ITI,skip:existing
IXIGO,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=9,Borrowings=5,Other Liabilities=4,Other Assets=4"
JAIBALAJI,"ok:consolidated:headline=10:cols=13;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
JAINREC,skip:existing
JAMNAAUTO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
JAYNECOIND,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
JBCHEPHARM,skip:existing
JBMA,skip:existing
JINDALSAW,skip:existing
JINDALSTEL,skip:existing
JIOFIN,skip:existing
JKCEMENT,skip:existing
JKLAKSHMI,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
JKPAPER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
JKTYRE,skip:existing
JLHL,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
JMFINANCIL,skip:existing
JPPOWER,skip:existing
JSFB,"ok:standalone:headline=11:cols=9;schedules=Fixed Assets=3,Other Liabilities=2,Other Assets=3"
JSL,skip:existing
JSLL,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
JSWCEMENT,skip:existing
JSWDULUX,skip:existing
JSWENERGY,skip:existing
JSWINFRA,skip:existing
JSWSTEEL,skip:existing
JUBLFOOD,skip:existing
JUBLINGREA,skip:existing
JUBLPHARMA,skip:existing
JUSTDIAL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=2,Other Assets=4"
JWL,skip:existing
JYOTHYLAB,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
JYOTICNC,skip:existing
KAJARIACER,skip:existing
KALYANKJIL,skip:existing
KANSAINER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KARURVYSYA,skip:existing
KAYNES,skip:existing
KEC,skip:existing
KEI,skip:existing
KFINTECH,skip:existing
KIMS,skip:existing
KIRLOSBROS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KIRLOSENG,skip:existing
KIRLPNU,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
KITEX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
KNRCON,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
KOTAKBANK,skip:existing
KPIGREEN,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
KPIL,skip:existing
KPITTECH,skip:existing
KPRMILL,skip:existing
KRBL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
KRN,"ok:consolidated:headline=10:cols=3;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=3,Other Assets=5"
KSB,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=3,Other Liabilities=3,Other Assets=5"
KSCL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
KTKBANK,"ok:consolidated:headline=11:cols=7;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
LALPATHLAB,skip:existing
LATENTVIEW,skip:existing
LAURUSLABS,skip:existing
LEMONTREE,skip:existing
LENSKART,skip:existing
LGEINDIA,skip:existing
LICHSGFIN,skip:existing
LICI,skip:existing
LINDEINDIA,skip:existing
LLOYDSENGG,"ok:consolidated:headline=10:cols=2;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
LLOYDSENT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
LLOYDSME,skip:existing
LODHA,skip:existing
LOTUSDEV,"ok:consolidated:headline=10:cols=5;schedules=Fixed Assets=8,Borrowings=5,Other Liabilities=4,Other Assets=5"
LT,skip:existing
LTF,skip:existing
LTFOODS,skip:existing
LTM,skip:existing
LTTS,skip:existing
LUMAXTECH,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
LUPIN,skip:existing
LXCHEM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
MAHABANK,skip:existing
MAHSCOOTER,"ok:standalone:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=empty,Other Liabilities=3,Other Assets=5"
MAHSEAMLES,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
MANAPPURAM,skip:existing
MANKIND,skip:existing
MANORAMA,"ok:consolidated:headline=10:cols=2;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
MANYAVAR,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
MAPMYINDIA,skip:existing
MARICO,skip:existing
MARKSANS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
MARUTI,skip:existing
MASTEK,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=4"
MAXHEALTH,skip:existing
MAZDOCK,skip:existing
MCX,skip:existing
MEDANTA,skip:existing
MEDPLUS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
MEESHO,skip:existing
METROPOLIS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
MFSL,skip:existing
MGL,skip:existing
MIDHANI,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
MINDACORP,skip:existing
MMTC,skip:existing
MOIL,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=empty,Other Liabilities=3,Other Assets=5"
MOTHERSON,skip:existing
MOTILALOFS,skip:existing
MPHASIS,skip:existing
MRF,skip:existing
MRPL,skip:existing
MSTCLTD,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=3,Other Assets=5"
MSUMI,skip:existing
MTARTECH,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
MUTHOOTFIN,skip:existing
NAM-INDIA,skip:existing
NATCOPHARM,skip:existing
NATIONALUM,skip:existing
NAUKRI,skip:existing
NAVA,skip:existing
NAVINFLUOR,skip:existing
NAZARA,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
NBCC,skip:existing
NCC,skip:existing
NEOGEN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=3,Other Assets=5"
NESCO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=2,Other Liabilities=3,Other Assets=5"
NESTLEIND,skip:existing
NETWEB,skip:existing
NETWORK18,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
NEULANDLAB,skip:existing
NEWGEN,skip:existing
NFL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=3,Other Assets=5"
NH,skip:existing
NHPC,skip:existing
NIACL,skip:existing
NIVABUPA,skip:existing
NLCINDIA,skip:existing
NMDC,skip:existing
NSLNISP,skip:existing
NTPC,skip:existing
NTPCGREEN,skip:existing
NUVAMA,skip:existing
NUVOCO,skip:existing
NYKAA,skip:existing
OBEROIRLTY,skip:existing
OFSS,skip:existing
