rank,symbol,trailing_month
161,CPSEETF,2020-02
162,MCX,2020-02
163,IBVENTURES,2020-02
164,NATIONALUM,2020-02
165,DIXON,2020-02
166,GRAPHITE,2020-02
167,POLYCAB,2020-02
168,ADANIPOWER,2020-02
169,WELCORP,2020-02
170,ALKEM,2020-02
171,GRANULES,2020-02
172,CDSL,2020-02
173,NBCC,2020-02
174,BAJAJHLDNG,2020-02
175,FRETAIL,2020-02
176,CROMPTON,2020-02
177,GODREJPROP,2020-02
178,ABBOTINDIA,2020-02
179,PIIND,2020-02
180,INDIAMART,2020-02
181,ABFRL,2020-02
182,BEML,2020-02
183,STAR,2020-02
184,GUJGASLTD,2020-02
185,ADANIGREEN,2020-02
186,CASTROLIND,2020-02
187,RITES,2020-02
188,INDIAGLYCO,2020-02
189,PNBHOUSING,2020-02
190,CANFINHOME,2020-02
191,BOSCHLTD,2020-02
192,VENKEYS,2020-02
193,AARTIIND,2020-02
194,WHIRLPOOL,2020-02
195,RAMCOCEM,2020-02
196,SPENCERS,2020-02
197,LALPATHLAB,2020-02
198,VBL,2020-02
199,IEX,2020-02
200,CUMMINSIND,2020-02
201,MSTCLTD,2020-02
202,FORTIS,2020-02
203,IRB,2020-02
204,BASF,2020-02
205,CUB,2020-02
206,DELTACORP,2020-02
207,SPICEJET,2020-02
208,BSOFT,2020-02
209,GSKCONS,2020-02
210,MPHASIS,2020-02
211,LTI,2020-02
212,CESC,2020-02
213,WELSPUNIND,2020-02
214,EMAMILTD,2020-02
215,NHPC,2020-02
216,RADICO,2020-02
217,GODFRYPHLP,2020-02
218,VIPIND,2020-02
219,ISEC,2020-02
220,HONAUT,2020-02
221,TATAMTRDVR,2020-02
222,CARERATING,2020-02
223,PFIZER,2020-02
224,IBREALEST,2020-02
225,GMMPFAUDLR,2020-02
226,INOXLEISUR,2020-02
227,RELAXO,2020-02
228,AAVAS,2020-02
229,SANOFI,2020-02
230,ORISSAMINE,2020-02
231,GLAXO,2020-02
232,BOMDYEING,2020-02
233,ABCAPITAL,2020-02
234,LTTS,2020-02
235,JAICORPLTD,2020-02
236,SPANDANA,2020-02
237,BALRAMCHIN,2020-02
238,INDHOTEL,2020-02
239,NATCOPHARM,2020-02
240,WESTLIFE,2020-02
241,CREDITACC,2020-02
242,PHOENIXLTD,2020-02
243,EDELWEISS,2020-02
244,GNFC,2020-02
245,RIIL,2020-02
246,TV18BRDCST,2020-02
247,NOCIL,2020-02
248,3MINDIA,2020-02
249,NIFTYBEES,2020-02
250,APLLTD,2020-02
251,HEXAWARE,2020-02
252,SUMICHEM,2020-02
253,RAYMOND,2020-02
254,UNIONBANK,2020-02
255,SPARC,2020-02
256,RALLIS,2020-02
257,OBEROIRLTY,2020-02
258,BAYERCROP,2020-02
259,THYROCARE,2020-02
260,PCJEWELLER,2020-02
261,CAPLIPOINT,2020-02
262,STRTECH,2020-02
263,RVNL,2020-02
264,RAJESHEXPO,2020-02
265,SUDARSCHEM,2020-02
266,AMBER,2020-02
267,ENGINERSIN,2020-02
268,JKCEMENT,2020-02
269,KEC,2020-02
270,APEX,2020-02
271,IGARASHI,2020-02
272,COROMANDEL,2020-02
273,RAIN,2020-02
274,ATUL,2020-02
275,COCHINSHIP,2020-02
276,BBTC,2020-02
277,PRAJIND,2020-02
278,TATACONSUM,2020-02
279,SMLISUZU,2020-02
280,GSPL,2020-02
281,NLCINDIA,2020-02
282,DALBHARAT,2020-02
283,UJJIVANSFB,2020-02
284,PARAGMILK,2020-02
285,FORCEMOT,2020-02
286,GICRE,2020-02
287,BAJAJELEC,2020-02
288,JMFINANCIL,2020-02
289,KIRIINDUS,2020-02
290,FAIRCHEM,2020-02
291,KANSAINER,2020-02
292,PRINCEPIPE,2020-02
293,JKPAPER,2020-02
294,METROPOLIS,2020-02
295,CEATLTD,2020-02
296,DHAMPURSUG,2020-02
297,BSE,2020-02
298,KEI,2020-02
299,INDIANB,2020-02
300,VAKRANGEE,2020-02
301,KAJARIACER,2020-02
302,LUXIND,2020-02
303,SYMPHONY,2020-02
304,ORIENTELEC,2020-02
305,AEGISCHEM,2020-02
306,NH,2020-02
307,RELINFRA,2020-02
308,SHILPAMED,2020-02
309,JUBILANT,2020-02
310,JYOTHYLAB,2020-02
311,ASTRAL,2020-02
312,BLUESTARCO,2020-02
313,ASTRAMICRO,2020-02
314,GODREJIND,2020-02
315,LAURUSLABS,2020-02
316,CCL,2020-02
317,HEIDELBERG,2020-02
318,MOTILALOFS,2020-02
319,CAMLINFINE,2020-02
320,IIFL,2020-02
321,NEOGEN,2020-02
322,NIITLTD,2020-02
323,ABB,2020-02
324,ASTRAZEN,2020-02
325,SOLARINDS,2020-02
326,SOBHA,2020-02
327,DISHTV,2020-02
328,PRESTIGE,2020-02
329,BANKBEES,2020-02
330,GODREJAGRO,2020-02
331,IDBI,2020-02
332,ALKYLAMINE,2020-02
333,DCBBANK,2020-02
334,VMART,2020-02
335,HINDZINC,2020-02
336,APLAPOLLO,2020-02
337,KITEX,2020-02
338,VINATIORGA,2020-02
339,DREDGECORP,2020-02
340,PGHL,2020-02
341,AIAENG,2020-02
342,BANKINDIA,2020-02
343,JBCHEPHARM,2020-02
344,GOLDBEES,2020-02
345,JINDALSAW,2020-02
346,BFUTILITIE,2020-02
347,ITDC,2020-02
348,SUNDARMFIN,2020-02
349,PHILIPCARB,2020-02
350,KTKBANK,2020-02
351,DBL,2020-02
352,CGCL,2020-02
353,SJVN,2020-02
354,SOLARA,2020-02
355,QUESS,2020-02
356,ADANITRANS,2020-02
357,CYIENT,2020-02
358,BIRLACORPN,2020-02
359,SWSOLAR,2020-02
360,VGUARD,2020-02
361,GHCL,2020-02
362,TIMKEN,2020-02
363,GILLETTE,2020-02
364,ERIS,2020-02
365,EVEREADY,2020-02
366,SADBHAV,2020-02
367,TATAINVEST,2020-02
368,KALPATPOWR,2020-02
369,TEAMLEASE,2020-02
370,LEMONTREE,2020-02
371,SUPREMEIND,2020-02
372,SUNTECK,2020-02
373,FSL,2020-02
374,BOROSIL,2020-02
375,PNCINFRA,2020-02
376,JSWENERGY,2020-02
377,SCI,2020-02
378,CHAMBLFERT,2020-02
379,AKZOINDIA,2020-02
380,TIINDIA,2020-02
381,SETFNIFBK,2020-02
382,SNOWMAN,2020-02
383,AARTIDRUGS,2020-02
384,NESCO,2020-02
385,INFIBEAM,2020-02
386,SHAKTIPUMP,2020-02
387,FDC,2020-02
388,SHANKARA,2020-02
389,CRISIL,2020-02
390,CSBBANK,2020-02
391,IIFLWAM,2020-02
392,ITI,2020-02
393,MASFIN,2020-02
394,CHOLAHLDNG,2020-02
395,WABAG,2020-02
396,PERSISTENT,2020-02
397,JSL,2020-02
398,SCHNEIDER,2020-02
399,TASTYBITE,2020-02
400,WATERBASE,2020-02
401,THERMAX,2020-02
402,JKLAKSHMI,2020-02
403,PGHH,2020-02
404,MEGH,2020-02
405,SRIPIPES,2020-02
406,EIDPARRY,2020-02
407,DWARKESH,2020-02
408,MINDAIND,2020-02
409,GPPL,2020-02
410,ASHOKA,2020-02
411,NIACL,2020-02
412,BDL,2020-02
413,ESSELPACK,2020-02
414,KARURVYSYA,2020-02
415,TRIVENI,2020-02
416,CLNINDIA,2020-02
417,KRBL,2020-02
418,GESHIP,2020-02
419,HAL,2020-02
420,GALAXYSURF,2020-02
421,FINEORG,2020-02
422,FCONSUMER,2020-02
423,SUNDRMFAST,2020-02
424,REPCOHOME,2020-02
425,MINDACORP,2020-02
426,HIKAL,2020-02
427,HSCL,2020-02
428,BAJAJCON,2020-02
429,MARKSANS,2020-02
430,COSMOFILMS,2020-02
431,LAXMIMACH,2020-02
432,SOUTHBANK,2020-02
433,FINCABLES,2020-02
434,TWL,2020-02
435,POLYPLEX,2020-02
436,SETFNIF50,2020-02
437,SUVEN,2020-02
438,BRIGADE,2020-02
439,PAPERPROD,2020-02
440,GRSE,2020-02
441,SUZLON,2020-02
442,RCF,2020-02
443,SYNGENE,2020-02
444,DEEPAKFERT,2020-02
445,ASTERDM,2020-02
446,NELCO,2020-02
447,TATACOFFEE,2020-02
448,LINDEINDIA,2020-02
449,HSIL,2020-02
450,THOMASCOOK,2020-02
451,BODALCHEM,2020-02
452,SIMPLEXINF,2020-02
453,OFSS,2020-02
454,GUJALKALI,2020-02
455,DCAL,2020-02
456,SEQUENT,2020-02
457,SIS,2020-02
458,AVADHSUGAR,2020-02
459,BHARATRAS,2020-02
460,J&KBANK,2020-02
461,JUMPNET,2020-02
462,GLOBUSSPR,2020-02
463,IDFC,2020-02
464,DFMFOODS,2020-02
465,GSFC,2020-02
466,TINPLATE,2020-02
467,ASIANTILES,2020-02
468,NILKAMAL,2020-02
469,POLYMED,2020-02
470,AMRUTANJAN,2020-02
471,TIRUMALCHM,2020-02
472,MAHLOG,2020-02
473,KOTAKBKETF,2020-02
474,KNRCON,2020-02
475,IIFLSEC,2020-02
476,TFCILTD,2020-02
477,WHEELS,2020-02
478,VAIBHAVGBL,2020-02
479,HGS,2020-02
480,JCHAC,2020-02
481,ARVINDFASN,2020-02
482,KSCL,2020-02
483,HUDCO,2020-02
484,GET&D,2020-02
485,BLISSGVS,2020-02
486,ARVIND,2020-02
487,ICICIBANKN,2020-02
488,ICICINIFTY,2020-02
489,JKTYRE,2020-02
490,JAGRAN,2020-02
491,SCHAEFFLER,2020-02
492,SONATSOFTW,2020-02
493,SKFINDIA,2020-02
494,REDINGTON,2020-02
495,DHANUKA,2020-02
496,ORIENTBANK,2020-02
497,ALLCARGO,2020-02
498,DAAWAT,2020-02
499,STARPAPER,2020-02
500,MAYURUNIQ,2020-02
501,BALAMINES,2020-02
502,PRSMJOHNSN,2020-02
503,V2RETAIL,2020-02
504,VOLTAMP,2020-02
505,TATACOMM,2020-02
506,QUICKHEAL,2020-02
507,CENTURYPLY,2020-02
508,RELCAPITAL,2020-02
509,CHENNPETRO,2020-02
510,TTKPRESTIG,2020-02
511,DALMIASUG,2020-02
512,HINDCOPPER,2020-02
513,INDOCO,2020-02
514,HFCL,2020-02
515,APTECHT,2020-02
516,RATNAMANI,2020-02
517,MAXINDIA,2020-02
518,GREAVESCOT,2020-02
519,JKIL,2020-02
520,LAOPALA,2020-02
521,ZYDUSWELL,2020-02
522,PTC,2020-02
523,INDOSTAR,2020-02
524,GEPIL,2020-02
525,JAMNAAUTO,2020-02
526,SYNDIBANK,2020-02
527,CARBORUNIV,2020-02
528,MMTC,2020-02
529,ARMANFIN,2020-02
530,UFLEX,2020-02
531,TATASTLBSL,2020-02
532,SFL,2020-02
533,MAHSCOOTER,2020-02
534,INTELLECT,2020-02
535,MAHINDCIE,2020-02
536,TRIDENT,2020-02
537,ICRA,2020-02
538,ICIL,2020-02
539,GATI,2020-02
540,TCIEXP,2020-02
541,MASTEK,2020-02
542,TAJGVK,2020-02
543,GMBREW,2020-02
544,TANLA,2020-02
545,SHRIRAMCIT,2020-02
546,ICICILIQ,2020-02
547,HATHWAY,2020-02
548,GRINDWELL,2020-02
549,BLUEDART,2020-02
550,N100,2020-02
551,RPOWER,2020-02
552,HIMATSEIDE,2020-02
553,ITDCEM,2020-02
554,MAITHANALL,2020-02
555,RELIGARE,2020-02
556,DHFL,2020-02
557,JUNIORBEES,2020-02
558,VSTIND,2020-02
559,CORPBANK,2020-02
560,ORIENTCEM,2020-02
561,MAHLIFE,2020-02
562,RICOAUTO,2020-02
563,IBULISL,2020-02
564,HERITGFOOD,2020-02
565,EXCELINDUS,2020-02
566,MOIL,2020-02
567,ALPHAGEO,2020-02
568,ENDURANCE,2020-02
569,SETFGOLD,2020-02
570,PRAKASH,2020-02
571,WSTCSTPAPR,2020-02
572,FLFL,2020-02
573,GICHSGFIN,2020-02
574,TDPOWERSYS,2020-02
575,WABCOINDIA,2020-02
576,HINDOILEXP,2020-02
577,GANECOS,2020-02
578,ORIENTREF,2020-02
579,INGERRAND,2020-02
580,TATAMETALI,2020-02
581,GOLDIAM,2020-02
582,DCMSHRIRAM,2020-02
583,ANUP,2020-02
584,HIRECT,2020-02
585,EBBETF0430,2020-02
586,CANTABIL,2020-02
587,VARROC,2020-02
588,MIRZAINT,2020-02
589,LAKSHVILAS,2020-02
590,TAKE,2020-02
591,SHALPAINTS,2020-02
592,OMAXE,2020-02
593,PSPPROJECT,2020-02
594,SWANENERGY,2020-02
595,WELENT,2020-02
596,SHREDIGCEM,2020-02
597,HDFCMFGETF,2020-02
598,SATIN,2020-02
599,ALBK,2020-02
600,JMCPROJECT,2020-02
601,CHALET,2020-02
602,IFBIND,2020-02
603,POWERMECH,2020-02
604,ROHLTD,2020-02
605,GFLLIMITED,2020-02
606,BHAGERIA,2020-02
607,REFEX,2020-02
608,AGCNET,2020-02
609,CESCVENT,2020-02
610,GPIL,2020-02
611,GARFIBRES,2020-02
612,FSC,2020-02
613,CAREERP,2020-02
614,FINPIPE,2020-02
615,BGRENERGY,2020-02
616,CUPID,2020-02
617,SPECIALITY,2020-02
618,ADVENZYMES,2020-02
619,MRPL,2020-02
620,KPITTECH,2020-02
621,VRLLOG,2020-02
622,SOMANYCERA,2020-02
623,JPASSOCIAT,2020-02
624,GAEL,2020-02
625,SUPRAJIT,2020-02
626,APCOTEXIND,2020-02
627,ASAHIINDIA,2020-02
628,HCC,2020-02
629,JAYBARMARU,2020-02
630,CERA,2020-02
631,IOB,2020-02
632,ECLERX,2020-02
633,JSLHISAR,2020-02
634,NEULANDLAB,2020-02
635,THANGAMAYL,2020-02
636,IFCI,2020-02
637,IFBAGRO,2020-02
638,MAJESCO,2020-02
639,BEPL,2020-02
640,KHADIM,2020-02
641,CAPACITE,2020-02
642,LIQUIDETF,2020-02
643,VADILALIND,2020-02
644,TEJASNET,2020-02
645,VTL,2020-02
646,UTTAMSUGAR,2020-02
647,JISLJALEQS,2020-02
648,GOKEX,2020-02
649,SHOPERSTOP,2020-02
650,KSL,2020-02
651,INSECTICID,2020-02
652,KOLTEPATIL,2020-02
653,SADBHIN,2020-02
654,PRICOLLTD,2020-02
655,MAXVIL,2020-02
656,BUTTERFLY,2020-02
657,LIBERTSHOE,2020-02
658,SAFARI,2020-02
659,STARCEMENT,2020-02
660,BFINVEST,2020-02
661,HIL,2020-02
662,ICICIB22,2020-02
663,KOTAKNIFTY,2020-02
664,EIHOTEL,2020-02
665,INOXWIND,2020-02
666,GNA,2020-02
667,EVERESTIND,2020-02
668,SUBROS,2020-02
669,EBBETF0423,2020-02
670,ZENSARTECH,2020-02
671,GREENPANEL,2020-02
672,INFOBEAN,2020-02
673,HCG,2020-02
674,KIRLOSBROS,2020-02
675,HGINFRA,2020-02
676,ANDHRSUGAR,2020-02
677,MOLDTKPAC,2020-02
678,NATHBIOGEN,2020-02
679,ADFFOODS,2020-02
680,SUBEX,2020-02
681,63MOONS,2020-02
682,TTML,2020-02
683,ESABINDIA,2020-02
684,KOTAKGOLD,2020-02
685,GULPOLY,2020-02
686,BHARATWIRE,2020-02
687,MAWANASUG,2020-02
688,ACE,2020-02
689,HATSUN,2020-02
690,JINDWORLD,2020-02
691,AVTNPL,2020-02
692,UNICHEMLAB,2020-02
693,LINCOLN,2020-02
694,GULFOILLUB,2020-02
695,TEXRAIL,2020-02
696,TATASTLLP,2020-02
697,TVTODAY,2020-02
698,APOLLOPIPE,2020-02
699,ORIENTPPR,2020-02
700,BALMLAWRIE,2020-02
701,MUTHOOTCAP,2020-02
702,FILATEX,2020-02
703,ATULAUTO,2020-02
704,LGBBROSLTD,2020-02
705,TNPL,2020-02
706,RBL,2020-02
707,UFO,2020-02
708,RSYSTEMS,2020-02
709,JASH,2020-02
710,UCOBANK,2020-02
711,TCNSBRANDS,2020-02
712,TRITURBINE,2020-02
713,GDL,2020-02
714,SORILINFRA,2020-02
715,KSB,2020-02
716,MTNL,2020-02
717,DIAMONDYD,2020-02
718,GUFICBIO,2020-02
719,TVSSRICHAK,2020-02
720,WALCHANNAG,2020-02
721,KENNAMET,2020-02
722,MAHESHWARI,2020-02
723,APARINDS,2020-02
724,DLINKINDIA,2020-02
725,RESPONIND,2020-02
726,ALBERTDAVD,2020-02
727,NEWGEN,2020-02
728,KPRMILL,2020-02
729,GABRIEL,2020-02
730,SUNFLAG,2020-02
731,PRABHAT,2020-02
732,GRAVITA,2020-02
733,BALAJITELE,2020-02
734,DOLLAR,2020-02
735,ASALCBR,2020-02
736,MAGADSUGAR,2020-02
737,OLECTRA,2020-02
738,FLUOROCHEM,2020-02
739,MEP,2020-02
740,VISAKAIND,2020-02
741,SHALBY,2020-02
742,DCW,2020-02
743,AKSHARCHEM,2020-02
744,MANINDS,2020-02
745,GAYAPROJ,2020-02
746,CENTENKA,2020-02
747,JAYSREETEA,2020-02
748,KAKATCEM,2020-02
749,GIPCL,2020-02
750,MUNJALAU,2020-02
