pattern,horizon,cagr_threshold_pct,nse_symbol,industry,base_year_T,fy_label,stock_price_at_T,forward_cagr_pct,met_target
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5,7y,10,NATCOPHARM,PHARMA,2019,Mar 2019,566.0,8.1,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5,7y,10,ZYDUSWELL,CONSUMER GOODS,2019,Mar 2019,260.22,7.3,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,DIXON,CONSUMER GOODS,2019,Mar 2019,472.8,53.9,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,DIXON,CONSUMER GOODS,2018,Mar 2018,658.21,53.4,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,NEULANDLAB,,2019,Mar 2019,615.3,52.9,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,BLS,,2018,Mar 2018,29.01,45.4,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,NEWGEN,,2018,Mar 2018,115.9,36.0,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,AMBER,,2019,Mar 2019,805.15,34.9,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,BLS,,2019,Mar 2019,28.96,34.9,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,SAREGAMA,,2018,Mar 2018,63.73,34.7,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,AMBER,,2018,Mar 2018,1069.4,31.3,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,SAREGAMA,,2019,Mar 2019,56.17,28.2,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,UNOMINDA,,2018,Mar 2018,176.88,25.7,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,PIIND,FERTILISERS & PESTICIDES,2018,Mar 2018,885.2,21.3,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,OLECTRA,,2019,Mar 2019,253.45,21.1,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,CAPLIPOINT,PHARMA,2019,Mar 2019,400.75,20.8,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,EICHERMOT,AUTOMOBILE,2019,Mar 2019,2089.9,17.8,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,HAVELLS,CONSUMER GOODS,2018,Mar 2018,487.85,17.7,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,AEGISLOG,,2018,Mar 2018,259.6,17.6,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,DMART,CONSUMER GOODS,2018,Mar 2018,1324.8,17.4,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,AEGISLOG,,2019,Mar 2019,200.7,16.9,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,AJANTPHARM,PHARMA,2018,Mar 2018,926.9,16.0,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,DMART,CONSUMER GOODS,2019,Mar 2019,1472.5,15.2,Y
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,ATUL,CHEMICALS,2018,Mar 2018,2613.4,13.0,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,AUROPHARMA,PHARMA,2018,Mar 2018,557.85,11.0,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,ERIS,PHARMA,2019,Mar 2019,639.85,10.6,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,BRITANNIA,CONSUMER GOODS,2018,Mar 2018,2485.3,10.3,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,ERIS,PHARMA,2018,Mar 2018,799.75,8.5,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,BRITANNIA,CONSUMER GOODS,2019,Mar 2019,3096.55,8.3,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,NATCOPHARM,PHARMA,2019,Mar 2019,566.0,8.1,N
Reserves CAGR > 25% AND FA CAGR > 15% AND Debt/Equity < 0.5 (15% target),7y,15,ZYDUSWELL,CONSUMER GOODS,2019,Mar 2019,260.22,7.3,N
