nse_symbol,year,metric,value
MOTILALOFS,Mar 2021,Stock Price (Rs),624.8
MOTILALOFS,Mar 2022,Stock Price (Rs),869.95
MOTILALOFS,Mar 2023,Stock Price (Rs),610.3
MOTILALOFS,Mar 2024,Stock Price (Rs),416.69
MOTILALOFS,Mar 2025,Stock Price (Rs),615.35
MOTILALOFS,Mar 2026,Stock Price (Rs),632.75
MOTILALOFS,Mar 2015,EPS in Rs,2.56
MOTILALOFS,Mar 2016,EPS in Rs,2.97
MOTILALOFS,Mar 2017,EPS in Rs,6.23
MOTILALOFS,Mar 2018,EPS in Rs,10.72
MOTILALOFS,Mar 2019,EPS in Rs,5.04
MOTILALOFS,Mar 2020,EPS in Rs,3.1
MOTILALOFS,Mar 2021,EPS in Rs,21.49
MOTILALOFS,Mar 2022,EPS in Rs,21.97
MOTILALOFS,Mar 2023,EPS in Rs,15.74
MOTILALOFS,Mar 2024,EPS in Rs,40.96
MOTILALOFS,Mar 2025,EPS in Rs,41.74
MOTILALOFS,Mar 2026,EPS in Rs,31.06
MOTILALOFS,Mar 2015,Equity Capital (Rs Cr),14.0
MOTILALOFS,Mar 2016,Equity Capital (Rs Cr),14.0
MOTILALOFS,Mar 2017,Equity Capital (Rs Cr),14.0
MOTILALOFS,Mar 2018,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2019,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2020,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2021,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2022,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2023,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2024,Equity Capital (Rs Cr),15.0
MOTILALOFS,Mar 2025,Equity Capital (Rs Cr),60.0
MOTILALOFS,Mar 2026,Equity Capital (Rs Cr),60.0
MOTILALOFS,Mar 2015,Face Value (Rs),1.0
MOTILALOFS,Mar 2016,Face Value (Rs),1.0
MOTILALOFS,Mar 2017,Face Value (Rs),1.0
MOTILALOFS,Mar 2018,Face Value (Rs),1.0
MOTILALOFS,Mar 2019,Face Value (Rs),1.0
MOTILALOFS,Mar 2020,Face Value (Rs),1.0
MOTILALOFS,Mar 2021,Face Value (Rs),1.0
MOTILALOFS,Mar 2022,Face Value (Rs),1.0
MOTILALOFS,Mar 2023,Face Value (Rs),1.0
MOTILALOFS,Mar 2024,Face Value (Rs),1.0
MOTILALOFS,Mar 2025,Face Value (Rs),1.0
MOTILALOFS,Mar 2026,Face Value (Rs),1.0
MOTILALOFS,Mar 2015,Shares Outstanding,140000000.0
MOTILALOFS,Mar 2016,Shares Outstanding,140000000.0
MOTILALOFS,Mar 2017,Shares Outstanding,140000000.0
MOTILALOFS,Mar 2018,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2019,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2020,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2021,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2022,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2023,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2024,Shares Outstanding,150000000.0
MOTILALOFS,Mar 2025,Shares Outstanding,600000000.0
MOTILALOFS,Mar 2026,Shares Outstanding,600000000.0
MOTILALOFS,Mar 2015,Market Cap (Rs Cr),3966.2
MOTILALOFS,Mar 2016,Market Cap (Rs Cr),3825.5
MOTILALOFS,Mar 2017,Market Cap (Rs Cr),10169.6
MOTILALOFS,Mar 2018,Market Cap (Rs Cr),15035.25
MOTILALOFS,Mar 2019,Market Cap (Rs Cr),8995.5
MOTILALOFS,Mar 2020,Market Cap (Rs Cr),7455.75
MOTILALOFS,Mar 2021,Market Cap (Rs Cr),9372.0
MOTILALOFS,Mar 2022,Market Cap (Rs Cr),13049.25
MOTILALOFS,Mar 2023,Market Cap (Rs Cr),9154.5
MOTILALOFS,Mar 2024,Market Cap (Rs Cr),6250.35
MOTILALOFS,Mar 2025,Market Cap (Rs Cr),36921.0
MOTILALOFS,Mar 2026,Market Cap (Rs Cr),37965.0
MOTILALOFS,Mar 2015,P/E ratio,110.66
MOTILALOFS,Mar 2016,P/E ratio,92.0
MOTILALOFS,Mar 2017,P/E ratio,116.6
MOTILALOFS,Mar 2018,P/E ratio,93.5
MOTILALOFS,Mar 2019,P/E ratio,118.99
MOTILALOFS,Mar 2020,P/E ratio,160.34
MOTILALOFS,Mar 2021,P/E ratio,29.07
MOTILALOFS,Mar 2022,P/E ratio,39.6
MOTILALOFS,Mar 2023,P/E ratio,38.77
MOTILALOFS,Mar 2024,P/E ratio,10.17
MOTILALOFS,Mar 2025,P/E ratio,14.74
MOTILALOFS,Mar 2026,P/E ratio,20.37
MPHASIS,Mar 2015,Stock Price (Rs),385.4
MPHASIS,Mar 2016,Stock Price (Rs),491.8
MPHASIS,Mar 2017,Stock Price (Rs),579.9
MPHASIS,Mar 2018,Stock Price (Rs),837.75
MPHASIS,Mar 2019,Stock Price (Rs),965.3
MPHASIS,Mar 2020,Stock Price (Rs),664.45
MPHASIS,Mar 2021,Stock Price (Rs),1776.5
MPHASIS,Mar 2022,Stock Price (Rs),3376.85
MPHASIS,Mar 2023,Stock Price (Rs),1795.75
MPHASIS,Mar 2024,Stock Price (Rs),2388.05
MPHASIS,Mar 2025,Stock Price (Rs),2500.2
MPHASIS,Mar 2026,Stock Price (Rs),2053.0
MPHASIS,Mar 2015,EPS in Rs,32.1
MPHASIS,Mar 2016,EPS in Rs,30.05
MPHASIS,Mar 2017,EPS in Rs,37.62
MPHASIS,Mar 2018,EPS in Rs,43.34
MPHASIS,Mar 2019,EPS in Rs,57.64
MPHASIS,Mar 2020,EPS in Rs,63.52
MPHASIS,Mar 2021,EPS in Rs,65.06
MPHASIS,Mar 2022,EPS in Rs,76.19
MPHASIS,Mar 2023,EPS in Rs,86.94
MPHASIS,Mar 2024,EPS in Rs,82.27
MPHASIS,Mar 2025,EPS in Rs,89.55
MPHASIS,Mar 2026,EPS in Rs,97.61
MPHASIS,Mar 2015,Equity Capital (Rs Cr),210.0
MPHASIS,Mar 2016,Equity Capital (Rs Cr),210.0
MPHASIS,Mar 2017,Equity Capital (Rs Cr),210.0
MPHASIS,Mar 2018,Equity Capital (Rs Cr),193.0
MPHASIS,Mar 2019,Equity Capital (Rs Cr),186.0
MPHASIS,Mar 2020,Equity Capital (Rs Cr),187.0
MPHASIS,Mar 2021,Equity Capital (Rs Cr),187.0
MPHASIS,Mar 2022,Equity Capital (Rs Cr),188.0
MPHASIS,Mar 2023,Equity Capital (Rs Cr),188.0
MPHASIS,Mar 2024,Equity Capital (Rs Cr),189.0
MPHASIS,Mar 2025,Equity Capital (Rs Cr),190.0
MPHASIS,Mar 2026,Equity Capital (Rs Cr),191.0
MPHASIS,Mar 2015,Face Value (Rs),10.0
MPHASIS,Mar 2016,Face Value (Rs),10.0
MPHASIS,Mar 2017,Face Value (Rs),10.0
MPHASIS,Mar 2018,Face Value (Rs),10.0
MPHASIS,Mar 2019,Face Value (Rs),10.0
MPHASIS,Mar 2020,Face Value (Rs),10.0
MPHASIS,Mar 2021,Face Value (Rs),10.0
MPHASIS,Mar 2022,Face Value (Rs),10.0
MPHASIS,Mar 2023,Face Value (Rs),10.0
MPHASIS,Mar 2024,Face Value (Rs),10.0
MPHASIS,Mar 2025,Face Value (Rs),10.0
MPHASIS,Mar 2026,Face Value (Rs),10.0
MPHASIS,Mar 2015,Shares Outstanding,210000000.0
MPHASIS,Mar 2016,Shares Outstanding,210000000.0
MPHASIS,Mar 2017,Shares Outstanding,210000000.0
MPHASIS,Mar 2018,Shares Outstanding,193000000.0
MPHASIS,Mar 2019,Shares Outstanding,186000000.0
MPHASIS,Mar 2020,Shares Outstanding,187000000.0
MPHASIS,Mar 2021,Shares Outstanding,187000000.0
MPHASIS,Mar 2022,Shares Outstanding,188000000.0
MPHASIS,Mar 2023,Shares Outstanding,188000000.0
MPHASIS,Mar 2024,Shares Outstanding,189000000.0
MPHASIS,Mar 2025,Shares Outstanding,190000000.0
MPHASIS,Mar 2026,Shares Outstanding,191000000.0
MPHASIS,Mar 2015,Market Cap (Rs Cr),8093.4
MPHASIS,Mar 2016,Market Cap (Rs Cr),10327.8
MPHASIS,Mar 2017,Market Cap (Rs Cr),12177.9
MPHASIS,Mar 2018,Market Cap (Rs Cr),16168.58
MPHASIS,Mar 2019,Market Cap (Rs Cr),17954.58
MPHASIS,Mar 2020,Market Cap (Rs Cr),12425.22
MPHASIS,Mar 2021,Market Cap (Rs Cr),33220.55
MPHASIS,Mar 2022,Market Cap (Rs Cr),63484.78
MPHASIS,Mar 2023,Market Cap (Rs Cr),33760.1
MPHASIS,Mar 2024,Market Cap (Rs Cr),45134.15
MPHASIS,Mar 2025,Market Cap (Rs Cr),47503.8
MPHASIS,Mar 2026,Market Cap (Rs Cr),39212.3
MPHASIS,Mar 2015,P/E ratio,12.01
MPHASIS,Mar 2016,P/E ratio,16.37
MPHASIS,Mar 2017,P/E ratio,15.41
MPHASIS,Mar 2018,P/E ratio,19.33
MPHASIS,Mar 2019,P/E ratio,16.75
MPHASIS,Mar 2020,P/E ratio,10.46
MPHASIS,Mar 2021,P/E ratio,27.31
MPHASIS,Mar 2022,P/E ratio,44.32
MPHASIS,Mar 2023,P/E ratio,20.66
MPHASIS,Mar 2024,P/E ratio,29.03
MPHASIS,Mar 2025,P/E ratio,27.92
MPHASIS,Mar 2026,P/E ratio,21.03
MCX,Mar 2015,Stock Price (Rs),224.49
MCX,Mar 2016,Stock Price (Rs),167.33
MCX,Mar 2017,Stock Price (Rs),241.01
MCX,Mar 2018,Stock Price (Rs),133.47
MCX,Mar 2019,Stock Price (Rs),161.44
MCX,Mar 2020,Stock Price (Rs),224.85
MCX,Mar 2021,Stock Price (Rs),302.59
MCX,Mar 2022,Stock Price (Rs),283.09
MCX,Mar 2023,Stock Price (Rs),303.3
MCX,Mar 2024,Stock Price (Rs),669.92
MCX,Mar 2025,Stock Price (Rs),1062.35
MCX,Mar 2026,Stock Price (Rs),2389.4
MCX,Mar 2015,EPS in Rs,4.93
MCX,Mar 2016,EPS in Rs,4.5
MCX,Mar 2017,EPS in Rs,4.96
MCX,Mar 2018,EPS in Rs,4.25
MCX,Mar 2019,EPS in Rs,5.73
MCX,Mar 2020,EPS in Rs,9.27
MCX,Mar 2021,EPS in Rs,8.83
MCX,Mar 2022,EPS in Rs,5.63
MCX,Mar 2023,EPS in Rs,5.84
MCX,Mar 2024,EPS in Rs,3.26
MCX,Mar 2025,EPS in Rs,21.96
MCX,Mar 2026,EPS in Rs,52.22
MCX,Mar 2015,Equity Capital (Rs Cr),51.0
MCX,Mar 2016,Equity Capital (Rs Cr),51.0
MCX,Mar 2017,Equity Capital (Rs Cr),51.0
MCX,Mar 2018,Equity Capital (Rs Cr),51.0
MCX,Mar 2019,Equity Capital (Rs Cr),51.0
MCX,Mar 2020,Equity Capital (Rs Cr),51.0
MCX,Mar 2021,Equity Capital (Rs Cr),51.0
MCX,Mar 2022,Equity Capital (Rs Cr),51.0
MCX,Mar 2023,Equity Capital (Rs Cr),51.0
MCX,Mar 2024,Equity Capital (Rs Cr),51.0
MCX,Mar 2025,Equity Capital (Rs Cr),51.0
MCX,Mar 2026,Equity Capital (Rs Cr),51.0
MCX,Mar 2015,Face Value (Rs),2.0
MCX,Mar 2016,Face Value (Rs),2.0
MCX,Mar 2017,Face Value (Rs),2.0
MCX,Mar 2018,Face Value (Rs),2.0
MCX,Mar 2019,Face Value (Rs),2.0
MCX,Mar 2020,Face Value (Rs),2.0
MCX,Mar 2021,Face Value (Rs),2.0
MCX,Mar 2022,Face Value (Rs),2.0
MCX,Mar 2023,Face Value (Rs),2.0
MCX,Mar 2024,Face Value (Rs),2.0
MCX,Mar 2025,Face Value (Rs),2.0
MCX,Mar 2026,Face Value (Rs),2.0
MCX,Mar 2015,Shares Outstanding,255000000.0
MCX,Mar 2016,Shares Outstanding,255000000.0
MCX,Mar 2017,Shares Outstanding,255000000.0
MCX,Mar 2018,Shares Outstanding,255000000.0
MCX,Mar 2019,Shares Outstanding,255000000.0
MCX,Mar 2020,Shares Outstanding,255000000.0
MCX,Mar 2021,Shares Outstanding,255000000.0
MCX,Mar 2022,Shares Outstanding,255000000.0
MCX,Mar 2023,Shares Outstanding,255000000.0
MCX,Mar 2024,Shares Outstanding,255000000.0
MCX,Mar 2025,Shares Outstanding,255000000.0
MCX,Mar 2026,Shares Outstanding,255000000.0
MCX,Mar 2015,Market Cap (Rs Cr),5724.49
MCX,Mar 2016,Market Cap (Rs Cr),4266.91
MCX,Mar 2017,Market Cap (Rs Cr),6145.76
MCX,Mar 2018,Market Cap (Rs Cr),3403.49
MCX,Mar 2019,Market Cap (Rs Cr),4116.72
MCX,Mar 2020,Market Cap (Rs Cr),5733.68
MCX,Mar 2021,Market Cap (Rs Cr),7716.05
MCX,Mar 2022,Market Cap (Rs Cr),7218.8
MCX,Mar 2023,Market Cap (Rs Cr),7734.15
MCX,Mar 2024,Market Cap (Rs Cr),17082.96
MCX,Mar 2025,Market Cap (Rs Cr),27089.92
MCX,Mar 2026,Market Cap (Rs Cr),60929.7
MCX,Mar 2015,P/E ratio,45.54
MCX,Mar 2016,P/E ratio,37.18
MCX,Mar 2017,P/E ratio,48.59
MCX,Mar 2018,P/E ratio,31.4
MCX,Mar 2019,P/E ratio,28.17
MCX,Mar 2020,P/E ratio,24.26
MCX,Mar 2021,P/E ratio,34.27
MCX,Mar 2022,P/E ratio,50.28
MCX,Mar 2023,P/E ratio,51.93
MCX,Mar 2024,P/E ratio,205.5
MCX,Mar 2025,P/E ratio,48.38
MCX,Mar 2026,P/E ratio,45.76
MUTHOOTFIN,Mar 2015,Stock Price (Rs),207.05
MUTHOOTFIN,Mar 2016,Stock Price (Rs),178.75
MUTHOOTFIN,Mar 2017,Stock Price (Rs),368.95
MUTHOOTFIN,Mar 2018,Stock Price (Rs),407.45
MUTHOOTFIN,Mar 2019,Stock Price (Rs),609.95
MUTHOOTFIN,Mar 2020,Stock Price (Rs),613.15
MUTHOOTFIN,Mar 2021,Stock Price (Rs),1205.9
MUTHOOTFIN,Mar 2022,Stock Price (Rs),1330.95
MUTHOOTFIN,Mar 2023,Stock Price (Rs),979.95
MUTHOOTFIN,Mar 2024,Stock Price (Rs),1480.45
MUTHOOTFIN,Mar 2025,Stock Price (Rs),2382.9
MUTHOOTFIN,Mar 2026,Stock Price (Rs),3160.1
MUTHOOTFIN,Mar 2015,EPS in Rs,16.86
MUTHOOTFIN,Mar 2016,EPS in Rs,20.41
MUTHOOTFIN,Mar 2017,EPS in Rs,30.03
MUTHOOTFIN,Mar 2018,EPS in Rs,45.74
MUTHOOTFIN,Mar 2019,EPS in Rs,51.86
MUTHOOTFIN,Mar 2020,EPS in Rs,78.25
MUTHOOTFIN,Mar 2021,EPS in Rs,94.83
MUTHOOTFIN,Mar 2022,EPS in Rs,100.08
MUTHOOTFIN,Mar 2023,EPS in Rs,89.98
MUTHOOTFIN,Mar 2024,EPS in Rs,107.71
MUTHOOTFIN,Mar 2025,EPS in Rs,132.84
MUTHOOTFIN,Mar 2026,EPS in Rs,263.79
MUTHOOTFIN,Mar 2015,Equity Capital (Rs Cr),398.0
MUTHOOTFIN,Mar 2016,Equity Capital (Rs Cr),399.0
MUTHOOTFIN,Mar 2017,Equity Capital (Rs Cr),399.0
MUTHOOTFIN,Mar 2018,Equity Capital (Rs Cr),400.0
MUTHOOTFIN,Mar 2019,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2020,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2021,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2022,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2023,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2024,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2025,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2026,Equity Capital (Rs Cr),401.0
MUTHOOTFIN,Mar 2015,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2016,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2017,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2018,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2019,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2020,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2021,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2022,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2023,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2024,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2025,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2026,Face Value (Rs),10.0
MUTHOOTFIN,Mar 2015,Shares Outstanding,398000000.0
MUTHOOTFIN,Mar 2016,Shares Outstanding,399000000.0
MUTHOOTFIN,Mar 2017,Shares Outstanding,399000000.0
MUTHOOTFIN,Mar 2018,Shares Outstanding,400000000.0
MUTHOOTFIN,Mar 2019,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2020,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2021,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2022,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2023,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2024,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2025,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2026,Shares Outstanding,401000000.0
MUTHOOTFIN,Mar 2015,Market Cap (Rs Cr),8240.59
MUTHOOTFIN,Mar 2016,Market Cap (Rs Cr),7132.12
MUTHOOTFIN,Mar 2017,Market Cap (Rs Cr),14721.1
MUTHOOTFIN,Mar 2018,Market Cap (Rs Cr),16298.0
MUTHOOTFIN,Mar 2019,Market Cap (Rs Cr),24459.0
MUTHOOTFIN,Mar 2020,Market Cap (Rs Cr),24587.31
MUTHOOTFIN,Mar 2021,Market Cap (Rs Cr),48356.59
MUTHOOTFIN,Mar 2022,Market Cap (Rs Cr),53371.1
MUTHOOTFIN,Mar 2023,Market Cap (Rs Cr),39296.0
MUTHOOTFIN,Mar 2024,Market Cap (Rs Cr),59366.04
MUTHOOTFIN,Mar 2025,Market Cap (Rs Cr),95554.29
MUTHOOTFIN,Mar 2026,Market Cap (Rs Cr),126720.01
MUTHOOTFIN,Mar 2015,P/E ratio,12.28
MUTHOOTFIN,Mar 2016,P/E ratio,8.76
MUTHOOTFIN,Mar 2017,P/E ratio,12.29
MUTHOOTFIN,Mar 2018,P/E ratio,8.91
MUTHOOTFIN,Mar 2019,P/E ratio,11.76
MUTHOOTFIN,Mar 2020,P/E ratio,7.84
MUTHOOTFIN,Mar 2021,P/E ratio,12.72
MUTHOOTFIN,Mar 2022,P/E ratio,13.3
MUTHOOTFIN,Mar 2023,P/E ratio,10.89
MUTHOOTFIN,Mar 2024,P/E ratio,13.74
MUTHOOTFIN,Mar 2025,P/E ratio,17.94
MUTHOOTFIN,Mar 2026,P/E ratio,11.98
NATCOPHARM,Mar 2015,Stock Price (Rs),421.79
NATCOPHARM,Mar 2016,Stock Price (Rs),412.7
NATCOPHARM,Mar 2017,Stock Price (Rs),849.2
NATCOPHARM,Mar 2018,Stock Price (Rs),753.65
NATCOPHARM,Mar 2019,Stock Price (Rs),566.0
NATCOPHARM,Mar 2020,Stock Price (Rs),505.55
NATCOPHARM,Mar 2021,Stock Price (Rs),825.55
NATCOPHARM,Mar 2022,Stock Price (Rs),756.15
NATCOPHARM,Mar 2023,Stock Price (Rs),563.35
NATCOPHARM,Mar 2024,Stock Price (Rs),952.05
NATCOPHARM,Mar 2025,Stock Price (Rs),798.75
NATCOPHARM,Mar 2026,Stock Price (Rs),974.2
NATCOPHARM,Mar 2015,EPS in Rs,8.1
NATCOPHARM,Mar 2016,EPS in Rs,9.02
NATCOPHARM,Mar 2017,EPS in Rs,27.88
NATCOPHARM,Mar 2018,EPS in Rs,37.74
NATCOPHARM,Mar 2019,EPS in Rs,35.24
NATCOPHARM,Mar 2020,EPS in Rs,25.31
NATCOPHARM,Mar 2021,EPS in Rs,24.18
NATCOPHARM,Mar 2022,EPS in Rs,9.31
NATCOPHARM,Mar 2023,EPS in Rs,39.18
NATCOPHARM,Mar 2024,EPS in Rs,77.51
NATCOPHARM,Mar 2025,EPS in Rs,105.26
NATCOPHARM,Mar 2026,EPS in Rs,79.2
NATCOPHARM,Mar 2015,Equity Capital (Rs Cr),33.0
NATCOPHARM,Mar 2016,Equity Capital (Rs Cr),35.0
NATCOPHARM,Mar 2017,Equity Capital (Rs Cr),35.0
NATCOPHARM,Mar 2018,Equity Capital (Rs Cr),37.0
NATCOPHARM,Mar 2019,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2020,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2021,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2022,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2023,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2024,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2025,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2026,Equity Capital (Rs Cr),36.0
NATCOPHARM,Mar 2015,Face Value (Rs),2.0
NATCOPHARM,Mar 2016,Face Value (Rs),2.0
NATCOPHARM,Mar 2017,Face Value (Rs),2.0
NATCOPHARM,Mar 2018,Face Value (Rs),2.0
NATCOPHARM,Mar 2019,Face Value (Rs),2.0
NATCOPHARM,Mar 2020,Face Value (Rs),2.0
NATCOPHARM,Mar 2021,Face Value (Rs),2.0
NATCOPHARM,Mar 2022,Face Value (Rs),2.0
NATCOPHARM,Mar 2023,Face Value (Rs),2.0
NATCOPHARM,Mar 2024,Face Value (Rs),2.0
NATCOPHARM,Mar 2025,Face Value (Rs),2.0
NATCOPHARM,Mar 2026,Face Value (Rs),2.0
NATCOPHARM,Mar 2015,Shares Outstanding,165000000.0
NATCOPHARM,Mar 2016,Shares Outstanding,175000000.0
NATCOPHARM,Mar 2017,Shares Outstanding,175000000.0
NATCOPHARM,Mar 2018,Shares Outstanding,185000000.0
NATCOPHARM,Mar 2019,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2020,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2021,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2022,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2023,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2024,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2025,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2026,Shares Outstanding,180000000.0
NATCOPHARM,Mar 2015,Market Cap (Rs Cr),6959.53
NATCOPHARM,Mar 2016,Market Cap (Rs Cr),7222.25
NATCOPHARM,Mar 2017,Market Cap (Rs Cr),14861.0
NATCOPHARM,Mar 2018,Market Cap (Rs Cr),13942.52
NATCOPHARM,Mar 2019,Market Cap (Rs Cr),10188.0
NATCOPHARM,Mar 2020,Market Cap (Rs Cr),9099.9
NATCOPHARM,Mar 2021,Market Cap (Rs Cr),14859.9
NATCOPHARM,Mar 2022,Market Cap (Rs Cr),13610.7
NATCOPHARM,Mar 2023,Market Cap (Rs Cr),10140.3
NATCOPHARM,Mar 2024,Market Cap (Rs Cr),17136.9
NATCOPHARM,Mar 2025,Market Cap (Rs Cr),14377.5
NATCOPHARM,Mar 2026,Market Cap (Rs Cr),17535.6
NATCOPHARM,Mar 2015,P/E ratio,52.07
NATCOPHARM,Mar 2016,P/E ratio,45.75
NATCOPHARM,Mar 2017,P/E ratio,30.46
NATCOPHARM,Mar 2018,P/E ratio,19.97
NATCOPHARM,Mar 2019,P/E ratio,16.06
NATCOPHARM,Mar 2020,P/E ratio,19.97
NATCOPHARM,Mar 2021,P/E ratio,34.14
NATCOPHARM,Mar 2022,P/E ratio,81.22
NATCOPHARM,Mar 2023,P/E ratio,14.38
NATCOPHARM,Mar 2024,P/E ratio,12.28
NATCOPHARM,Mar 2025,P/E ratio,7.59
NATCOPHARM,Mar 2026,P/E ratio,12.3
NBCC,Mar 2015,Stock Price (Rs),42.53
NBCC,Mar 2016,Stock Price (Rs),41.91
NBCC,Mar 2017,Stock Price (Rs),57.35
NBCC,Mar 2018,Stock Price (Rs),63.47
NBCC,Mar 2019,Stock Price (Rs),43.3
NBCC,Mar 2020,Stock Price (Rs),10.87
NBCC,Mar 2021,Stock Price (Rs),31.2
NBCC,Mar 2022,Stock Price (Rs),24.2
NBCC,Mar 2023,Stock Price (Rs),23.63
NBCC,Mar 2024,Stock Price (Rs),79.27
NBCC,Mar 2025,Stock Price (Rs),81.89
NBCC,Mar 2026,Stock Price (Rs),77.52
NBCC,Mar 2015,EPS in Rs,1.03
NBCC,Mar 2016,EPS in Rs,1.07
NBCC,Mar 2017,EPS in Rs,1.31
NBCC,Mar 2018,EPS in Rs,1.4
NBCC,Mar 2019,EPS in Rs,1.39
NBCC,Mar 2020,EPS in Rs,0.29
NBCC,Mar 2021,EPS in Rs,0.84
NBCC,Mar 2022,EPS in Rs,0.83
NBCC,Mar 2023,EPS in Rs,0.99
NBCC,Mar 2024,EPS in Rs,1.49
NBCC,Mar 2025,EPS in Rs,2.0
NBCC,Mar 2026,EPS in Rs,2.67
NBCC,Mar 2015,Equity Capital (Rs Cr),120.0
NBCC,Mar 2016,Equity Capital (Rs Cr),120.0
NBCC,Mar 2017,Equity Capital (Rs Cr),180.0
NBCC,Mar 2018,Equity Capital (Rs Cr),180.0
NBCC,Mar 2019,Equity Capital (Rs Cr),180.0
NBCC,Mar 2020,Equity Capital (Rs Cr),180.0
NBCC,Mar 2021,Equity Capital (Rs Cr),180.0
NBCC,Mar 2022,Equity Capital (Rs Cr),180.0
NBCC,Mar 2023,Equity Capital (Rs Cr),180.0
NBCC,Mar 2024,Equity Capital (Rs Cr),180.0
NBCC,Mar 2025,Equity Capital (Rs Cr),270.0
NBCC,Mar 2026,Equity Capital (Rs Cr),270.0
NBCC,Mar 2015,Face Value (Rs),1.0
NBCC,Mar 2016,Face Value (Rs),1.0
NBCC,Mar 2017,Face Value (Rs),1.0
NBCC,Mar 2018,Face Value (Rs),1.0
NBCC,Mar 2019,Face Value (Rs),1.0
NBCC,Mar 2020,Face Value (Rs),1.0
NBCC,Mar 2021,Face Value (Rs),1.0
NBCC,Mar 2022,Face Value (Rs),1.0
NBCC,Mar 2023,Face Value (Rs),1.0
NBCC,Mar 2024,Face Value (Rs),1.0
NBCC,Mar 2025,Face Value (Rs),1.0
NBCC,Mar 2026,Face Value (Rs),1.0
NBCC,Mar 2015,Shares Outstanding,1200000000.0
NBCC,Mar 2016,Shares Outstanding,1200000000.0
NBCC,Mar 2017,Shares Outstanding,1800000000.0
NBCC,Mar 2018,Shares Outstanding,1800000000.0
NBCC,Mar 2019,Shares Outstanding,1800000000.0
NBCC,Mar 2020,Shares Outstanding,1800000000.0
NBCC,Mar 2021,Shares Outstanding,1800000000.0
NBCC,Mar 2022,Shares Outstanding,1800000000.0
NBCC,Mar 2023,Shares Outstanding,1800000000.0
NBCC,Mar 2024,Shares Outstanding,1800000000.0
NBCC,Mar 2025,Shares Outstanding,2700000000.0
NBCC,Mar 2026,Shares Outstanding,2700000000.0
NBCC,Mar 2015,Market Cap (Rs Cr),5103.6
NBCC,Mar 2016,Market Cap (Rs Cr),5029.2
NBCC,Mar 2017,Market Cap (Rs Cr),10323.0
NBCC,Mar 2018,Market Cap (Rs Cr),11424.6
NBCC,Mar 2019,Market Cap (Rs Cr),7794.0
NBCC,Mar 2020,Market Cap (Rs Cr),1956.6
