nse_symbol,year,metric,value
ACMESOLAR,Mar 2024,Face Value (Rs),2.0
ACMESOLAR,Mar 2025,Face Value (Rs),2.0
ACMESOLAR,Mar 2026,Face Value (Rs),2.0
ACMESOLAR,Mar 2015,Shares Outstanding,
ACMESOLAR,Mar 2016,Shares Outstanding,
ACMESOLAR,Mar 2017,Shares Outstanding,
ACMESOLAR,Mar 2018,Shares Outstanding,
ACMESOLAR,Mar 2019,Shares Outstanding,
ACMESOLAR,Mar 2020,Shares Outstanding,520000000.0
ACMESOLAR,Mar 2021,Shares Outstanding,520000000.0
ACMESOLAR,Mar 2022,Shares Outstanding,520000000.0
ACMESOLAR,Mar 2023,Shares Outstanding,520000000.0
ACMESOLAR,Mar 2024,Shares Outstanding,520000000.0
ACMESOLAR,Mar 2025,Shares Outstanding,605000000.0
ACMESOLAR,Mar 2026,Shares Outstanding,605000000.0
ACMESOLAR,Mar 2015,Market Cap (Rs Cr),
ACMESOLAR,Mar 2016,Market Cap (Rs Cr),
ACMESOLAR,Mar 2017,Market Cap (Rs Cr),
ACMESOLAR,Mar 2018,Market Cap (Rs Cr),
ACMESOLAR,Mar 2019,Market Cap (Rs Cr),
ACMESOLAR,Mar 2020,Market Cap (Rs Cr),
ACMESOLAR,Mar 2021,Market Cap (Rs Cr),
ACMESOLAR,Mar 2022,Market Cap (Rs Cr),
ACMESOLAR,Mar 2023,Market Cap (Rs Cr),
ACMESOLAR,Mar 2024,Market Cap (Rs Cr),
ACMESOLAR,Mar 2025,Market Cap (Rs Cr),11614.79
ACMESOLAR,Mar 2026,Market Cap (Rs Cr),15827.41
ACMESOLAR,Mar 2015,P/E ratio,
ACMESOLAR,Mar 2016,P/E ratio,
ACMESOLAR,Mar 2017,P/E ratio,
ACMESOLAR,Mar 2018,P/E ratio,
ACMESOLAR,Mar 2019,P/E ratio,
ACMESOLAR,Mar 2020,P/E ratio,
ACMESOLAR,Mar 2021,P/E ratio,
ACMESOLAR,Mar 2022,P/E ratio,
ACMESOLAR,Mar 2023,P/E ratio,
ACMESOLAR,Mar 2024,P/E ratio,
ACMESOLAR,Mar 2025,P/E ratio,46.04
ACMESOLAR,Mar 2026,P/E ratio,31.79
AIAENG,Mar 2015,Stock Price (Rs),1252.55
AIAENG,Mar 2016,Stock Price (Rs),939.8
AIAENG,Mar 2017,Stock Price (Rs),1587.85
AIAENG,Mar 2018,Stock Price (Rs),1441.4
AIAENG,Mar 2019,Stock Price (Rs),1837.15
AIAENG,Mar 2020,Stock Price (Rs),1393.25
AIAENG,Mar 2021,Stock Price (Rs),2052.7
AIAENG,Mar 2022,Stock Price (Rs),1622.7
AIAENG,Mar 2023,Stock Price (Rs),2903.1
AIAENG,Mar 2024,Stock Price (Rs),3915.25
AIAENG,Mar 2025,Stock Price (Rs),3351.7
AIAENG,Mar 2026,Stock Price (Rs),3636.6
AIAENG,Mar 2015,EPS in Rs,45.69
AIAENG,Mar 2016,EPS in Rs,48.44
AIAENG,Mar 2017,EPS in Rs,48.43
AIAENG,Mar 2018,EPS in Rs,47.0
AIAENG,Mar 2019,EPS in Rs,54.16
AIAENG,Mar 2020,EPS in Rs,62.59
AIAENG,Mar 2021,EPS in Rs,60.02
AIAENG,Mar 2022,EPS in Rs,65.7
AIAENG,Mar 2023,EPS in Rs,111.95
AIAENG,Mar 2024,EPS in Rs,120.39
AIAENG,Mar 2025,EPS in Rs,113.67
AIAENG,Mar 2026,EPS in Rs,136.11
AIAENG,Mar 2015,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2016,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2017,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2018,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2019,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2020,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2021,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2022,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2023,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2024,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2025,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2026,Equity Capital (Rs Cr),19.0
AIAENG,Mar 2015,Face Value (Rs),2.0
AIAENG,Mar 2016,Face Value (Rs),2.0
AIAENG,Mar 2017,Face Value (Rs),2.0
AIAENG,Mar 2018,Face Value (Rs),2.0
AIAENG,Mar 2019,Face Value (Rs),2.0
AIAENG,Mar 2020,Face Value (Rs),2.0
AIAENG,Mar 2021,Face Value (Rs),2.0
AIAENG,Mar 2022,Face Value (Rs),2.0
AIAENG,Mar 2023,Face Value (Rs),2.0
AIAENG,Mar 2024,Face Value (Rs),2.0
AIAENG,Mar 2025,Face Value (Rs),2.0
AIAENG,Mar 2026,Face Value (Rs),2.0
AIAENG,Mar 2015,Shares Outstanding,95000000.0
AIAENG,Mar 2016,Shares Outstanding,95000000.0
AIAENG,Mar 2017,Shares Outstanding,95000000.0
AIAENG,Mar 2018,Shares Outstanding,95000000.0
AIAENG,Mar 2019,Shares Outstanding,95000000.0
AIAENG,Mar 2020,Shares Outstanding,95000000.0
AIAENG,Mar 2021,Shares Outstanding,95000000.0
AIAENG,Mar 2022,Shares Outstanding,95000000.0
AIAENG,Mar 2023,Shares Outstanding,95000000.0
AIAENG,Mar 2024,Shares Outstanding,95000000.0
AIAENG,Mar 2025,Shares Outstanding,95000000.0
AIAENG,Mar 2026,Shares Outstanding,95000000.0
AIAENG,Mar 2015,Market Cap (Rs Cr),11899.23
AIAENG,Mar 2016,Market Cap (Rs Cr),8928.1
AIAENG,Mar 2017,Market Cap (Rs Cr),15084.58
AIAENG,Mar 2018,Market Cap (Rs Cr),13693.3
AIAENG,Mar 2019,Market Cap (Rs Cr),17452.92
AIAENG,Mar 2020,Market Cap (Rs Cr),13235.88
AIAENG,Mar 2021,Market Cap (Rs Cr),19500.65
AIAENG,Mar 2022,Market Cap (Rs Cr),15415.65
AIAENG,Mar 2023,Market Cap (Rs Cr),27579.45
AIAENG,Mar 2024,Market Cap (Rs Cr),37194.88
AIAENG,Mar 2025,Market Cap (Rs Cr),31841.15
AIAENG,Mar 2026,Market Cap (Rs Cr),34547.7
AIAENG,Mar 2015,P/E ratio,27.41
AIAENG,Mar 2016,P/E ratio,19.4
AIAENG,Mar 2017,P/E ratio,32.79
AIAENG,Mar 2018,P/E ratio,30.67
AIAENG,Mar 2019,P/E ratio,33.92
AIAENG,Mar 2020,P/E ratio,22.26
AIAENG,Mar 2021,P/E ratio,34.2
AIAENG,Mar 2022,P/E ratio,24.7
AIAENG,Mar 2023,P/E ratio,25.93
AIAENG,Mar 2024,P/E ratio,32.52
AIAENG,Mar 2025,P/E ratio,29.49
AIAENG,Mar 2026,P/E ratio,26.72
APLAPOLLO,Mar 2015,Stock Price (Rs),40.04
APLAPOLLO,Mar 2016,Stock Price (Rs),67.11
APLAPOLLO,Mar 2017,Stock Price (Rs),117.44
APLAPOLLO,Mar 2018,Stock Price (Rs),198.68
APLAPOLLO,Mar 2019,Stock Price (Rs),144.87
APLAPOLLO,Mar 2020,Stock Price (Rs),124.67
APLAPOLLO,Mar 2021,Stock Price (Rs),700.42
APLAPOLLO,Mar 2022,Stock Price (Rs),914.6
APLAPOLLO,Mar 2023,Stock Price (Rs),1205.35
APLAPOLLO,Mar 2024,Stock Price (Rs),1495.95
APLAPOLLO,Mar 2025,Stock Price (Rs),1525.25
APLAPOLLO,Mar 2026,Stock Price (Rs),1937.0
APLAPOLLO,Mar 2015,EPS in Rs,2.72
APLAPOLLO,Mar 2016,EPS in Rs,4.29
APLAPOLLO,Mar 2017,EPS in Rs,6.45
APLAPOLLO,Mar 2018,EPS in Rs,6.66
APLAPOLLO,Mar 2019,EPS in Rs,6.22
APLAPOLLO,Mar 2020,EPS in Rs,9.58
APLAPOLLO,Mar 2021,EPS in Rs,14.42
APLAPOLLO,Mar 2022,EPS in Rs,24.73
APLAPOLLO,Mar 2023,EPS in Rs,23.14
APLAPOLLO,Mar 2024,EPS in Rs,26.39
APLAPOLLO,Mar 2025,EPS in Rs,27.28
APLAPOLLO,Mar 2026,EPS in Rs,43.33
APLAPOLLO,Mar 2015,Equity Capital (Rs Cr),23.0
APLAPOLLO,Mar 2016,Equity Capital (Rs Cr),23.0
APLAPOLLO,Mar 2017,Equity Capital (Rs Cr),24.0
APLAPOLLO,Mar 2018,Equity Capital (Rs Cr),24.0
APLAPOLLO,Mar 2019,Equity Capital (Rs Cr),24.0
APLAPOLLO,Mar 2020,Equity Capital (Rs Cr),25.0
APLAPOLLO,Mar 2021,Equity Capital (Rs Cr),25.0
APLAPOLLO,Mar 2022,Equity Capital (Rs Cr),50.0
APLAPOLLO,Mar 2023,Equity Capital (Rs Cr),55.0
APLAPOLLO,Mar 2024,Equity Capital (Rs Cr),56.0
APLAPOLLO,Mar 2025,Equity Capital (Rs Cr),56.0
APLAPOLLO,Mar 2026,Equity Capital (Rs Cr),56.0
APLAPOLLO,Mar 2015,Face Value (Rs),2.0
APLAPOLLO,Mar 2016,Face Value (Rs),2.0
APLAPOLLO,Mar 2017,Face Value (Rs),2.0
APLAPOLLO,Mar 2018,Face Value (Rs),2.0
APLAPOLLO,Mar 2019,Face Value (Rs),2.0
APLAPOLLO,Mar 2020,Face Value (Rs),2.0
APLAPOLLO,Mar 2021,Face Value (Rs),2.0
APLAPOLLO,Mar 2022,Face Value (Rs),2.0
APLAPOLLO,Mar 2023,Face Value (Rs),2.0
APLAPOLLO,Mar 2024,Face Value (Rs),2.0
APLAPOLLO,Mar 2025,Face Value (Rs),2.0
APLAPOLLO,Mar 2026,Face Value (Rs),2.0
APLAPOLLO,Mar 2015,Shares Outstanding,115000000.0
APLAPOLLO,Mar 2016,Shares Outstanding,115000000.0
APLAPOLLO,Mar 2017,Shares Outstanding,120000000.0
APLAPOLLO,Mar 2018,Shares Outstanding,120000000.0
APLAPOLLO,Mar 2019,Shares Outstanding,120000000.0
APLAPOLLO,Mar 2020,Shares Outstanding,125000000.0
APLAPOLLO,Mar 2021,Shares Outstanding,125000000.0
APLAPOLLO,Mar 2022,Shares Outstanding,250000000.0
APLAPOLLO,Mar 2023,Shares Outstanding,275000000.0
APLAPOLLO,Mar 2024,Shares Outstanding,280000000.0
APLAPOLLO,Mar 2025,Shares Outstanding,280000000.0
APLAPOLLO,Mar 2026,Shares Outstanding,280000000.0
APLAPOLLO,Mar 2015,Market Cap (Rs Cr),460.46
APLAPOLLO,Mar 2016,Market Cap (Rs Cr),771.76
APLAPOLLO,Mar 2017,Market Cap (Rs Cr),1409.28
APLAPOLLO,Mar 2018,Market Cap (Rs Cr),2384.16
APLAPOLLO,Mar 2019,Market Cap (Rs Cr),1738.44
APLAPOLLO,Mar 2020,Market Cap (Rs Cr),1558.38
APLAPOLLO,Mar 2021,Market Cap (Rs Cr),8755.25
APLAPOLLO,Mar 2022,Market Cap (Rs Cr),22865.0
APLAPOLLO,Mar 2023,Market Cap (Rs Cr),33147.12
APLAPOLLO,Mar 2024,Market Cap (Rs Cr),41886.6
APLAPOLLO,Mar 2025,Market Cap (Rs Cr),42707.0
APLAPOLLO,Mar 2026,Market Cap (Rs Cr),54236.0
APLAPOLLO,Mar 2015,P/E ratio,14.72
APLAPOLLO,Mar 2016,P/E ratio,15.64
APLAPOLLO,Mar 2017,P/E ratio,18.21
APLAPOLLO,Mar 2018,P/E ratio,29.83
APLAPOLLO,Mar 2019,P/E ratio,23.29
APLAPOLLO,Mar 2020,P/E ratio,13.01
APLAPOLLO,Mar 2021,P/E ratio,48.57
APLAPOLLO,Mar 2022,P/E ratio,36.98
APLAPOLLO,Mar 2023,P/E ratio,52.09
APLAPOLLO,Mar 2024,P/E ratio,56.69
APLAPOLLO,Mar 2025,P/E ratio,55.91
APLAPOLLO,Mar 2026,P/E ratio,44.7
AUBANK,Mar 2014,Stock Price (Rs),
AUBANK,Mar 2015,Stock Price (Rs),
AUBANK,Mar 2016,Stock Price (Rs),
AUBANK,Mar 2017,Stock Price (Rs),
AUBANK,Mar 2018,Stock Price (Rs),309.02
AUBANK,Mar 2019,Stock Price (Rs),294.17
AUBANK,Mar 2020,Stock Price (Rs),252.68
AUBANK,Mar 2021,Stock Price (Rs),613.92
AUBANK,Mar 2022,Stock Price (Rs),623.12
AUBANK,Mar 2023,Stock Price (Rs),579.2
AUBANK,Mar 2024,Stock Price (Rs),565.0
AUBANK,Mar 2025,Stock Price (Rs),534.6
AUBANK,Mar 2026,Stock Price (Rs),842.7
AUBANK,Mar 2014,EPS in Rs,11.65
AUBANK,Mar 2015,EPS in Rs,18.49
AUBANK,Mar 2016,EPS in Rs,27.95
AUBANK,Mar 2017,EPS in Rs,13.4
AUBANK,Mar 2018,EPS in Rs,
AUBANK,Mar 2019,EPS in Rs,
AUBANK,Mar 2020,EPS in Rs,
AUBANK,Mar 2021,EPS in Rs,
AUBANK,Mar 2022,EPS in Rs,
AUBANK,Mar 2023,EPS in Rs,
AUBANK,Mar 2024,EPS in Rs,
AUBANK,Mar 2025,EPS in Rs,
AUBANK,Mar 2026,EPS in Rs,
AUBANK,Mar 2014,Equity Capital (Rs Cr),43.0
AUBANK,Mar 2015,Equity Capital (Rs Cr),44.0
AUBANK,Mar 2016,Equity Capital (Rs Cr),44.0
AUBANK,Mar 2017,Equity Capital (Rs Cr),284.0
AUBANK,Mar 2018,Equity Capital (Rs Cr),
AUBANK,Mar 2019,Equity Capital (Rs Cr),
AUBANK,Mar 2020,Equity Capital (Rs Cr),
AUBANK,Mar 2021,Equity Capital (Rs Cr),
AUBANK,Mar 2022,Equity Capital (Rs Cr),
AUBANK,Mar 2023,Equity Capital (Rs Cr),
AUBANK,Mar 2024,Equity Capital (Rs Cr),
AUBANK,Mar 2025,Equity Capital (Rs Cr),
AUBANK,Mar 2026,Equity Capital (Rs Cr),
AUBANK,Mar 2014,Face Value (Rs),10.0
AUBANK,Mar 2015,Face Value (Rs),10.0
AUBANK,Mar 2016,Face Value (Rs),10.0
AUBANK,Mar 2017,Face Value (Rs),10.0
AUBANK,Mar 2018,Face Value (Rs),10.0
AUBANK,Mar 2019,Face Value (Rs),10.0
AUBANK,Mar 2020,Face Value (Rs),10.0
AUBANK,Mar 2021,Face Value (Rs),10.0
AUBANK,Mar 2022,Face Value (Rs),10.0
AUBANK,Mar 2023,Face Value (Rs),10.0
AUBANK,Mar 2024,Face Value (Rs),10.0
AUBANK,Mar 2025,Face Value (Rs),10.0
AUBANK,Mar 2026,Face Value (Rs),10.0
AUBANK,Mar 2014,Shares Outstanding,43000000.0
AUBANK,Mar 2015,Shares Outstanding,44000000.0
AUBANK,Mar 2016,Shares Outstanding,44000000.0
AUBANK,Mar 2017,Shares Outstanding,284000000.0
AUBANK,Mar 2018,Shares Outstanding,
AUBANK,Mar 2019,Shares Outstanding,
AUBANK,Mar 2020,Shares Outstanding,
AUBANK,Mar 2021,Shares Outstanding,
AUBANK,Mar 2022,Shares Outstanding,
AUBANK,Mar 2023,Shares Outstanding,
AUBANK,Mar 2024,Shares Outstanding,
AUBANK,Mar 2025,Shares Outstanding,
AUBANK,Mar 2026,Shares Outstanding,
AUBANK,Mar 2014,Market Cap (Rs Cr),
AUBANK,Mar 2015,Market Cap (Rs Cr),
AUBANK,Mar 2016,Market Cap (Rs Cr),
AUBANK,Mar 2017,Market Cap (Rs Cr),
AUBANK,Mar 2018,Market Cap (Rs Cr),
AUBANK,Mar 2019,Market Cap (Rs Cr),
AUBANK,Mar 2020,Market Cap (Rs Cr),
AUBANK,Mar 2021,Market Cap (Rs Cr),
AUBANK,Mar 2022,Market Cap (Rs Cr),
AUBANK,Mar 2023,Market Cap (Rs Cr),
AUBANK,Mar 2024,Market Cap (Rs Cr),
AUBANK,Mar 2025,Market Cap (Rs Cr),
AUBANK,Mar 2026,Market Cap (Rs Cr),
AUBANK,Mar 2014,P/E ratio,
AUBANK,Mar 2015,P/E ratio,
AUBANK,Mar 2016,P/E ratio,
AUBANK,Mar 2017,P/E ratio,
AUBANK,Mar 2018,P/E ratio,
AUBANK,Mar 2019,P/E ratio,
AUBANK,Mar 2020,P/E ratio,
AUBANK,Mar 2021,P/E ratio,
AUBANK,Mar 2022,P/E ratio,
AUBANK,Mar 2023,P/E ratio,
AUBANK,Mar 2024,P/E ratio,
AUBANK,Mar 2025,P/E ratio,
AUBANK,Mar 2026,P/E ratio,
AWL,Mar 2015,Stock Price (Rs),
AWL,Mar 2016,Stock Price (Rs),
AWL,Mar 2017,Stock Price (Rs),
AWL,Mar 2018,Stock Price (Rs),
AWL,Mar 2019,Stock Price (Rs),
AWL,Mar 2020,Stock Price (Rs),
AWL,Mar 2021,Stock Price (Rs),
AWL,Mar 2022,Stock Price (Rs),516.9
AWL,Mar 2023,Stock Price (Rs),405.85
AWL,Mar 2024,Stock Price (Rs),321.4
AWL,Mar 2025,Stock Price (Rs),258.32
AWL,Mar 2026,Stock Price (Rs),177.77
AWL,Mar 2015,EPS in Rs,
AWL,Mar 2016,EPS in Rs,
AWL,Mar 2017,EPS in Rs,
AWL,Mar 2018,EPS in Rs,
AWL,Mar 2019,EPS in Rs,32.86
AWL,Mar 2020,EPS in Rs,40.32
AWL,Mar 2021,EPS in Rs,63.74
AWL,Mar 2022,EPS in Rs,6.18
AWL,Mar 2023,EPS in Rs,4.48
AWL,Mar 2024,EPS in Rs,1.14
AWL,Mar 2025,EPS in Rs,9.43
AWL,Mar 2026,EPS in Rs,8.02
AWL,Mar 2015,Equity Capital (Rs Cr),
AWL,Mar 2016,Equity Capital (Rs Cr),
AWL,Mar 2017,Equity Capital (Rs Cr),
AWL,Mar 2018,Equity Capital (Rs Cr),
AWL,Mar 2019,Equity Capital (Rs Cr),114.0
AWL,Mar 2020,Equity Capital (Rs Cr),114.0
AWL,Mar 2021,Equity Capital (Rs Cr),114.0
AWL,Mar 2022,Equity Capital (Rs Cr),130.0
AWL,Mar 2023,Equity Capital (Rs Cr),130.0
AWL,Mar 2024,Equity Capital (Rs Cr),130.0
AWL,Mar 2025,Equity Capital (Rs Cr),130.0
AWL,Mar 2026,Equity Capital (Rs Cr),129.0
AWL,Mar 2015,Face Value (Rs),1.0
AWL,Mar 2016,Face Value (Rs),1.0
AWL,Mar 2017,Face Value (Rs),1.0
AWL,Mar 2018,Face Value (Rs),1.0
AWL,Mar 2019,Face Value (Rs),1.0
AWL,Mar 2020,Face Value (Rs),1.0
AWL,Mar 2021,Face Value (Rs),1.0
AWL,Mar 2022,Face Value (Rs),1.0
AWL,Mar 2023,Face Value (Rs),1.0
AWL,Mar 2024,Face Value (Rs),1.0
AWL,Mar 2025,Face Value (Rs),1.0
AWL,Mar 2026,Face Value (Rs),1.0
AWL,Mar 2015,Shares Outstanding,
AWL,Mar 2016,Shares Outstanding,
AWL,Mar 2017,Shares Outstanding,
AWL,Mar 2018,Shares Outstanding,
AWL,Mar 2019,Shares Outstanding,1140000000.0
AWL,Mar 2020,Shares Outstanding,1140000000.0
AWL,Mar 2021,Shares Outstanding,1140000000.0
AWL,Mar 2022,Shares Outstanding,1300000000.0
AWL,Mar 2023,Shares Outstanding,1300000000.0
AWL,Mar 2024,Shares Outstanding,1300000000.0
AWL,Mar 2025,Shares Outstanding,1300000000.0
AWL,Mar 2026,Shares Outstanding,1290000000.0
AWL,Mar 2015,Market Cap (Rs Cr),
AWL,Mar 2016,Market Cap (Rs Cr),
AWL,Mar 2017,Market Cap (Rs Cr),
AWL,Mar 2018,Market Cap (Rs Cr),
AWL,Mar 2019,Market Cap (Rs Cr),
AWL,Mar 2020,Market Cap (Rs Cr),
AWL,Mar 2021,Market Cap (Rs Cr),
AWL,Mar 2022,Market Cap (Rs Cr),67197.0
AWL,Mar 2023,Market Cap (Rs Cr),52760.5
AWL,Mar 2024,Market Cap (Rs Cr),41782.0
AWL,Mar 2025,Market Cap (Rs Cr),33581.6
AWL,Mar 2026,Market Cap (Rs Cr),22932.33
AWL,Mar 2015,P/E ratio,
AWL,Mar 2016,P/E ratio,
AWL,Mar 2017,P/E ratio,
AWL,Mar 2018,P/E ratio,
AWL,Mar 2019,P/E ratio,
AWL,Mar 2020,P/E ratio,
AWL,Mar 2021,P/E ratio,
AWL,Mar 2022,P/E ratio,83.64
AWL,Mar 2023,P/E ratio,90.59
AWL,Mar 2024,P/E ratio,281.93
AWL,Mar 2025,P/E ratio,27.39
AWL,Mar 2026,P/E ratio,22.17
AADHARHFC,Mar 2015,Stock Price (Rs),
AADHARHFC,Mar 2016,Stock Price (Rs),
AADHARHFC,Mar 2017,Stock Price (Rs),
AADHARHFC,Mar 2018,Stock Price (Rs),
AADHARHFC,Mar 2019,Stock Price (Rs),
AADHARHFC,Mar 2020,Stock Price (Rs),
AADHARHFC,Mar 2021,Stock Price (Rs),
AADHARHFC,Mar 2022,Stock Price (Rs),
AADHARHFC,Mar 2023,Stock Price (Rs),
AADHARHFC,Mar 2024,Stock Price (Rs),
AADHARHFC,Mar 2025,Stock Price (Rs),424.85
AADHARHFC,Mar 2026,Stock Price (Rs),448.85
AADHARHFC,Mar 2015,EPS in Rs,
AADHARHFC,Mar 2016,EPS in Rs,
AADHARHFC,Mar 2017,EPS in Rs,
AADHARHFC,Mar 2018,EPS in Rs,
AADHARHFC,Mar 2019,EPS in Rs,64.37
AADHARHFC,Mar 2020,EPS in Rs,47.99
AADHARHFC,Mar 2021,EPS in Rs,8.62
AADHARHFC,Mar 2022,EPS in Rs,11.27
AADHARHFC,Mar 2023,EPS in Rs,13.8
AADHARHFC,Mar 2024,EPS in Rs,18.99
AADHARHFC,Mar 2025,EPS in Rs,21.14
AADHARHFC,Mar 2026,EPS in Rs,25.15
AADHARHFC,Mar 2015,Equity Capital (Rs Cr),
AADHARHFC,Mar 2016,Equity Capital (Rs Cr),
AADHARHFC,Mar 2017,Equity Capital (Rs Cr),
AADHARHFC,Mar 2018,Equity Capital (Rs Cr),
AADHARHFC,Mar 2019,Equity Capital (Rs Cr),25.0
AADHARHFC,Mar 2020,Equity Capital (Rs Cr),39.0
AADHARHFC,Mar 2021,Equity Capital (Rs Cr),395.0
AADHARHFC,Mar 2022,Equity Capital (Rs Cr),395.0
AADHARHFC,Mar 2023,Equity Capital (Rs Cr),395.0
AADHARHFC,Mar 2024,Equity Capital (Rs Cr),395.0
AADHARHFC,Mar 2025,Equity Capital (Rs Cr),431.0
AADHARHFC,Mar 2026,Equity Capital (Rs Cr),436.0
AADHARHFC,Mar 2015,Face Value (Rs),10.0
AADHARHFC,Mar 2016,Face Value (Rs),10.0
AADHARHFC,Mar 2017,Face Value (Rs),10.0
AADHARHFC,Mar 2018,Face Value (Rs),10.0
AADHARHFC,Mar 2019,Face Value (Rs),10.0
AADHARHFC,Mar 2020,Face Value (Rs),10.0
AADHARHFC,Mar 2021,Face Value (Rs),10.0
AADHARHFC,Mar 2022,Face Value (Rs),10.0
AADHARHFC,Mar 2023,Face Value (Rs),10.0
AADHARHFC,Mar 2024,Face Value (Rs),10.0
AADHARHFC,Mar 2025,Face Value (Rs),10.0
AADHARHFC,Mar 2026,Face Value (Rs),10.0
AADHARHFC,Mar 2015,Shares Outstanding,
AADHARHFC,Mar 2016,Shares Outstanding,
AADHARHFC,Mar 2017,Shares Outstanding,
AADHARHFC,Mar 2018,Shares Outstanding,
AADHARHFC,Mar 2019,Shares Outstanding,25000000.0
AADHARHFC,Mar 2020,Shares Outstanding,39000000.0
AADHARHFC,Mar 2021,Shares Outstanding,395000000.0
AADHARHFC,Mar 2022,Shares Outstanding,395000000.0
AADHARHFC,Mar 2023,Shares Outstanding,395000000.0
AADHARHFC,Mar 2024,Shares Outstanding,395000000.0
AADHARHFC,Mar 2025,Shares Outstanding,431000000.0
AADHARHFC,Mar 2026,Shares Outstanding,436000000.0
AADHARHFC,Mar 2015,Market Cap (Rs Cr),
AADHARHFC,Mar 2016,Market Cap (Rs Cr),
AADHARHFC,Mar 2017,Market Cap (Rs Cr),
AADHARHFC,Mar 2018,Market Cap (Rs Cr),
AADHARHFC,Mar 2019,Market Cap (Rs Cr),
AADHARHFC,Mar 2020,Market Cap (Rs Cr),
AADHARHFC,Mar 2021,Market Cap (Rs Cr),
AADHARHFC,Mar 2022,Market Cap (Rs Cr),
AADHARHFC,Mar 2023,Market Cap (Rs Cr),
AADHARHFC,Mar 2024,Market Cap (Rs Cr),
AADHARHFC,Mar 2025,Market Cap (Rs Cr),18311.03
AADHARHFC,Mar 2026,Market Cap (Rs Cr),19569.86
AADHARHFC,Mar 2015,P/E ratio,
AADHARHFC,Mar 2016,P/E ratio,
AADHARHFC,Mar 2017,P/E ratio,
AADHARHFC,Mar 2018,P/E ratio,
AADHARHFC,Mar 2019,P/E ratio,
AADHARHFC,Mar 2020,P/E ratio,
AADHARHFC,Mar 2021,P/E ratio,
AADHARHFC,Mar 2022,P/E ratio,
AADHARHFC,Mar 2023,P/E ratio,
AADHARHFC,Mar 2024,P/E ratio,
AADHARHFC,Mar 2025,P/E ratio,20.1
AADHARHFC,Mar 2026,P/E ratio,17.85
AARTIIND,Mar 2015,Stock Price (Rs),85.24
AARTIIND,Mar 2016,Stock Price (Rs),125.25
AARTIIND,Mar 2017,Stock Price (Rs),186.02
AARTIIND,Mar 2018,Stock Price (Rs),278.67
AARTIIND,Mar 2019,Stock Price (Rs),377.92
AARTIIND,Mar 2020,Stock Price (Rs),383.38
AARTIIND,Mar 2021,Stock Price (Rs),658.72
AARTIIND,Mar 2022,Stock Price (Rs),956.65
AARTIIND,Mar 2023,Stock Price (Rs),518.15
AARTIIND,Mar 2024,Stock Price (Rs),665.55
AARTIIND,Mar 2025,Stock Price (Rs),390.75
AARTIIND,Mar 2026,Stock Price (Rs),399.05
AARTIIND,Mar 2015,EPS in Rs,5.81
AARTIIND,Mar 2016,EPS in Rs,7.71
AARTIIND,Mar 2017,EPS in Rs,9.62
AARTIIND,Mar 2018,EPS in Rs,10.24
AARTIIND,Mar 2019,EPS in Rs,14.18
AARTIIND,Mar 2020,EPS in Rs,15.39
AARTIIND,Mar 2021,EPS in Rs,15.02
AARTIIND,Mar 2022,EPS in Rs,32.71
AARTIIND,Mar 2023,EPS in Rs,15.04
AARTIIND,Mar 2024,EPS in Rs,11.49
AARTIIND,Mar 2025,EPS in Rs,9.13
AARTIIND,Mar 2026,EPS in Rs,11.56
AARTIIND,Mar 2015,Equity Capital (Rs Cr),44.0
AARTIIND,Mar 2016,Equity Capital (Rs Cr),42.0
AARTIIND,Mar 2017,Equity Capital (Rs Cr),41.0
AARTIIND,Mar 2018,Equity Capital (Rs Cr),41.0
AARTIIND,Mar 2019,Equity Capital (Rs Cr),43.0
AARTIIND,Mar 2020,Equity Capital (Rs Cr),87.0
AARTIIND,Mar 2021,Equity Capital (Rs Cr),87.0
AARTIIND,Mar 2022,Equity Capital (Rs Cr),181.0
AARTIIND,Mar 2023,Equity Capital (Rs Cr),181.0
AARTIIND,Mar 2024,Equity Capital (Rs Cr),181.0
AARTIIND,Mar 2025,Equity Capital (Rs Cr),181.0
AARTIIND,Mar 2026,Equity Capital (Rs Cr),181.0
AARTIIND,Mar 2015,Face Value (Rs),5.0
AARTIIND,Mar 2016,Face Value (Rs),5.0
AARTIIND,Mar 2017,Face Value (Rs),5.0
AARTIIND,Mar 2018,Face Value (Rs),5.0
AARTIIND,Mar 2019,Face Value (Rs),5.0
AARTIIND,Mar 2020,Face Value (Rs),5.0
AARTIIND,Mar 2021,Face Value (Rs),5.0
AARTIIND,Mar 2022,Face Value (Rs),5.0
AARTIIND,Mar 2023,Face Value (Rs),5.0
AARTIIND,Mar 2024,Face Value (Rs),5.0
AARTIIND,Mar 2025,Face Value (Rs),5.0
AARTIIND,Mar 2026,Face Value (Rs),5.0
