nse_symbol,status
BANKBARODA,ok:FV=2.0:yrs=12:current_mcap=137429.0:current_pe=6.92
BANKINDIA,ok:FV=10.0:yrs=12:current_mcap=62522.0:current_pe=5.91
MAHABANK,ok:FV=10.0:yrs=12:current_mcap=60733.0:current_pe=8.66
BATAINDIA,ok:FV=5.0:yrs=12:current_mcap=8604.0:current_pe=51.9
BAYERCROP,ok:FV=10.0:yrs=12:current_mcap=20074.0:current_pe=408.0
BELRISE,ok:FV=5.0:yrs=1:current_mcap=19396.0:current_pe=38.7
BERGEPAINT,ok:FV=1.0:yrs=12:current_mcap=59268.0:current_pe=50.8
BDL,ok:FV=None:yrs=9:current_mcap=None:current_pe=None
BEL,ok:FV=1.0:yrs=12:current_mcap=298129.0:current_pe=49.2
BHARATFORG,ok:FV=2.0:yrs=12:current_mcap=91018.0:current_pe=77.2
BHEL,ok:FV=2.0:yrs=12:current_mcap=143043.0:current_pe=89.4
BPCL,ok:FV=10.0:yrs=12:current_mcap=127683.0:current_pe=4.88
BHARTIARTL,ok:FV=5.0:yrs=12:current_mcap=1105503.0:current_pe=38.5
BHARTIHEXA,ok:FV=None:yrs=2:current_mcap=None:current_pe=None
BIKAJI,ok:FV=1.0:yrs=4:current_mcap=16692.0:current_pe=63.8
GROWW,ok:FV=2.0:yrs=1:current_mcap=119777.0:current_pe=57.5
BIOCON,ok:FV=5.0:yrs=12:current_mcap=67583.0:current_pe=174.0
BSOFT,ok:FV=2.0:yrs=12:current_mcap=9632.0:current_pe=17.7
BLUEDART,ok:FV=10.0:yrs=12:current_mcap=11229.0:current_pe=40.0
BLUEJET,ok:FV=2.0:yrs=3:current_mcap=7857.0:current_pe=55.8
BLUESTARCO,ok:FV=2.0:yrs=12:current_mcap=32488.0:current_pe=58.4
BBTC,ok:FV=2.0:yrs=12:current_mcap=10560.0:current_pe=8.74
BOSCHLTD,ok:FV=10.0:yrs=12:current_mcap=109921.0:current_pe=46.8
FIRSTCRY,ok:FV=2.0:yrs=2:current_mcap=11628.0:current_pe=None
BRIGADE,ok:FV=10.0:yrs=12:current_mcap=15911.0:current_pe=24.5
BRITANNIA,ok:FV=1.0:yrs=12:current_mcap=123349.0:current_pe=48.7
MAPMYINDIA,ok:FV=2.0:yrs=5:current_mcap=4526.0:current_pe=33.7
CCL,ok:FV=2.0:yrs=12:current_mcap=14279.0:current_pe=36.8
CESC,ok:FV=1.0:yrs=12:current_mcap=23726.0:current_pe=15.4
CGPOWER,ok:FV=2.0:yrs=12:current_mcap=142911.0:current_pe=116.0
CIEINDIA,ok:FV=10.0:yrs=12:current_mcap=16893.0:current_pe=19.5
CRISIL,ok:FV=1.0:yrs=12:current_mcap=28019.0:current_pe=33.4
CAMS,ok:FV=2.0:yrs=6:current_mcap=19156.0:current_pe=40.2
CANFINHOME,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
CANBK,ok:FV=2.0:yrs=12:current_mcap=117047.0:current_pe=6.53
CANHLIFE,ok:FV=None:yrs=1:current_mcap=None:current_pe=None
CAPLIPOINT,ok:FV=2.0:yrs=12:current_mcap=15131.0:current_pe=23.6
CGCL,ok:FV=1.0:yrs=12:current_mcap=19176.0:current_pe=20.2
CARBORUNIV,ok:FV=1.0:yrs=12:current_mcap=19504.0:current_pe=76.2
CARTRADE,ok:FV=10.0:yrs=5:current_mcap=8610.0:current_pe=37.8
CASTROLIND,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
CEATLTD,ok:FV=10.0:yrs=12:current_mcap=13032.0:current_pe=17.4
CEMPRO,ok:FV=1.0:yrs=12:current_mcap=17907.0:current_pe=30.0
CENTRALBK,ok:FV=10.0:yrs=12:current_mcap=26801.0:current_pe=6.0
CDSL,ok:FV=10.0:yrs=9:current_mcap=25640.0:current_pe=56.2
CHALET,ok:FV=10.0:yrs=8:current_mcap=17143.0:current_pe=26.5
CHAMBLFERT,ok:FV=10.0:yrs=12:current_mcap=18805.0:current_pe=9.63
CHENNPETRO,ok:FV=10.0:yrs=12:current_mcap=17000.0:current_pe=5.48
CHOICEIN,ok:FV=10.0:yrs=4:current_mcap=14761.0:current_pe=67.8
CHOLAHLDNG,ok:FV=1.0:yrs=12:current_mcap=27774.0:current_pe=11.4
CHOLAFIN,ok:FV=2.0:yrs=12:current_mcap=126472.0:current_pe=24.2
CIPLA,ok:FV=2.0:yrs=12:current_mcap=111376.0:current_pe=27.3
CUB,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
CLEAN,ok:FV=1.0:yrs=5:current_mcap=8329.0:current_pe=36.3
COALINDIA,ok:FV=10.0:yrs=12:current_mcap=291035.0:current_pe=9.36
COCHINSHIP,ok:FV=5.0:yrs=9:current_mcap=38604.0:current_pe=53.9
COFORGE,ok:FV=2.0:yrs=12:current_mcap=65341.0:current_pe=39.8
COHANCE,ok:FV=1.0:yrs=7:current_mcap=16408.0:current_pe=83.2
COLPAL,ok:FV=1.0:yrs=12:current_mcap=54362.0:current_pe=126.0
CONCORDBIO,ok:FV=1.0:yrs=3:current_mcap=12208.0:current_pe=46.4
CONCOR,ok:FV=5.0:yrs=12:current_mcap=34959.0:current_pe=28.2
COROMANDEL,ok:FV=1.0:yrs=12:current_mcap=51906.0:current_pe=25.9
CRAFTSMAN,ok:FV=5.0:yrs=6:current_mcap=21482.0:current_pe=54.6
CREDITACC,ok:FV=10.0:yrs=8:current_mcap=21052.0:current_pe=27.1
CROMPTON,ok:FV=2.0:yrs=10:current_mcap=17611.0:current_pe=52.5
CUMMINSIND,ok:FV=2.0:yrs=12:current_mcap=158265.0:current_pe=65.3
CYIENT,ok:FV=5.0:yrs=12:current_mcap=10290.0:current_pe=21.5
DCMSHRIRAM,ok:FV=2.0:yrs=12:current_mcap=16110.0:current_pe=18.5
DLF,ok:FV=2.0:yrs=12:current_mcap=146438.0:current_pe=34.6
DOMS,ok:FV=10.0:yrs=3:current_mcap=13227.0:current_pe=57.5
DABUR,ok:FV=1.0:yrs=12:current_mcap=75473.0:current_pe=39.6
DALBHARAT,ok:FV=2.0:yrs=8:current_mcap=32849.0:current_pe=28.3
DATAPATTNS,ok:FV=None:yrs=5:current_mcap=None:current_pe=None
DEEPAKFERT,ok:FV=10.0:yrs=12:current_mcap=17736.0:current_pe=24.1
DEEPAKNTR,ok:FV=2.0:yrs=12:current_mcap=23003.0:current_pe=41.1
DELHIVERY,ok:FV=1.0:yrs=4:current_mcap=32775.0:current_pe=184.0
DEVYANI,ok:FV=1.0:yrs=5:current_mcap=13784.0:current_pe=None
DIVISLAB,ok:FV=2.0:yrs=12:current_mcap=173476.0:current_pe=66.1
DIXON,ok:FV=2.0:yrs=9:current_mcap=70861.0:current_pe=49.3
LALPATHLAB,ok:FV=10.0:yrs=11:current_mcap=26129.0:current_pe=49.5
DRREDDY,ok:FV=1.0:yrs=12:current_mcap=106430.0:current_pe=25.4
EIDPARRY,ok:FV=1.0:yrs=12:current_mcap=13435.0:current_pe=19.4
EIHOTEL,ok:FV=2.0:yrs=12:current_mcap=18132.0:current_pe=25.3
EICHERMOT,ok:FV=1.0:yrs=12:current_mcap=195930.0:current_pe=35.2
ELECON,ok:FV=1.0:yrs=12:current_mcap=11429.0:current_pe=32.0
ELGIEQUIP,ok:FV=1.0:yrs=12:current_mcap=18693.0:current_pe=42.4
EMAMILTD,ok:FV=1.0:yrs=12:current_mcap=17078.0:current_pe=21.8
EMCURE,ok:FV=10.0:yrs=2:current_mcap=32320.0:current_pe=34.2
EMMVEE,ok:FV=2.0:yrs=1:current_mcap=21500.0:current_pe=19.9
ENDURANCE,ok:FV=10.0:yrs=10:current_mcap=37609.0:current_pe=38.9
ENGINERSIN,ok:FV=5.0:yrs=12:current_mcap=12764.0:current_pe=18.5
ERIS,ok:FV=1.0:yrs=9:current_mcap=18861.0:current_pe=29.8
ESCORTS,ok:FV=10.0:yrs=12:current_mcap=30761.0:current_pe=22.8
ETERNAL,ok:FV=1.0:yrs=5:current_mcap=242031.0:current_pe=661.0
EXIDEIND,ok:FV=1.0:yrs=12:current_mcap=34553.0:current_pe=40.1
FACT,ok:FV=10.0:yrs=12:current_mcap=56324.0:current_pe=3803.0
NYKAA,ok:FV=1.0:yrs=5:current_mcap=77287.0:current_pe=369.0
FEDERALBNK,ok:FV=2.0:yrs=12:current_mcap=72337.0:current_pe=16.6
FINCABLES,ok:FV=2.0:yrs=12:current_mcap=15338.0:current_pe=21.5
FSL,ok:FV=10.0:yrs=12:current_mcap=19086.0:current_pe=25.4
FIVESTAR,ok:FV=1.0:yrs=4:current_mcap=12967.0:current_pe=82.8
FORCEMOT,ok:FV=10.0:yrs=7:current_mcap=23482.0:current_pe=22.2
FORTIS,ok:FV=10.0:yrs=12:current_mcap=70192.0:current_pe=66.3
GAIL,ok:FV=10.0:yrs=12:current_mcap=108404.0:current_pe=14.3
GVT&D,ok:FV=2.0:yrs=12:current_mcap=122427.0:current_pe=656.0
GMRAIRPORT,ok:FV=1.0:yrs=12:current_mcap=103626.0:current_pe=498.0
GABRIEL,ok:FV=1.0:yrs=12:current_mcap=15486.0:current_pe=59.0
GALLANTT,ok:FV=10.0:yrs=12:current_mcap=16094.0:current_pe=33.2
GRSE,ok:FV=None:yrs=8:current_mcap=None:current_pe=None
GICRE,ok:FV=5.0:yrs=9:current_mcap=66264.0:current_pe=6.86
GILLETTE,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
GLAND,ok:FV=1.0:yrs=6:current_mcap=37513.0:current_pe=35.9
GLAXO,ok:FV=10.0:yrs=12:current_mcap=37092.0:current_pe=36.3
GLENMARK,ok:FV=1.0:yrs=12:current_mcap=61650.0:current_pe=20.9
MEDANTA,ok:FV=2.0:yrs=4:current_mcap=32243.0:current_pe=57.9
GODIGIT,ok:FV=None:yrs=2:current_mcap=None:current_pe=None
GPIL,ok:FV=1.0:yrs=12:current_mcap=19291.0:current_pe=23.7
GODFRYPHLP,ok:FV=2.0:yrs=12:current_mcap=35488.0:current_pe=23.3
GODREJCP,ok:FV=1.0:yrs=12:current_mcap=102217.0:current_pe=50.4
GODREJIND,ok:FV=1.0:yrs=12:current_mcap=35701.0:current_pe=28.2
GODREJPROP,ok:FV=5.0:yrs=12:current_mcap=51809.0:current_pe=27.8
GRANULES,ok:FV=1.0:yrs=12:current_mcap=19256.0:current_pe=32.0
GRAPHITE,ok:FV=2.0:yrs=12:current_mcap=14121.0:current_pe=77.8
GRASIM,ok:FV=2.0:yrs=12:current_mcap=210952.0:current_pe=41.6
GRAVITA,ok:FV=2.0:yrs=12:current_mcap=11994.0:current_pe=31.7
GESHIP,ok:FV=10.0:yrs=12:current_mcap=21677.0:current_pe=7.37
FLUOROCHEM,ok:FV=1.0:yrs=7:current_mcap=40112.0:current_pe=68.2
GMDCLTD,ok:FV=2.0:yrs=12:current_mcap=21258.0:current_pe=37.8
HEG,ok:FV=2.0:yrs=12:current_mcap=10620.0:current_pe=31.4
HBLENGINE,ok:FV=1.0:yrs=12:current_mcap=22246.0:current_pe=26.6
HCLTECH,ok:FV=2.0:yrs=12:current_mcap=337472.0:current_pe=19.4
HDBFS,ok:FV=10.0:yrs=1:current_mcap=53852.0:current_pe=24.8
HDFCAMC,ok:FV=5.0:yrs=8:current_mcap=110821.0:current_pe=38.8
HDFCBANK,ok:FV=1.0:yrs=12:current_mcap=1152207.0:current_pe=15.2
HDFCLIFE,ok:FV=10.0:yrs=9:current_mcap=125161.0:current_pe=65.4
HAVELLS,ok:FV=1.0:yrs=12:current_mcap=73649.0:current_pe=43.6
HEROMOTOCO,ok:FV=2.0:yrs=12:current_mcap=97523.0:current_pe=16.7
HEXT,ok:FV=1.0:yrs=2:current_mcap=33601.0:current_pe=22.9
HFCL,ok:FV=1.0:yrs=12:current_mcap=29085.0:current_pe=93.3
HSCL,ok:FV=1.0:yrs=12:current_mcap=30656.0:current_pe=40.9
HINDALCO,ok:FV=1.0:yrs=12:current_mcap=257656.0:current_pe=14.7
HAL,ok:FV=5.0:yrs=8:current_mcap=285994.0:current_pe=31.4
HINDCOPPER,ok:FV=5.0:yrs=12:current_mcap=52838.0:current_pe=53.5
HINDPETRO,ok:FV=10.0:yrs=12:current_mcap=81634.0:current_pe=4.52
HINDUNILVR,ok:FV=1.0:yrs=12:current_mcap=491733.0:current_pe=45.0
HINDZINC,ok:FV=2.0:yrs=12:current_mcap=264146.0:current_pe=19.1
POWERINDIA,ok:FV=None:yrs=7:current_mcap=None:current_pe=None
HOMEFIRST,ok:FV=None:yrs=6:current_mcap=None:current_pe=None
HONASA,ok:FV=10.0:yrs=3:current_mcap=13234.0:current_pe=65.0
HONAUT,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
HUDCO,ok:FV=10.0:yrs=9:current_mcap=40663.0:current_pe=10.1
HYUNDAI,ok:FV=10.0:yrs=2:current_mcap=151995.0:current_pe=28.0
IRCTC,ok:FV=2.0:yrs=7:current_mcap=41352.0:current_pe=29.9
IRFC,ok:FV=None:yrs=6:current_mcap=None:current_pe=None
ICICIAMC,ok:FV=1.0:yrs=1:current_mcap=164180.0:current_pe=55.8
ICICIBANK,ok:FV=2.0:yrs=12:current_mcap=879651.0:current_pe=16.2
ICICIGI,ok:FV=None:yrs=9:current_mcap=None:current_pe=None
ICICIPRULI,ok:FV=10.0:yrs=10:current_mcap=69988.0:current_pe=43.5
IDBI,ok:FV=10.0:yrs=12:current_mcap=78806.0:current_pe=8.56
IDFCFIRSTB,ok:FV=10.0:yrs=11:current_mcap=61689.0:current_pe=38.3
IFCI,ok:FV=10.0:yrs=12:current_mcap=19293.0:current_pe=105.0
IIFL,ok:FV=2.0:yrs=12:current_mcap=20392.0:current_pe=12.3
IRB,ok:FV=1.0:yrs=12:current_mcap=26112.0:current_pe=29.7
IRCON,ok:FV=2.0:yrs=8:current_mcap=12784.0:current_pe=21.5
ITCHOTELS,ok:FV=1.0:yrs=2:current_mcap=31817.0:current_pe=36.4
ITC,ok:FV=1.0:yrs=12:current_mcap=354770.0:current_pe=17.0
ITI,ok:FV=10.0:yrs=12:current_mcap=28548.0:current_pe=None
INDGN,ok:FV=2.0:yrs=2:current_mcap=12495.0:current_pe=30.1
INDIACEM,ok:FV=10.0:yrs=12:current_mcap=11899.0:current_pe=149.0
INDIAMART,ok:FV=10.0:yrs=7:current_mcap=11846.0:current_pe=25.0
INDIANB,ok:FV=10.0:yrs=12:current_mcap=111233.0:current_pe=9.5
IEX,ok:FV=1.0:yrs=9:current_mcap=11172.0:current_pe=22.7
INDHOTEL,ok:FV=1.0:yrs=12:current_mcap=94225.0:current_pe=49.8
IOC,ok:FV=10.0:yrs=12:current_mcap=195975.0:current_pe=4.66
IOB,ok:FV=10.0:yrs=12:current_mcap=63450.0:current_pe=11.7
IREDA,ok:FV=10.0:yrs=3:current_mcap=35101.0:current_pe=18.7
IGL,ok:FV=2.0:yrs=12:current_mcap=22516.0:current_pe=14.5
INDUSTOWER,ok:FV=10.0:yrs=12:current_mcap=113309.0:current_pe=15.9
INDUSINDBK,ok:FV=10.0:yrs=12:current_mcap=71135.0:current_pe=80.0
NAUKRI,ok:FV=2.0:yrs=12:current_mcap=65863.0:current_pe=46.3
INFY,ok:FV=5.0:yrs=12:current_mcap=515510.0:current_pe=17.1
INOXWIND,ok:FV=10.0:yrs=11:current_mcap=14569.0:current_pe=36.0
INTELLECT,ok:FV=5.0:yrs=12:current_mcap=10485.0:current_pe=28.5
INDIGO,ok:FV=10.0:yrs=11:current_mcap=172743.0:current_pe=None
IGIL,ok:FV=2.0:yrs=2:current_mcap=15683.0:current_pe=27.5
IKS,ok:FV=1.0:yrs=2:current_mcap=28718.0:current_pe=39.8
IPCALAB,ok:FV=1.0:yrs=12:current_mcap=38132.0:current_pe=31.7
JBCHEPHARM,ok:FV=1.0:yrs=12:current_mcap=34187.0:current_pe=47.6
JKCEMENT,ok:FV=10.0:yrs=12:current_mcap=39373.0:current_pe=38.4
JBMA,ok:FV=1.0:yrs=12:current_mcap=15304.0:current_pe=68.2
JKTYRE,ok:FV=2.0:yrs=12:current_mcap=11196.0:current_pe=12.7
JMFINANCIL,ok:FV=1.0:yrs=12:current_mcap=12343.0:current_pe=10.1
JPPOWER,ok:FV=10.0:yrs=12:current_mcap=13022.0:current_pe=28.9
JSWCEMENT,ok:FV=10.0:yrs=1:current_mcap=17752.0:current_pe=27.2
JSWDULUX,ok:FV=10.0:yrs=12:current_mcap=14210.0:current_pe=32.8
JSWENERGY,ok:FV=10.0:yrs=12:current_mcap=108021.0:current_pe=47.3
JSWINFRA,ok:FV=2.0:yrs=3:current_mcap=58141.0:current_pe=36.6
JSWSTEEL,ok:FV=1.0:yrs=12:current_mcap=320661.0:current_pe=35.2
JAINREC,ok:FV=2.0:yrs=1:current_mcap=12623.0:current_pe=35.8
J&KBANK,ok:FV=1.0:yrs=12:current_mcap=15647.0:current_pe=6.63
JINDALSAW,ok:FV=1.0:yrs=12:current_mcap=15415.0:current_pe=15.7
JSL,ok:FV=2.0:yrs=12:current_mcap=56604.0:current_pe=17.5
JINDALSTEL,ok:FV=1.0:yrs=12:current_mcap=122768.0:current_pe=30.5
JIOFIN,ok:FV=10.0:yrs=3:current_mcap=156950.0:current_pe=102.0
JUBLFOOD,ok:FV=2.0:yrs=12:current_mcap=28396.0:current_pe=68.3
JUBLINGREA,ok:FV=1.0:yrs=6:current_mcap=10157.0:current_pe=35.3
JUBLPHARMA,ok:FV=1.0:yrs=12:current_mcap=15471.0:current_pe=35.4
JWL,ok:FV=10.0:yrs=12:current_mcap=12144.0:current_pe=66.3
JYOTICNC,ok:FV=2.0:yrs=3:current_mcap=13644.0:current_pe=40.6
KPRMILL,ok:FV=1.0:yrs=12:current_mcap=34175.0:current_pe=39.4
KEI,ok:FV=2.0:yrs=12:current_mcap=50333.0:current_pe=54.8
KFINTECH,ok:FV=10.0:yrs=4:current_mcap=14833.0:current_pe=42.0
KPITTECH,ok:FV=10.0:yrs=7:current_mcap=22194.0:current_pe=32.8
KAJARIACER,ok:FV=1.0:yrs=12:current_mcap=17785.0:current_pe=34.2
KPIL,ok:FV=2.0:yrs=12:current_mcap=22094.0:current_pe=21.8
KALYANKJIL,ok:FV=10.0:yrs=6:current_mcap=36434.0:current_pe=26.4
KARURVYSYA,ok:FV=None:yrs=12:current_mcap=None:current_pe=None
KAYNES,ok:FV=10.0:yrs=4:current_mcap=21245.0:current_pe=58.1
KEC,ok:FV=2.0:yrs=12:current_mcap=13286.0:current_pe=20.4
KIRLOSENG,ok:FV=2.0:yrs=12:current_mcap=27033.0:current_pe=45.6
KOTAKBANK,ok:FV=1.0:yrs=12:current_mcap=377222.0:current_pe=19.8
KIMS,ok:FV=2.0:yrs=5:current_mcap=29878.0:current_pe=120.0
LTFOODS,ok:FV=1.0:yrs=12:current_mcap=13598.0:current_pe=21.7
LTF,ok:FV=10.0:yrs=12:current_mcap=67862.0:current_pe=22.6
LTTS,ok:FV=2.0:yrs=10:current_mcap=37232.0:current_pe=27.6
LGEINDIA,ok:FV=None:yrs=1:current_mcap=None:current_pe=None
LICHSGFIN,ok:FV=2.0:yrs=12:current_mcap=29415.0:current_pe=5.25
LTM,ok:FV=1.0:yrs=10:current_mcap=128689.0:current_pe=23.8
LT,ok:FV=2.0:yrs=12:current_mcap=550615.0:current_pe=33.6
LATENTVIEW,ok:FV=1.0:yrs=5:current_mcap=6734.0:current_pe=34.0
LAURUSLABS,ok:FV=2.0:yrs=10:current_mcap=74641.0:current_pe=84.0
THELEELA,ok:FV=10.0:yrs=1:current_mcap=13707.0:current_pe=33.6
LEMONTREE,ok:FV=10.0:yrs=8:current_mcap=8799.0:current_pe=35.5
LENSKART,ok:FV=2.0:yrs=1:current_mcap=90988.0:current_pe=181.0
LICI,ok:FV=10.0:yrs=4:current_mcap=507073.0:current_pe=8.83
LINDEINDIA,ok:FV=10.0:yrs=12:current_mcap=59178.0:current_pe=108.0
LLOYDSME,ok:FV=1.0:yrs=3:current_mcap=102636.0:current_pe=27.6
LODHA,ok:FV=10.0:yrs=5:current_mcap=90143.0:current_pe=26.3
LUPIN,ok:FV=2.0:yrs=12:current_mcap=103001.0:current_pe=17.9
MMTC,ok:FV=1.0:yrs=12:current_mcap=9714.0:current_pe=97.1
MRF,ok:FV=10.0:yrs=12:current_mcap=52892.0:current_pe=21.4
MGL,ok:FV=10.0:yrs=10:current_mcap=10820.0:current_pe=12.9
M&MFIN,ok:FV=2.0:yrs=12:current_mcap=40914.0:current_pe=13.8
M&M,ok:FV=5.0:yrs=12:current_mcap=372722.0:current_pe=21.1
MANAPPURAM,ok:FV=2.0:yrs=12:current_mcap=29448.0:current_pe=29.4
MRPL,ok:FV=10.0:yrs=12:current_mcap=25779.0:current_pe=13.4
MANKIND,ok:FV=1.0:yrs=3:current_mcap=94922.0:current_pe=47.2
MARICO,ok:FV=1.0:yrs=12:current_mcap=105209.0:current_pe=59.7
MARUTI,ok:FV=5.0:yrs=12:current_mcap=409534.0:current_pe=27.9
MFSL,ok:FV=2.0:yrs=12:current_mcap=55024.0:current_pe=662.0
MAXHEALTH,ok:FV=10.0:yrs=6:current_mcap=92322.0:current_pe=62.2
MAZDOCK,ok:FV=5.0:yrs=6:current_mcap=98663.0:current_pe=38.2
MEESHO,ok:FV=1.0:yrs=1:current_mcap=81407.0:current_pe=None
MINDACORP,ok:FV=2.0:yrs=12:current_mcap=15065.0:current_pe=41.7
MSUMI,ok:FV=None:yrs=5:current_mcap=None:current_pe=None
MOTILALOFS,ok:FV=1.0:yrs=12:current_mcap=52131.0:current_pe=27.9
MPHASIS,ok:FV=10.0:yrs=12:current_mcap=45538.0:current_pe=24.1
MCX,ok:FV=2.0:yrs=12:current_mcap=73413.0:current_pe=55.1
MUTHOOTFIN,ok:FV=10.0:yrs=12:current_mcap=130939.0:current_pe=12.4
NATCOPHARM,ok:FV=2.0:yrs=12:current_mcap=16826.0:current_pe=11.9
NBCC,ok:FV=1.0:yrs=12:current_mcap=28123.0:current_pe=42.5
