rank,nse_symbol,company_name,industry,market_cap_rs_cr,current_price_rs,stock_pe,as_of,series,isin
466,MGL,Mahanagar Gas Ltd.,ENERGY,10643.0,1078.0,12.6,Live (2026-06-04),EQ,INE002S01010
467,SBFC,SBFC Finance,,10523.0,95.1,30.4,Live (2026-06-04),EQ,
468,HEG,H.E.G. Ltd.,INDUSTRIAL MANUFACTURING,10512.0,545.0,31.1,Live (2026-06-04),EQ,INE545A01016
469,MMTC,MMTC Ltd.,SERVICES,10431.0,69.5,104.0,Live (2026-06-04),EQ,INE123F01029
470,ACE,Action Const.Eq.,,10414.0,874.0,25.1,Live (2026-06-04),EQ,
471,BBTC,Bombay Burmah Trading Corporation Ltd.,CONSUMER GOODS,10412.0,1492.0,8.61,Live (2026-06-04),EQ,INE050A01025
472,AAVAS,Aavas Financiers Ltd.,FINANCIAL SERVICES,10348.0,1305.0,21.1,Live (2026-06-04),EQ,INE216P01012
473,INTELLECT,Intellect Design Arena Ltd.,IT,10324.0,737.0,28.0,Live (2026-06-04),EQ,INE306R01017
474,WHIRLPOOL,Whirlpool of India Ltd.,CONSUMER GOODS,10301.0,812.0,32.8,Live (2026-06-04),EQ,INE716A01013
475,RAILTEL,Railtel Corpn.,,10281.0,320.0,54.8,Live (2026-06-04),EQ,
476,RKFORGE,Ramkrishna Forgings Ltd.,INDUSTRIAL MANUFACTURING,10202.0,561.0,126.0,Live (2026-06-04),EQ,INE399G01015
477,SWANCORP,Swan Corp,,10183.0,325.0,37.2,Live (2026-06-04),EQ,
478,TEJASNET,Tejas Networks,,10182.0,572.0,,Live (2026-06-04),EQ,
479,JUBLINGREA,Jubilant Ingrev.,,10074.0,632.0,35.0,Live (2026-06-04),EQ,
480,CYIENT,Cyient Ltd.,IT,9985.0,898.0,20.9,Live (2026-06-04),EQ,INE136B01020
481,TARIL,T R I L,,9719.0,324.0,36.8,Live (2026-06-04),EQ,
482,RITES,RITES Ltd.,CONSTRUCTION,9682.0,201.0,23.6,Live (2026-06-04),EQ,INE320J01015
483,PVRINOX,PVR Inox,,9640.0,982.0,40.7,Live (2026-06-04),EQ,
484,CARTRADE,Cartrade Tech,,9394.0,1960.0,41.2,Live (2026-06-04),EQ,
485,NCC,NCC Ltd.,CONSTRUCTION,9386.0,150.0,13.4,Live (2026-06-04),EQ,INE868B01028
486,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,9288.0,96.7,33.3,Live (2026-06-04),EQ,INE256A01028
487,BSOFT,Birlasoft Ltd,,9084.0,325.0,16.7,Live (2026-06-04),EQ,
488,SAREGAMA,Saregama India,,8936.0,463.0,41.9,Live (2026-06-04),EQ,
489,LEMONTREE,Lemon Tree Hotels Ltd.,SERVICES,8877.0,112.0,35.8,Live (2026-06-04),EQ,INE970X01018
490,TTML,Tata Tele. Mah.,,8674.0,44.4,,Live (2026-06-04),EQ,
491,BATAINDIA,Bata India Ltd.,CONSUMER GOODS,8664.0,674.0,52.3,Live (2026-06-04),EQ,INE176A01028
492,CLEAN,Clean Science,,8552.0,805.0,37.2,Live (2026-06-04),EQ,
493,RHIM,RHI Magnesita,,8155.0,395.0,74.0,Live (2026-06-04),EQ,
494,BLUEJET,Blue Jet Health,,7875.0,454.0,55.9,Live (2026-06-04),EQ,
495,ABFRL,Aditya Birla Fashion and Retail Ltd.,CONSUMER GOODS,7467.0,61.2,,Live (2026-06-04),EQ,INE647O01011
496,SONATSOFTW,Sonata Software Ltd.,IT,7447.0,266.0,14.7,Live (2026-06-04),EQ,INE269A01021
497,NEWGEN,Newgen Software,,7081.0,497.0,21.3,Live (2026-06-04),EQ,
498,LATENTVIEW,Latent View,,6416.0,310.0,32.4,Live (2026-06-04),EQ,
499,SAPPHIRE,Sapphire Foods,,5960.0,185.0,,Live (2026-06-04),EQ,
500,MAPMYINDIA,C.E. Info System,,4542.0,829.0,33.8,Live (2026-06-04),EQ,
