rank,symbol,asof_month_traded_value
296,BAJAJHIND,705819196.55
297,ALSTOMT&D,692818103.55
298,JMFINANCIL,689380208.4
299,WABAG,680331119.95
300,CORPBANK,674498064.5
301,BALRAMCHIN,672499385.55
302,VTL,654992696.5
303,KESORAMIND,653064557.0
304,MANAPPURAM,648750827.85
305,SKFINDIA,635153781.1
306,CCL,626788907.65
307,SREINFRA,624957850.55
308,BAYERCROP,619105411.25
309,PVR,618322534.5
310,ORCHIDCHEM,610323825.65
311,NATCOPHARM,606613242.15
312,GSFC,604513261.1
313,ECLERX,602231839.05
314,GSPL,594529041.7
315,DCMSHRIRAM,590455268.15
316,CMAHENDRA,587410849.45
317,JAGRAN,586742771.6
318,JPINFRATEC,583686674.7
319,RSSOFTWARE,579266611.75
320,PIPAVAVDOC,575892049.5
321,GITANJALI,569294476.8
322,DHANUKA,560955397.05
323,RELMEDIA,560404630.6
324,DALMIABHA,557045261.6
325,SUVEN,555743445.1
326,ACCELYA,545711967.0
327,SWANENERGY,544300414.35
328,SANOFI,541229126.9
329,GULFOILCOR,535223960.75
330,RASOYPR,521191301.2
331,CUB,515471943.1
332,OPTOCIRCUI,515354910.25
333,KSBPUMPS,513494428.75
334,LITL,509891375.7
335,THINKSOFT,507937724.8
336,DHANBANK,504006023.2
337,NBCC,503598351.3
338,SUPREMEIND,500394604.4
339,PHOENIXLTD,497049075.25
340,JINDALSAW,496429629.2
341,BAJAJFINSV,493721541.85
342,SUNDARMFIN,491751527.3
343,PCJEWELLER,486345705.05
344,SCI,485040528.8
345,BBL,479944640.9
346,NIFTYBEES,474924203.67
347,TI,470407359.65
348,WHIRLPOOL,468601824.65
349,DBREALTY,468154117.65
350,TVTODAY,467343357.75
351,FINPIPE,465815189.2
352,PATELENG,464963923.6
353,KEC,461411012.4
354,HINDOILEXP,461252517.65
355,MPSLTD,459656368.15
356,CENTRALBK,459049364.3
357,TCI,457647732.2
358,INFOTECENT,454529762.95
359,CRISIL,447947228.9
360,DREDGECORP,446773446.05
361,AIL,444511105.5
362,GMBREW,440661770.1
363,SBBJ,439076375.9
364,SHARONBIO,435800068.4
365,MAYURUNIQ,434995582.2
366,ALOKTEXT,433711144.3
367,ELDERPHARM,433199450.6
368,TALWALKARS,432447005.35
369,MAHINDUGIN,430995874.0
370,BLUESTARCO,430604877.3
371,FORTIS,427515462.1
372,BHUSANSTL,427511198.95
373,OMKARCHEM,423388883.2
374,WYETH,422384895.95
375,SBT,421397873.3
376,VIDEOIND,417611982.85
377,PAPERPROD,416110449.25
378,GRUH,413167163.7
379,FAGBEARING,412478255.9
380,WELSPUNIND,410864187.85
381,TREEHOUSE,406432201.85
382,IL&FSTRANS,404573767.05
383,KSERASERA,401518788.85
384,PENINLAND,399387540.3
385,JBCHEPHARM,396241263.1
386,GREAVESCOT,393890214.75
387,SEINV,393298800.4
388,MOIL,389234168.1
389,BRFL,386911182.85
390,GICHSGFIN,385665409.05
391,FDC,385055943.15
392,UNITEDBNK,375620044.0
393,BLUEDART,372070421.05
394,CHOLAFIN,371153575.85
395,VGUARD,370887180.15
396,UNICHEMLAB,368266264.1
397,SEAMECLTD,364618964.95
398,SADBHAV,363148650.65
399,VIJAYABANK,362502740.45
400,HATHWAY,361302958.95
401,KALPATPOWR,360704620.0
402,INOXLEISUR,360179479.15
403,LAXMIMACH,356778239.35
404,EIDPARRY,354649199.4
405,RELIGARE,354633406.0
406,JKCEMENT,353556185.2
407,VOLTAMP,353554485.5
408,RATNAMANI,353282877.0
409,INDOCO,352651169.75
410,PRISMCEM,349194964.1
411,KAJARIACER,347353096.9
412,AARTIIND,346167103.1
413,NIITLTD,342720041.75
414,AUTOIND,341715937.4
415,WELCORP,334345504.05
416,ASHAPURMIN,333604900.8
417,GUJRATGAS,333175816.45
418,NATIONALUM,330124230.9
419,VAKRANGEE,329526045.0
420,APTECHT,328726592.8
421,SHASUNPHAR,327921224.75
422,ASTRAL,320793449.85
423,MERCATOR,313926787.3
424,KWALITY,312050204.65
425,ADVANTA,311808448.65
426,ORISSAMINE,309638205.35
427,SASKEN,309424241.45
428,THOMASCOOK,307588643.8
429,SBIGETS,306322841.3
430,TBZ,306027579.35
431,ONMOBILE,304888227.2
432,CHAMBLFERT,301816222.65
433,INGERRAND,297476282.8
434,EIHOTEL,295334291.35
435,BAJAJHLDNG,291354724.75
436,ZYDUSWELL,284277687.35
437,MAHABANK,273667752.95
438,ENIL,273179637.7
439,MTEDUCARE,272413888.65
440,MTNL,263883064.15
441,TRITURBINE,262779164.35
442,TWL,262414087.25
443,SITICABLE,262068386.85
444,SUNDRMFAST,259757973.85
445,MRPL,257994234.0
446,PURVA,257099436.4
447,SONATSOFTW,254590807.1
448,NITINFIRE,251215389.85
449,IBPOW,249386650.85
450,SHOPERSTOP,248910962.05
451,ZENSARTECH,247384328.45
452,REPCOHOME,245974639.6
453,VSTTILLERS,244226245.45
454,LAKSHVILAS,243388675.55
455,USHAMART,243081360.05
456,GABRIEL,241883616.7
457,ATUL,241260310.35
458,SPECIALITY,240279975.6
459,AHMEDFORGE,240199793.75
460,ELECON,236587375.8
461,NAVINFLUOR,236354891.05
462,AEGISCHEM,234546624.7
463,ATFL,233738841.4
464,MAHSCOOTER,233063950.0
465,GALLISPAT,232532515.15
466,AKZOINDIA,231079147.75
467,GLOBUSSPR,230633336.75
468,VAIBHAVGBL,230220245.95
469,KRBL,229170851.9
470,NILKAMAL,228520238.5
471,ARVINDREM,225032637.65
472,MANDHANA,225028347.85
473,TUBEINVEST,223623693.7
474,BAJAJCORP,222283955.9
475,FIEMIND,219919941.35
476,ASTRAMICRO,219322039.1
477,HIKAL,219223244.05
478,INFINITE,218876538.75
479,MERCK,218605705.25
480,EVEREADY,216671609.8
481,GUJNRECOKE,216587213.55
482,KANSAINER,213692655.2
483,INDIAGLYCO,212213701.0
484,WABCOINDIA,211312485.35
485,KSK,209166166.75
486,RCF,207232383.2
487,EDUCOMP,206105801.3
488,SOLARINDS,206082246.55
489,MAHSEAMLES,203491784.2
490,ASHOKA,203046590.75
491,PGHH,202360935.95
492,RAJESHEXPO,202256519.65
493,HERCULES,199428394.05
494,WALCHANNAG,197078268.05
495,NOIDATOLL,196872507.05
496,HITACHIHOM,195299151.4
497,SOTL,194918514.55
498,IBSEC,194572222.8
499,DYNAMATECH,193910714.8
500,RUCHISOYA,192134049.7
501,ATLASCYCLE,191041731.95
502,GILLETTE,190065246.5
503,MAHINDCIE,189565869.9
504,NECLIFE,188855419.9
505,PFS,187992539.1
506,ABCIL,186129215.8
507,IIFL,185657760.0
508,PRAKASH,184880353.75
509,MHRIL,182452524.45
510,CERA,181019472.4
511,SUPRAJIT,179668223.15
512,HMT,178634593.75
513,STRTECH,177774647.5
514,HELIOSMATH,177656087.0
515,SOMANYCERA,177578687.9
516,ORIENTREF,176356521.85
517,VESUVIUS,172590831.1
518,PFOCUS,172586479.55
519,ALEMBICLTD,172488441.95
520,ORIENTCEM,172174338.95
521,UFLEX,171110399.9
522,KALINDEE,170381957.65
523,TIDEWATER,169987951.8
524,CHENNPETRO,168805480.65
525,JYOTISTRUC,168099091.3
526,SUNTECK,165017071.15
527,PGEL,163908640.45
528,BALAJITELE,163175952.15
529,DBCORP,162524027.55
530,UBHOLDINGS,161170678.1
531,ORBITCORP,160628149.6
532,SHRENUJ,158044360.4
533,GOLDSHARE,155310408.8
534,CLNINDIA,155232081.55
535,REIAGROLTD,155017962.85
536,HEIDELBERG,154563785.65
537,SCHNEIDER,153171568.45
538,CENTENKA,152241906.25
539,DCM,152061419.6
540,ICRA,149536760.95
541,IPAPPM,149022209.8
542,ESSELPACK,148897443.3
543,GRAPHITE,148631468.05
544,VSTIND,148111943.7
545,TTKHEALTH,146998192.15
546,HIMATSEIDE,146033821.9
547,STYABS,143654094.4
548,HANUNG,142847224.3
549,NEYVELILIG,142413490.7
550,3IINFOTECH,141848764.55
551,HDFCMFGETF,140195076.2
552,COREEDUTEC,139519974.5
553,SRSLTD,139053408.55
554,TNPL,138309292.4
555,VENUSREM,136146802.95
556,RSWM,136032298.2
557,POLYMED,135973241.75
558,MBECL,135125209.9
559,TTML,134888401.45
560,ADHUNIK,134503935.65
561,KOTAKGOLD,134170802.4
562,RAINBOWPAP,133850700.0
563,VADILALIND,133247640.05
564,UTTAMSTL,132000022.75
565,TINPLATE,131817325.75
566,DCMSRMCONS,129816660.65
567,TEXRAIL,129485741.95
568,PSB,128317589.5
569,NETWORK18,128025502.35
570,SUNILHITEC,127560702.85
571,KFA,127073843.4
572,BALLARPUR,126613744.75
573,MYSOREBANK,125650838.7
574,PARSVNATH,124021805.1
575,GODFRYPHLP,123912338.4
576,ZEEMEDIA,123644748.55
577,MAHLIFE,121677210.4
578,RELGOLD,121298028.6
579,HGS,120779061.4
580,HOTELEELA,119808237.45
581,HERITGFOOD,118483745.6
582,RUPA,118117291.65
583,SHILPAMED,115911023.0
584,BIRLACORPN,114038097.2
585,BSLIMITED,111707131.35
586,GRINDWELL,111443278.7
587,ZANDUREALT,111388926.6
588,BANKBEES,110820264.3
589,LLOYDELENG,109631012.7
590,JINDALPOLY,109026471.95
591,KIRLOSENG,108783389.75
592,AARTIDRUGS,107878039.65
593,INDSWFTLAB,107239160.1
594,HFCL,107071605.65
595,BANCOINDIA,106981863.85
596,SHAKTIPUMP,106954026.3
597,SMLISUZU,106899612.2
598,ZEELEARN,106573668.65
599,PHILIPCARB,106232395.65
600,MANGLMCEM,106211430.4
601,TECHNO,105831709.25
602,SONASTEER,103891585.45
603,SWARAJENG,103722552.0
604,RELAXO,103290690.55
605,LINDEINDIA,102053976.1
606,FLFL,100853259.55
607,HONAUT,100760659.75
608,GTOFFSHORE,99877230.95
609,BRIGADE,98618616.1
610,EDELWEISS,97626053.25
611,KSL,97261304.2
612,ORBTEXP,97065841.9
613,MIRZAINT,96861903.6
614,ASAHIINDIA,93613102.5
615,CASTROLIND,93177945.1
616,ONELIFECAP,92573273.6
617,NDTV,92423746.35
618,JSL,92299724.6
619,ELGIEQUIP,91878575.95
620,DEEPAKFERT,91153396.6
621,ANSALAPI,91094934.4
622,ORIENTPPR,91072730.85
623,ACE,89999399.25
624,JBMA,89654372.7
625,UJAAS,89518659.0
626,SJVN,89302333.65
627,JUNIORBEES,89121326.11
628,NESCO,89091682.6
629,VINATIORGA,87998392.15
630,NAVNETEDUL,87891171.4
631,RUSHIL,87857820.85
632,JAYSREETEA,85706899.2
633,INSECTICID,85512359.7
634,JBFIND,84699077.15
635,VMART,84575299.45
636,TATAMETALI,84444535.3
637,ABBOTINDIA,84086137.95
638,KOHINOOR,83287740.2
639,HIL,82457914.15
640,NAHARSPING,80220438.75
641,FEDDERLOYD,79780126.2
642,FLEXITUFF,79342773.1
643,RSYSTEMS,78979158.75
644,CAPF,78680567.95
645,HARITASEAT,78416473.3
646,ASAHISONG,78217508.75
647,BALMLAWRIE,77887810.9
648,AURIONPRO,77362112.0
649,KKCL,77256337.35
650,HEG,76451806.4
651,PRATIBHA,76429781.05
652,BIL,76303429.25
653,DHAMPURSUG,76149752.25
654,MMFL,75968240.0
655,MUNJALSHOW,75841516.25
656,MBLINFRA,74530045.4
657,EXCELCROP,74431876.65
658,IFBIND,74181414.85
659,KIRIINDUS,73140031.75
660,INDRAMEDCO,72963458.1
661,HINDUJAVEN,72901711.65
662,ZUARI,72545189.9
663,GNFC,72214680.95
664,AJMERA,72160545.6
665,ATULAUTO,71748823.0
666,CANFINHOME,71535906.7
667,SPIC,71288303.85
668,INDIAINFO,71148522.1
669,SIGNETIND,70205485.55
670,PRICOL,69875729.95
671,CARBORUNIV,69632414.9
672,GHCL,69622641.0
673,KPRMILL,69332225.6
674,RML,69258010.65
675,WSTCSTPAPR,69127665.05
676,SKUMARSYNF,69012769.95
677,GOACARBON,68832548.55
678,GEOJITBNPP,68267748.5
679,LAOPALA,68207011.0
680,20MICRONS,67776284.35
681,NDL,67497165.85
682,HUBTOWN,67462124.2
683,ITI,67346242.15
684,NRBBEARING,66707068.55
685,GAYAPROJ,66700863.65
686,LYPSAGEMS,66425723.15
687,DICIND,65867397.05
688,TIL,65730408.35
689,DBSTOCKBRO,63867192.9
690,VENKEYS,63107788.05
691,BFINVEST,61979236.05
692,DIAPOWER,61067902.45
693,APLAPOLLO,61038794.45
694,MOTILALOFS,60942083.9
695,EMCO,60720107.05
696,SURYAROSNI,60503231.1
697,DCW,59398048.9
698,SWELECTES,58987458.85
699,PROZONECSC,58454659.95
700,ARIES,58407249.35
701,MCDHOLDING,57538381.8
702,NFL,57312525.35
703,GRAVITA,56514152.75
704,APARINDS,56420198.35
705,LGBBROSLTD,56389421.55
706,IMFA,56348422.0
707,SHALPAINTS,56023445.3
708,IVC,55578097.35
709,ERAINFRA,55369981.55
710,A2ZMES,55023552.25
711,ELECTCAST,54999798.8
712,ZUARIGLOB,54810536.3
713,RAMCOSYS,54454730.15
714,MAGMA,54438363.35
715,SUMEETINDS,54413770.05
716,EVERONN,53877979.85
717,BBTC,53810948.45
718,TVSSRICHAK,53651795.0
719,EVERESTIND,53343999.6
720,GIPCL,52132416.1
721,KOKUYOCMLN,51948471.9
722,RAIN,51737927.7
723,SAKHTISUG,50786922.05
724,RPGLIFE,50503705.7
725,DOLPHINOFF,49762033.6
726,HMVL,49586508.55
727,DEEPAKNTR,49568194.9
728,MANAKSIA,49425264.95
729,PETRONENGG,49360896.55
730,COMPUAGE,49226843.85
731,GANESHHOUC,48883508.8
732,TAJGVK,48424945.3
733,JKPAPER,47596696.9
734,MANINDS,47426001.95
735,TRIVENI,46770141.8
736,TIRUMALCHM,46590428.9
737,SREEL,46209631.0
738,AUTOAXLES,46061373.35
739,IBIPL,45625580.7
740,PIRGLASS,45524463.4
741,RESPONIND,45479292.45
742,SANWARIA,45246921.45
743,SIMPLEXINF,44769045.4
744,NELCO,44624356.4
745,EASUNREYRL,44472123.6
746,KOPRAN,43953918.1
747,UNITY,43908144.35
748,SANGAMIND,43447826.8
749,GPIL,43242294.8
750,MANGCHEFER,43035912.0
