nse_symbol,status
SUMICHEM,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
SUNPHARMA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
SUNTV,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=4,Other Assets=5"
SUNDARMFIN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Other Liabilities=4,Other Assets=4"
SUPREMEIND,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
SPLPETRO,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
SUZLON,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=4,Other Assets=5"
SWANCORP,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=3,Other Liabilities=4,Other Assets=5"
SWIGGY,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=9,Borrowings=5,Other Liabilities=3,Other Assets=5"
SYNGENE,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
SYRMA,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
TARIL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TBOTEK,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=9,Borrowings=4,Other Liabilities=4,Other Assets=4"
TVSMOTOR,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
TATACAP,"ok:consolidated:headline=10:cols=6;schedules=Fixed Assets=10,Other Liabilities=4,Other Assets=4"
TATACHEM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TATACOMM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
TCS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TATACONSUM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TATAELXSI,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=11,Borrowings=2,Other Liabilities=3,Other Assets=5"
TATAINVEST,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=9,Borrowings=2,Other Liabilities=3,Other Assets=4"
TMCV,"ok:consolidated:headline=10:cols=1;schedules=Fixed Assets=1,Borrowings=3,Other Liabilities=2,Other Assets=5"
TMPV,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TATAPOWER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
TATASTEEL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
TATATECH,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
TTML,"ok:consolidated:headline=10:cols=3;schedules=Fixed Assets=9,Borrowings=1,Other Liabilities=2,Other Assets=5"
TECHM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TECHNOE,"ok:consolidated:headline=10:cols=10;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
TEGA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
TEJASNET,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=3,Other Assets=5"
TENNIND,"ok:consolidated:headline=10:cols=4;schedules=Fixed Assets=11,Borrowings=3,Other Liabilities=4,Other Assets=5"
NIACL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=empty,Other Liabilities=3,Other Assets=3"
RAMCOCEM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
THERMAX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TIMKEN,"ok:consolidated:headline=10:cols=2;schedules=Fixed Assets=1,Borrowings=3,Other Liabilities=2,Other Assets=5"
TITAGARH,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
TITAN,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TORNTPHARM,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TORNTPOWER,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TRAVELFOOD,"ok:consolidated:headline=10:cols=8;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
TRENT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
TRIDENT,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TRITURBINE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
TIINDIA,"ok:consolidated:headline=10:cols=11;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
UCOBANK,"ok:consolidated:headline=11:cols=5;schedules=Fixed Assets=4,Other Liabilities=2,Other Assets=3"
UPL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
UTIAMC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=3,Other Assets=4"
ULTRACEMCO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=4,Other Liabilities=4,Other Assets=5"
UNIONBANK,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=4,Other Liabilities=3,Other Assets=3"
UBL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
UNITDSPR,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
UNOMINDA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
URBANCO,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=8,Borrowings=2,Other Liabilities=3,Other Assets=5"
USHAMART,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
VTL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
VBL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
VEDL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=12,Borrowings=5,Other Liabilities=4,Other Assets=5"
VIJAYA,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
VMM,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
IDEA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=3,Other Assets=5"
VOLTAS,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
WAAREEENER,"ok:consolidated:headline=10:cols=7;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
WELCORP,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
WELSPUNLIV,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
WHIRLPOOL,"ok:consolidated:headline=10:cols=9;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=3,Other Assets=5"
WIPRO,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
WOCKPHARMA,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=5,Other Liabilities=4,Other Assets=5"
YESBANK,"ok:consolidated:headline=11:cols=12;schedules=Fixed Assets=5,Other Liabilities=3,Other Assets=3"
ZFCVINDIA,"ok:consolidated:headline=10:cols=5;schedules=Fixed Assets=10,Borrowings=1,Other Liabilities=3,Other Assets=5"
ZEEL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=5,Other Liabilities=4,Other Assets=5"
ZENTEC,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
ZENSARTECH,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=3,Other Assets=5"
ZYDUSLIFE,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
ZYDUSWELL,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=10,Borrowings=4,Other Liabilities=4,Other Assets=5"
ECLERX,"ok:consolidated:headline=10:cols=12;schedules=Fixed Assets=11,Borrowings=4,Other Liabilities=4,Other Assets=5"
