nse_symbol,year,line_item,parent_line_item,value
IGL,Mar 2019,Profit Growth %,Net Profit,13.0
IGL,Mar 2020,Profit Growth %,Net Profit,51.0
IGL,Mar 2021,Profit Growth %,Net Profit,-2.0
IGL,Mar 2022,Profit Growth %,Net Profit,25.0
IGL,Mar 2023,Profit Growth %,Net Profit,9.0
IGL,Mar 2024,Profit Growth %,Net Profit,22.0
IGL,Mar 2025,Profit Growth %,Net Profit,-15.0
IGL,Mar 2026,Profit Growth %,Net Profit,-7.0
INDUSTOWER,Mar 2015,Sales,,11668.0
INDUSTOWER,Mar 2016,Sales,,5558.0
INDUSTOWER,Mar 2017,Sales,,6085.0
INDUSTOWER,Mar 2018,Sales,,6621.0
INDUSTOWER,Mar 2019,Sales,,6826.0
INDUSTOWER,Mar 2020,Sales,,6743.0
INDUSTOWER,Mar 2021,Sales,,13954.0
INDUSTOWER,Mar 2022,Sales,,27717.0
INDUSTOWER,Mar 2023,Sales,,28382.0
INDUSTOWER,Mar 2024,Sales,,28601.0
INDUSTOWER,Mar 2025,Sales,,30123.0
INDUSTOWER,Mar 2026,Sales,,32493.0
INDUSTOWER,Mar 2015,Expenses,,6664.0
INDUSTOWER,Mar 2016,Expenses,,3070.0
INDUSTOWER,Mar 2017,Expenses,,3260.0
INDUSTOWER,Mar 2018,Expenses,,3464.0
INDUSTOWER,Mar 2019,Expenses,,3714.0
INDUSTOWER,Mar 2020,Expenses,,3185.0
INDUSTOWER,Mar 2021,Expenses,,6775.0
INDUSTOWER,Mar 2022,Expenses,,12816.0
INDUSTOWER,Mar 2023,Expenses,,18713.0
INDUSTOWER,Mar 2024,Expenses,,14044.0
INDUSTOWER,Mar 2025,Expenses,,9473.0
INDUSTOWER,Mar 2026,Expenses,,14680.0
INDUSTOWER,Mar 2015,Operating Profit,,5004.0
INDUSTOWER,Mar 2016,Operating Profit,,2488.0
INDUSTOWER,Mar 2017,Operating Profit,,2825.0
INDUSTOWER,Mar 2018,Operating Profit,,3157.0
INDUSTOWER,Mar 2019,Operating Profit,,3112.0
INDUSTOWER,Mar 2020,Operating Profit,,3558.0
INDUSTOWER,Mar 2021,Operating Profit,,7179.0
INDUSTOWER,Mar 2022,Operating Profit,,14901.0
INDUSTOWER,Mar 2023,Operating Profit,,9669.0
INDUSTOWER,Mar 2024,Operating Profit,,14557.0
INDUSTOWER,Mar 2025,Operating Profit,,20650.0
INDUSTOWER,Mar 2026,Operating Profit,,17813.0
INDUSTOWER,Mar 2015,OPM %,,43.0
INDUSTOWER,Mar 2016,OPM %,,45.0
INDUSTOWER,Mar 2017,OPM %,,46.0
INDUSTOWER,Mar 2018,OPM %,,48.0
INDUSTOWER,Mar 2019,OPM %,,46.0
INDUSTOWER,Mar 2020,OPM %,,53.0
INDUSTOWER,Mar 2021,OPM %,,51.0
INDUSTOWER,Mar 2022,OPM %,,54.0
INDUSTOWER,Mar 2023,OPM %,,34.0
INDUSTOWER,Mar 2024,OPM %,,51.0
INDUSTOWER,Mar 2025,OPM %,,69.0
INDUSTOWER,Mar 2026,OPM %,,55.0
INDUSTOWER,Mar 2015,Other Income,,522.0
INDUSTOWER,Mar 2016,Other Income,,1679.0
INDUSTOWER,Mar 2017,Other Income,,1960.0
INDUSTOWER,Mar 2018,Other Income,,1599.0
INDUSTOWER,Mar 2019,Other Income,,1559.0
INDUSTOWER,Mar 2020,Other Income,,1846.0
INDUSTOWER,Mar 2021,Other Income,,1262.0
INDUSTOWER,Mar 2022,Other Income,,458.0
INDUSTOWER,Mar 2023,Other Income,,85.0
INDUSTOWER,Mar 2024,Other Income,,1490.0
INDUSTOWER,Mar 2025,Other Income,,764.0
INDUSTOWER,Mar 2026,Other Income,,477.0
INDUSTOWER,Mar 2015,Interest,,290.0
INDUSTOWER,Mar 2016,Interest,,33.0
INDUSTOWER,Mar 2017,Interest,,39.0
INDUSTOWER,Mar 2018,Interest,,46.0
INDUSTOWER,Mar 2019,Interest,,53.0
INDUSTOWER,Mar 2020,Interest,,335.0
INDUSTOWER,Mar 2021,Interest,,836.0
INDUSTOWER,Mar 2022,Interest,,1603.0
INDUSTOWER,Mar 2023,Interest,,1670.0
INDUSTOWER,Mar 2024,Interest,,1864.0
INDUSTOWER,Mar 2025,Interest,,1858.0
INDUSTOWER,Mar 2026,Interest,,1552.0
INDUSTOWER,Mar 2015,Depreciation,,2185.0
INDUSTOWER,Mar 2016,Depreciation,,1155.0
INDUSTOWER,Mar 2017,Depreciation,,1166.0
INDUSTOWER,Mar 2018,Depreciation,,1180.0
INDUSTOWER,Mar 2019,Depreciation,,1066.0
INDUSTOWER,Mar 2020,Depreciation,,1282.0
INDUSTOWER,Mar 2021,Depreciation,,2848.0
INDUSTOWER,Mar 2022,Depreciation,,5325.0
INDUSTOWER,Mar 2023,Depreciation,,5324.0
INDUSTOWER,Mar 2024,Depreciation,,6060.0
INDUSTOWER,Mar 2025,Depreciation,,6402.0
INDUSTOWER,Mar 2026,Depreciation,,7141.0
INDUSTOWER,Mar 2015,Profit before tax,,3052.0
INDUSTOWER,Mar 2016,Profit before tax,,2979.0
INDUSTOWER,Mar 2017,Profit before tax,,3580.0
INDUSTOWER,Mar 2018,Profit before tax,,3529.0
INDUSTOWER,Mar 2019,Profit before tax,,3553.0
INDUSTOWER,Mar 2020,Profit before tax,,3788.0
INDUSTOWER,Mar 2021,Profit before tax,,4757.0
INDUSTOWER,Mar 2022,Profit before tax,,8431.0
INDUSTOWER,Mar 2023,Profit before tax,,2759.0
INDUSTOWER,Mar 2024,Profit before tax,,8122.0
INDUSTOWER,Mar 2025,Profit before tax,,13154.0
INDUSTOWER,Mar 2026,Profit before tax,,9598.0
INDUSTOWER,Mar 2015,Tax %,,35.0
INDUSTOWER,Mar 2016,Tax %,,25.0
INDUSTOWER,Mar 2017,Tax %,,23.0
INDUSTOWER,Mar 2018,Tax %,,29.0
INDUSTOWER,Mar 2019,Tax %,,30.0
INDUSTOWER,Mar 2020,Tax %,,13.0
INDUSTOWER,Mar 2021,Tax %,,21.0
INDUSTOWER,Mar 2022,Tax %,,24.0
INDUSTOWER,Mar 2023,Tax %,,26.0
INDUSTOWER,Mar 2024,Tax %,,26.0
INDUSTOWER,Mar 2025,Tax %,,24.0
INDUSTOWER,Mar 2026,Tax %,,26.0
INDUSTOWER,Mar 2015,Net Profit,,1992.0
INDUSTOWER,Mar 2016,Net Profit,,2247.0
INDUSTOWER,Mar 2017,Net Profit,,2747.0
INDUSTOWER,Mar 2018,Net Profit,,2494.0
INDUSTOWER,Mar 2019,Net Profit,,2494.0
INDUSTOWER,Mar 2020,Net Profit,,3299.0
INDUSTOWER,Mar 2021,Net Profit,,3779.0
INDUSTOWER,Mar 2022,Net Profit,,6373.0
INDUSTOWER,Mar 2023,Net Profit,,2040.0
INDUSTOWER,Mar 2024,Net Profit,,6036.0
INDUSTOWER,Mar 2025,Net Profit,,9932.0
INDUSTOWER,Mar 2026,Net Profit,,7145.0
INDUSTOWER,Mar 2015,EPS in Rs,,10.52
INDUSTOWER,Mar 2016,EPS in Rs,,11.85
INDUSTOWER,Mar 2017,EPS in Rs,,14.85
INDUSTOWER,Mar 2018,EPS in Rs,,13.48
INDUSTOWER,Mar 2019,EPS in Rs,,13.48
INDUSTOWER,Mar 2020,EPS in Rs,,17.83
INDUSTOWER,Mar 2021,EPS in Rs,,14.02
INDUSTOWER,Mar 2022,EPS in Rs,,23.65
INDUSTOWER,Mar 2023,EPS in Rs,,7.57
INDUSTOWER,Mar 2024,EPS in Rs,,22.4
INDUSTOWER,Mar 2025,EPS in Rs,,37.65
INDUSTOWER,Mar 2026,EPS in Rs,,27.08
INDUSTOWER,Mar 2015,Dividend Payout %,,105.0
INDUSTOWER,Mar 2016,Dividend Payout %,,25.0
INDUSTOWER,Mar 2017,Dividend Payout %,,108.0
INDUSTOWER,Mar 2018,Dividend Payout %,,104.0
INDUSTOWER,Mar 2019,Dividend Payout %,,111.0
INDUSTOWER,Mar 2020,Dividend Payout %,,59.0
INDUSTOWER,Mar 2021,Dividend Payout %,,143.0
INDUSTOWER,Mar 2022,Dividend Payout %,,47.0
INDUSTOWER,Mar 2023,Dividend Payout %,,0.0
INDUSTOWER,Mar 2024,Dividend Payout %,,0.0
INDUSTOWER,Mar 2025,Dividend Payout %,,0.0
INDUSTOWER,Mar 2026,Dividend Payout %,,52.0
INDUSTOWER,Mar 2015,Sales Growth %,Sales,7.77
INDUSTOWER,Mar 2016,Sales Growth %,Sales,-52.36
INDUSTOWER,Mar 2017,Sales Growth %,Sales,9.47
INDUSTOWER,Mar 2018,Sales Growth %,Sales,8.82
INDUSTOWER,Mar 2019,Sales Growth %,Sales,3.1
INDUSTOWER,Mar 2020,Sales Growth %,Sales,-1.22
INDUSTOWER,Mar 2021,Sales Growth %,Sales,106.94
INDUSTOWER,Mar 2022,Sales Growth %,Sales,98.63
INDUSTOWER,Mar 2023,Sales Growth %,Sales,2.4
INDUSTOWER,Mar 2024,Sales Growth %,Sales,0.77
INDUSTOWER,Mar 2025,Sales Growth %,Sales,5.32
INDUSTOWER,Mar 2026,Sales Growth %,Sales,7.87
INDUSTOWER,Mar 2015,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2016,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2017,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2018,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2019,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2020,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2021,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2022,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2023,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2024,Material Cost %,Expenses,0.0
INDUSTOWER,Mar 2025,Material Cost %,Expenses,0.01
INDUSTOWER,Mar 2026,Material Cost %,Expenses,0.03
INDUSTOWER,Mar 2015,Manufacturing Cost %,Expenses,43.73
INDUSTOWER,Mar 2016,Manufacturing Cost %,Expenses,42.86
INDUSTOWER,Mar 2017,Manufacturing Cost %,Expenses,41.46
INDUSTOWER,Mar 2018,Manufacturing Cost %,Expenses,40.6
INDUSTOWER,Mar 2019,Manufacturing Cost %,Expenses,42.33
INDUSTOWER,Mar 2020,Manufacturing Cost %,Expenses,38.82
INDUSTOWER,Mar 2021,Manufacturing Cost %,Expenses,42.12
INDUSTOWER,Mar 2022,Manufacturing Cost %,Expenses,41.9
INDUSTOWER,Mar 2023,Manufacturing Cost %,Expenses,42.07
INDUSTOWER,Mar 2024,Manufacturing Cost %,Expenses,43.88
INDUSTOWER,Mar 2025,Manufacturing Cost %,Expenses,42.78
INDUSTOWER,Mar 2026,Manufacturing Cost %,Expenses,36.92
INDUSTOWER,Mar 2015,Employee Cost %,Expenses,3.43
INDUSTOWER,Mar 2016,Employee Cost %,Expenses,4.64
INDUSTOWER,Mar 2017,Employee Cost %,Expenses,4.51
INDUSTOWER,Mar 2018,Employee Cost %,Expenses,4.4
INDUSTOWER,Mar 2019,Employee Cost %,Expenses,4.27
INDUSTOWER,Mar 2020,Employee Cost %,Expenses,4.35
INDUSTOWER,Mar 2021,Employee Cost %,Expenses,3.67
INDUSTOWER,Mar 2022,Employee Cost %,Expenses,2.79
INDUSTOWER,Mar 2023,Employee Cost %,Expenses,2.73
INDUSTOWER,Mar 2024,Employee Cost %,Expenses,2.74
INDUSTOWER,Mar 2025,Employee Cost %,Expenses,2.79
INDUSTOWER,Mar 2026,Employee Cost %,Expenses,2.7
INDUSTOWER,Mar 2015,Other Cost %,Expenses,9.96
INDUSTOWER,Mar 2016,Other Cost %,Expenses,7.74
INDUSTOWER,Mar 2017,Other Cost %,Expenses,7.6
INDUSTOWER,Mar 2018,Other Cost %,Expenses,7.32
INDUSTOWER,Mar 2019,Other Cost %,Expenses,7.81
INDUSTOWER,Mar 2020,Other Cost %,Expenses,4.07
INDUSTOWER,Mar 2021,Other Cost %,Expenses,2.75
INDUSTOWER,Mar 2022,Other Cost %,Expenses,1.56
INDUSTOWER,Mar 2023,Other Cost %,Expenses,21.13
INDUSTOWER,Mar 2024,Other Cost %,Expenses,2.49
INDUSTOWER,Mar 2025,Other Cost %,Expenses,-14.14
INDUSTOWER,Mar 2026,Other Cost %,Expenses,5.53
INDUSTOWER,Mar 2015,Exceptional items AT,Net Profit,221.0
INDUSTOWER,Mar 2016,Exceptional items AT,Net Profit,275.0
INDUSTOWER,Mar 2017,Exceptional items AT,Net Profit,409.0
INDUSTOWER,Mar 2018,Exceptional items AT,Net Profit,-78.0
INDUSTOWER,Mar 2019,Exceptional items AT,Net Profit,240.0
INDUSTOWER,Mar 2020,Exceptional items AT,Net Profit,273.0
INDUSTOWER,Mar 2021,Exceptional items AT,Net Profit,166.0
INDUSTOWER,Mar 2022,Exceptional items AT,Net Profit,207.0
INDUSTOWER,Mar 2023,Exceptional items AT,Net Profit,-60.0
INDUSTOWER,Mar 2024,Exceptional items AT,Net Profit,212.0
INDUSTOWER,Mar 2025,Exceptional items AT,Net Profit,256.0
INDUSTOWER,Mar 2026,Exceptional items AT,Net Profit,0.0
INDUSTOWER,Mar 2015,Profit excl Excep,Net Profit,1771.0
INDUSTOWER,Mar 2016,Profit excl Excep,Net Profit,1972.0
INDUSTOWER,Mar 2017,Profit excl Excep,Net Profit,2338.0
INDUSTOWER,Mar 2018,Profit excl Excep,Net Profit,2572.0
INDUSTOWER,Mar 2019,Profit excl Excep,Net Profit,2254.0
INDUSTOWER,Mar 2020,Profit excl Excep,Net Profit,3026.0
INDUSTOWER,Mar 2021,Profit excl Excep,Net Profit,3613.0
INDUSTOWER,Mar 2022,Profit excl Excep,Net Profit,6166.0
INDUSTOWER,Mar 2023,Profit excl Excep,Net Profit,2100.0
INDUSTOWER,Mar 2024,Profit excl Excep,Net Profit,5825.0
INDUSTOWER,Mar 2025,Profit excl Excep,Net Profit,9676.0
INDUSTOWER,Mar 2026,Profit excl Excep,Net Profit,7145.0
INDUSTOWER,Mar 2015,Profit for PE,Net Profit,1771.0
INDUSTOWER,Mar 2016,Profit for PE,Net Profit,1972.0
INDUSTOWER,Mar 2017,Profit for PE,Net Profit,2338.0
INDUSTOWER,Mar 2018,Profit for PE,Net Profit,2572.0
INDUSTOWER,Mar 2019,Profit for PE,Net Profit,2254.0
INDUSTOWER,Mar 2020,Profit for PE,Net Profit,3026.0
INDUSTOWER,Mar 2021,Profit for PE,Net Profit,3613.0
INDUSTOWER,Mar 2022,Profit for PE,Net Profit,6166.0
INDUSTOWER,Mar 2023,Profit for PE,Net Profit,2100.0
INDUSTOWER,Mar 2024,Profit for PE,Net Profit,5825.0
INDUSTOWER,Mar 2025,Profit for PE,Net Profit,9676.0
INDUSTOWER,Mar 2026,Profit for PE,Net Profit,7145.0
INDUSTOWER,Mar 2015,Profit for EPS,Net Profit,1992.0
INDUSTOWER,Mar 2016,Profit for EPS,Net Profit,2247.0
INDUSTOWER,Mar 2017,Profit for EPS,Net Profit,2747.0
INDUSTOWER,Mar 2018,Profit for EPS,Net Profit,2494.0
INDUSTOWER,Mar 2019,Profit for EPS,Net Profit,2494.0
INDUSTOWER,Mar 2020,Profit for EPS,Net Profit,3299.0
INDUSTOWER,Mar 2021,Profit for EPS,Net Profit,3779.0
INDUSTOWER,Mar 2022,Profit for EPS,Net Profit,6373.0
INDUSTOWER,Mar 2023,Profit for EPS,Net Profit,2040.0
INDUSTOWER,Mar 2024,Profit for EPS,Net Profit,6036.0
INDUSTOWER,Mar 2025,Profit for EPS,Net Profit,9932.0
INDUSTOWER,Mar 2026,Profit for EPS,Net Profit,7145.0
INDUSTOWER,Mar 2015,Profit Growth %,Net Profit,26.0
INDUSTOWER,Mar 2016,Profit Growth %,Net Profit,11.0
INDUSTOWER,Mar 2017,Profit Growth %,Net Profit,19.0
INDUSTOWER,Mar 2018,Profit Growth %,Net Profit,10.0
INDUSTOWER,Mar 2019,Profit Growth %,Net Profit,-12.0
INDUSTOWER,Mar 2020,Profit Growth %,Net Profit,34.0
INDUSTOWER,Mar 2021,Profit Growth %,Net Profit,19.0
INDUSTOWER,Mar 2022,Profit Growth %,Net Profit,71.0
INDUSTOWER,Mar 2023,Profit Growth %,Net Profit,-66.0
INDUSTOWER,Mar 2024,Profit Growth %,Net Profit,177.0
INDUSTOWER,Mar 2025,Profit Growth %,Net Profit,66.0
INDUSTOWER,Mar 2026,Profit Growth %,Net Profit,-26.0
INDUSINDBK,Mar 2015,Revenue,,9692.0
INDUSINDBK,Mar 2016,Revenue,,11872.0
INDUSINDBK,Mar 2017,Revenue,,14406.0
INDUSINDBK,Mar 2018,Revenue,,17281.0
INDUSINDBK,Mar 2019,Revenue,,22261.0
INDUSINDBK,Mar 2020,Revenue,,28783.0
INDUSINDBK,Mar 2021,Revenue,,29000.0
INDUSINDBK,Mar 2022,Revenue,,30822.0
INDUSINDBK,Mar 2023,Revenue,,36368.0
INDUSINDBK,Mar 2024,Revenue,,45748.0
INDUSINDBK,Mar 2025,Revenue,,48668.0
INDUSINDBK,Mar 2026,Revenue,,46251.0
INDUSINDBK,Mar 2015,Interest,,6272.0
INDUSINDBK,Mar 2016,Interest,,7355.0
INDUSINDBK,Mar 2017,Interest,,8343.0
INDUSINDBK,Mar 2018,Interest,,9783.0
INDUSINDBK,Mar 2019,Interest,,13415.0
INDUSINDBK,Mar 2020,Interest,,16724.0
INDUSINDBK,Mar 2021,Interest,,15472.0
INDUSINDBK,Mar 2022,Interest,,15822.0
INDUSINDBK,Mar 2023,Interest,,18776.0
INDUSINDBK,Mar 2024,Interest,,25132.0
INDUSINDBK,Mar 2025,Interest,,29636.0
INDUSINDBK,Mar 2026,Interest,,28268.0
INDUSINDBK,Mar 2015,Expenses,,3133.0
INDUSINDBK,Mar 2016,Expenses,,4188.0
INDUSINDBK,Mar 2017,Expenses,,5684.0
INDUSINDBK,Mar 2018,Expenses,,6555.0
INDUSINDBK,Mar 2019,Expenses,,9283.0
INDUSINDBK,Mar 2020,Expenses,,12611.0
INDUSINDBK,Mar 2021,Expenses,,15997.0
INDUSINDBK,Mar 2022,Expenses,,15840.0
INDUSINDBK,Mar 2023,Expenses,,15525.0
INDUSINDBK,Mar 2024,Expenses,,17638.0
INDUSINDBK,Mar 2025,Expenses,,22616.0
INDUSINDBK,Mar 2026,Expenses,,23930.0
INDUSINDBK,Mar 2015,Financing Profit,,288.0
INDUSINDBK,Mar 2016,Financing Profit,,329.0
INDUSINDBK,Mar 2017,Financing Profit,,379.0
INDUSINDBK,Mar 2018,Financing Profit,,942.0
INDUSINDBK,Mar 2019,Financing Profit,,-437.0
INDUSINDBK,Mar 2020,Financing Profit,,-553.0
INDUSINDBK,Mar 2021,Financing Profit,,-2469.0
INDUSINDBK,Mar 2022,Financing Profit,,-839.0
INDUSINDBK,Mar 2023,Financing Profit,,2067.0
INDUSINDBK,Mar 2024,Financing Profit,,2978.0
INDUSINDBK,Mar 2025,Financing Profit,,-3584.0
INDUSINDBK,Mar 2026,Financing Profit,,-5948.0
INDUSINDBK,Mar 2015,Financing Margin %,,3.0
INDUSINDBK,Mar 2016,Financing Margin %,,3.0
INDUSINDBK,Mar 2017,Financing Margin %,,3.0
INDUSINDBK,Mar 2018,Financing Margin %,,5.0
INDUSINDBK,Mar 2019,Financing Margin %,,-2.0
INDUSINDBK,Mar 2020,Financing Margin %,,-2.0
INDUSINDBK,Mar 2021,Financing Margin %,,-9.0
INDUSINDBK,Mar 2022,Financing Margin %,,-3.0
INDUSINDBK,Mar 2023,Financing Margin %,,6.0
INDUSINDBK,Mar 2024,Financing Margin %,,7.0
INDUSINDBK,Mar 2025,Financing Margin %,,-7.0
INDUSINDBK,Mar 2026,Financing Margin %,,-13.0
INDUSINDBK,Mar 2015,Other Income,,2548.0
INDUSINDBK,Mar 2016,Other Income,,3297.0
INDUSINDBK,Mar 2017,Other Income,,4171.0
INDUSINDBK,Mar 2018,Other Income,,4750.0
INDUSINDBK,Mar 2019,Other Income,,5647.0
INDUSINDBK,Mar 2020,Other Income,,6951.0
INDUSINDBK,Mar 2021,Other Income,,6559.0
INDUSINDBK,Mar 2022,Other Income,,7334.0
INDUSINDBK,Mar 2023,Other Income,,8166.0
INDUSINDBK,Mar 2024,Other Income,,9388.0
INDUSINDBK,Mar 2025,Other Income,,7684.0
INDUSINDBK,Mar 2026,Other Income,,7217.0
INDUSINDBK,Mar 2015,Depreciation,,127.0
INDUSINDBK,Mar 2016,Depreciation,,157.0
INDUSINDBK,Mar 2017,Depreciation,,191.0
INDUSINDBK,Mar 2018,Depreciation,,212.0
INDUSINDBK,Mar 2019,Depreciation,,229.0
INDUSINDBK,Mar 2020,Depreciation,,278.0
INDUSINDBK,Mar 2021,Depreciation,,305.0
INDUSINDBK,Mar 2022,Depreciation,,321.0
INDUSINDBK,Mar 2023,Depreciation,,373.0
INDUSINDBK,Mar 2024,Depreciation,,425.0
INDUSINDBK,Mar 2025,Depreciation,,485.0
INDUSINDBK,Mar 2026,Depreciation,,0.0
INDUSINDBK,Mar 2015,Profit before tax,,2709.0
INDUSINDBK,Mar 2016,Profit before tax,,3469.0
INDUSINDBK,Mar 2017,Profit before tax,,4360.0
INDUSINDBK,Mar 2018,Profit before tax,,5481.0
INDUSINDBK,Mar 2019,Profit before tax,,4981.0
INDUSINDBK,Mar 2020,Profit before tax,,6121.0
INDUSINDBK,Mar 2021,Profit before tax,,3784.0
INDUSINDBK,Mar 2022,Profit before tax,,6174.0
INDUSINDBK,Mar 2023,Profit before tax,,9860.0
INDUSINDBK,Mar 2024,Profit before tax,,11942.0
INDUSINDBK,Mar 2025,Profit before tax,,3615.0
INDUSINDBK,Mar 2026,Profit before tax,,1269.0
INDUSINDBK,Mar 2015,Tax %,,34.0
INDUSINDBK,Mar 2016,Tax %,,34.0
INDUSINDBK,Mar 2017,Tax %,,34.0
INDUSINDBK,Mar 2018,Tax %,,34.0
INDUSINDBK,Mar 2019,Tax %,,34.0
INDUSINDBK,Mar 2020,Tax %,,28.0
INDUSINDBK,Mar 2021,Tax %,,25.0
INDUSINDBK,Mar 2022,Tax %,,25.0
INDUSINDBK,Mar 2023,Tax %,,25.0
INDUSINDBK,Mar 2024,Tax %,,25.0
INDUSINDBK,Mar 2025,Tax %,,27.0
INDUSINDBK,Mar 2026,Tax %,,26.0
INDUSINDBK,Mar 2015,Net Profit,,1794.0
INDUSINDBK,Mar 2016,Net Profit,,2286.0
INDUSINDBK,Mar 2017,Net Profit,,2868.0
INDUSINDBK,Mar 2018,Net Profit,,3606.0
INDUSINDBK,Mar 2019,Net Profit,,3301.0
INDUSINDBK,Mar 2020,Net Profit,,4418.0
INDUSINDBK,Mar 2021,Net Profit,,2836.0
INDUSINDBK,Mar 2022,Net Profit,,4611.0
INDUSINDBK,Mar 2023,Net Profit,,7390.0
INDUSINDBK,Mar 2024,Net Profit,,8950.0
INDUSINDBK,Mar 2025,Net Profit,,2643.0
INDUSINDBK,Mar 2026,Net Profit,,933.0
INDUSINDBK,Mar 2015,EPS in Rs,,33.88
INDUSINDBK,Mar 2016,EPS in Rs,,38.43
INDUSINDBK,Mar 2017,EPS in Rs,,47.95
INDUSINDBK,Mar 2018,EPS in Rs,,60.08
INDUSINDBK,Mar 2019,EPS in Rs,,54.77
INDUSINDBK,Mar 2020,EPS in Rs,,63.7
INDUSINDBK,Mar 2021,EPS in Rs,,36.68
INDUSINDBK,Mar 2022,EPS in Rs,,59.52
INDUSINDBK,Mar 2023,EPS in Rs,,95.24
INDUSINDBK,Mar 2024,EPS in Rs,,114.99
INDUSINDBK,Mar 2025,EPS in Rs,,33.92
INDUSINDBK,Mar 2026,EPS in Rs,,11.98
INDUSINDBK,Mar 2015,Dividend Payout %,,12.0
INDUSINDBK,Mar 2016,Dividend Payout %,,12.0
INDUSINDBK,Mar 2017,Dividend Payout %,,13.0
INDUSINDBK,Mar 2018,Dividend Payout %,,12.0
INDUSINDBK,Mar 2019,Dividend Payout %,,14.0
INDUSINDBK,Mar 2020,Dividend Payout %,,0.0
INDUSINDBK,Mar 2021,Dividend Payout %,,14.0
INDUSINDBK,Mar 2022,Dividend Payout %,,14.0
INDUSINDBK,Mar 2023,Dividend Payout %,,15.0
INDUSINDBK,Mar 2024,Dividend Payout %,,14.0
INDUSINDBK,Mar 2025,Dividend Payout %,,0.0
INDUSINDBK,Mar 2026,Dividend Payout %,,13.0
INDUSINDBK,Mar 2015,Manufacturing Cost %,Expenses,1.7
INDUSINDBK,Mar 2016,Manufacturing Cost %,Expenses,1.7
INDUSINDBK,Mar 2017,Manufacturing Cost %,Expenses,1.77
INDUSINDBK,Mar 2018,Manufacturing Cost %,Expenses,1.98
INDUSINDBK,Mar 2019,Manufacturing Cost %,Expenses,1.51
INDUSINDBK,Mar 2020,Manufacturing Cost %,Expenses,1.25
INDUSINDBK,Mar 2021,Manufacturing Cost %,Expenses,1.14
INDUSINDBK,Mar 2022,Manufacturing Cost %,Expenses,1.08
INDUSINDBK,Mar 2023,Manufacturing Cost %,Expenses,0.97
INDUSINDBK,Mar 2024,Manufacturing Cost %,Expenses,0.88
INDUSINDBK,Mar 2025,Manufacturing Cost %,Expenses,0.89
INDUSINDBK,Mar 2026,Manufacturing Cost %,Expenses,0.0
INDUSINDBK,Mar 2015,Employee Cost %,Expenses,10.13
INDUSINDBK,Mar 2016,Employee Cost %,Expenses,10.42
INDUSINDBK,Mar 2017,Employee Cost %,Expenses,10.58
INDUSINDBK,Mar 2018,Employee Cost %,Expenses,10.32
INDUSINDBK,Mar 2019,Employee Cost %,Expenses,8.34
INDUSINDBK,Mar 2020,Employee Cost %,Expenses,7.69
INDUSINDBK,Mar 2021,Employee Cost %,Expenses,7.65
INDUSINDBK,Mar 2022,Employee Cost %,Expenses,8.09
INDUSINDBK,Mar 2023,Employee Cost %,Expenses,8.35
INDUSINDBK,Mar 2024,Employee Cost %,Expenses,8.53
INDUSINDBK,Mar 2025,Employee Cost %,Expenses,8.86
INDUSINDBK,Mar 2026,Employee Cost %,Expenses,11.66
INDUSINDBK,Mar 2015,Other Cost %,Expenses,20.49
INDUSINDBK,Mar 2016,Other Cost %,Expenses,23.15
INDUSINDBK,Mar 2017,Other Cost %,Expenses,27.11
INDUSINDBK,Mar 2018,Other Cost %,Expenses,25.63
INDUSINDBK,Mar 2019,Other Cost %,Expenses,31.85
INDUSINDBK,Mar 2020,Other Cost %,Expenses,34.88
INDUSINDBK,Mar 2021,Other Cost %,Expenses,46.38
INDUSINDBK,Mar 2022,Other Cost %,Expenses,42.23
INDUSINDBK,Mar 2023,Other Cost %,Expenses,33.37
INDUSINDBK,Mar 2024,Other Cost %,Expenses,29.14
INDUSINDBK,Mar 2025,Other Cost %,Expenses,36.72
INDUSINDBK,Mar 2026,Other Cost %,Expenses,40.08
INDUSINDBK,Mar 2015,Exceptional items,Other Income,-2.0
INDUSINDBK,Mar 2016,Exceptional items,Other Income,7.0
INDUSINDBK,Mar 2017,Exceptional items,Other Income,3.0
INDUSINDBK,Mar 2018,Exceptional items,Other Income,8.0
INDUSINDBK,Mar 2019,Exceptional items,Other Income,-1.0
INDUSINDBK,Mar 2020,Exceptional items,Other Income,-9.0
INDUSINDBK,Mar 2021,Exceptional items,Other Income,1.0
INDUSINDBK,Mar 2022,Exceptional items,Other Income,-1.0
INDUSINDBK,Mar 2023,Exceptional items,Other Income,-3.0
INDUSINDBK,Mar 2024,Exceptional items,Other Income,-3.0
INDUSINDBK,Mar 2025,Exceptional items,Other Income,2.0
INDUSINDBK,Mar 2026,Exceptional items,Other Income,0.0
INDUSINDBK,Mar 2015,Other income normal,Other Income,2550.0
INDUSINDBK,Mar 2016,Other income normal,Other Income,3290.0
