nse_symbol,year,line_item,parent_line_item,value
INDUSINDBK,Mar 2017,Other income normal,Other Income,4168.0
INDUSINDBK,Mar 2018,Other income normal,Other Income,4742.0
INDUSINDBK,Mar 2019,Other income normal,Other Income,5648.0
INDUSINDBK,Mar 2020,Other income normal,Other Income,6960.0
INDUSINDBK,Mar 2021,Other income normal,Other Income,6557.0
INDUSINDBK,Mar 2022,Other income normal,Other Income,7335.0
INDUSINDBK,Mar 2023,Other income normal,Other Income,8169.0
INDUSINDBK,Mar 2024,Other income normal,Other Income,9391.0
INDUSINDBK,Mar 2025,Other income normal,Other Income,7682.0
INDUSINDBK,Mar 2026,Other income normal,Other Income,7217.0
NAUKRI,Mar 2015,Sales,,732.0
NAUKRI,Mar 2016,Sales,,748.0
NAUKRI,Mar 2017,Sales,,888.0
NAUKRI,Mar 2018,Sales,,988.0
NAUKRI,Mar 2019,Sales,,1151.0
NAUKRI,Mar 2020,Sales,,1312.0
NAUKRI,Mar 2021,Sales,,1128.0
NAUKRI,Mar 2022,Sales,,1589.0
NAUKRI,Mar 2023,Sales,,2346.0
NAUKRI,Mar 2024,Sales,,2536.0
NAUKRI,Mar 2025,Sales,,2850.0
NAUKRI,Mar 2026,Sales,,3285.0
NAUKRI,Mar 2015,Expenses,,711.0
NAUKRI,Mar 2016,Expenses,,656.0
NAUKRI,Mar 2017,Expenses,,896.0
NAUKRI,Mar 2018,Expenses,,769.0
NAUKRI,Mar 2019,Expenses,,1142.0
NAUKRI,Mar 2020,Expenses,,1662.0
NAUKRI,Mar 2021,Expenses,,1054.0
NAUKRI,Mar 2022,Expenses,,1143.0
NAUKRI,Mar 2023,Expenses,,1997.0
NAUKRI,Mar 2024,Expenses,,1825.0
NAUKRI,Mar 2025,Expenses,,1976.0
NAUKRI,Mar 2026,Expenses,,2113.0
NAUKRI,Mar 2015,Operating Profit,,21.0
NAUKRI,Mar 2016,Operating Profit,,91.0
NAUKRI,Mar 2017,Operating Profit,,-9.0
NAUKRI,Mar 2018,Operating Profit,,219.0
NAUKRI,Mar 2019,Operating Profit,,9.0
NAUKRI,Mar 2020,Operating Profit,,-350.0
NAUKRI,Mar 2021,Operating Profit,,74.0
NAUKRI,Mar 2022,Operating Profit,,446.0
NAUKRI,Mar 2023,Operating Profit,,348.0
NAUKRI,Mar 2024,Operating Profit,,711.0
NAUKRI,Mar 2025,Operating Profit,,874.0
NAUKRI,Mar 2026,Operating Profit,,1172.0
NAUKRI,Mar 2015,OPM %,,3.0
NAUKRI,Mar 2016,OPM %,,12.0
NAUKRI,Mar 2017,OPM %,,-1.0
NAUKRI,Mar 2018,OPM %,,22.0
NAUKRI,Mar 2019,OPM %,,1.0
NAUKRI,Mar 2020,OPM %,,-27.0
NAUKRI,Mar 2021,OPM %,,7.0
NAUKRI,Mar 2022,OPM %,,28.0
NAUKRI,Mar 2023,OPM %,,15.0
NAUKRI,Mar 2024,OPM %,,28.0
NAUKRI,Mar 2025,OPM %,,31.0
NAUKRI,Mar 2026,OPM %,,36.0
NAUKRI,Mar 2015,Other Income,,89.0
NAUKRI,Mar 2016,Other Income,,111.0
NAUKRI,Mar 2017,Other Income,,50.0
NAUKRI,Mar 2018,Other Income,,401.0
NAUKRI,Mar 2019,Other Income,,737.0
NAUKRI,Mar 2020,Other Income,,286.0
NAUKRI,Mar 2021,Other Income,,1584.0
NAUKRI,Mar 2022,Other Income,,13810.0
NAUKRI,Mar 2023,Other Income,,-116.0
NAUKRI,Mar 2024,Other Income,,303.0
NAUKRI,Mar 2025,Other Income,,1220.0
NAUKRI,Mar 2026,Other Income,,1099.0
NAUKRI,Mar 2015,Interest,,4.0
NAUKRI,Mar 2016,Interest,,3.0
NAUKRI,Mar 2017,Interest,,4.0
NAUKRI,Mar 2018,Interest,,5.0
NAUKRI,Mar 2019,Interest,,7.0
NAUKRI,Mar 2020,Interest,,14.0
NAUKRI,Mar 2021,Interest,,11.0
NAUKRI,Mar 2022,Interest,,11.0
NAUKRI,Mar 2023,Interest,,18.0
NAUKRI,Mar 2024,Interest,,35.0
NAUKRI,Mar 2025,Interest,,36.0
NAUKRI,Mar 2026,Interest,,27.0
NAUKRI,Mar 2015,Depreciation,,47.0
NAUKRI,Mar 2016,Depreciation,,24.0
NAUKRI,Mar 2017,Depreciation,,33.0
NAUKRI,Mar 2018,Depreciation,,30.0
NAUKRI,Mar 2019,Depreciation,,22.0
NAUKRI,Mar 2020,Depreciation,,48.0
NAUKRI,Mar 2021,Depreciation,,45.0
NAUKRI,Mar 2022,Depreciation,,45.0
NAUKRI,Mar 2023,Depreciation,,73.0
NAUKRI,Mar 2024,Depreciation,,101.0
NAUKRI,Mar 2025,Depreciation,,113.0
NAUKRI,Mar 2026,Depreciation,,123.0
NAUKRI,Mar 2015,Profit before tax,,60.0
NAUKRI,Mar 2016,Profit before tax,,175.0
NAUKRI,Mar 2017,Profit before tax,,5.0
NAUKRI,Mar 2018,Profit before tax,,585.0
NAUKRI,Mar 2019,Profit before tax,,716.0
NAUKRI,Mar 2020,Profit before tax,,-126.0
NAUKRI,Mar 2021,Profit before tax,,1602.0
NAUKRI,Mar 2022,Profit before tax,,14200.0
NAUKRI,Mar 2023,Profit before tax,,141.0
NAUKRI,Mar 2024,Profit before tax,,878.0
NAUKRI,Mar 2025,Profit before tax,,1945.0
NAUKRI,Mar 2026,Profit before tax,,2121.0
NAUKRI,Mar 2015,Tax %,,124.0
NAUKRI,Mar 2016,Tax %,,33.0
NAUKRI,Mar 2017,Tax %,,935.0
NAUKRI,Mar 2018,Tax %,,14.0
NAUKRI,Mar 2019,Tax %,,17.0
NAUKRI,Mar 2020,Tax %,,95.0
NAUKRI,Mar 2021,Tax %,,12.0
NAUKRI,Mar 2022,Tax %,,9.0
NAUKRI,Mar 2023,Tax %,,150.0
NAUKRI,Mar 2024,Tax %,,32.0
NAUKRI,Mar 2025,Tax %,,33.0
NAUKRI,Mar 2026,Tax %,,17.0
NAUKRI,Mar 2015,Net Profit,,-14.0
NAUKRI,Mar 2016,Net Profit,,118.0
NAUKRI,Mar 2017,Net Profit,,-43.0
NAUKRI,Mar 2018,Net Profit,,501.0
NAUKRI,Mar 2019,Net Profit,,592.0
NAUKRI,Mar 2020,Net Profit,,-246.0
NAUKRI,Mar 2021,Net Profit,,1418.0
NAUKRI,Mar 2022,Net Profit,,12882.0
NAUKRI,Mar 2023,Net Profit,,-70.0
NAUKRI,Mar 2024,Net Profit,,595.0
NAUKRI,Mar 2025,Net Profit,,1310.0
NAUKRI,Mar 2026,Net Profit,,1763.0
NAUKRI,Mar 2015,EPS in Rs,,0.4
NAUKRI,Mar 2016,EPS in Rs,,2.24
NAUKRI,Mar 2017,EPS in Rs,,-0.39
NAUKRI,Mar 2018,EPS in Rs,,8.41
NAUKRI,Mar 2019,EPS in Rs,,9.89
NAUKRI,Mar 2020,EPS in Rs,,-3.88
NAUKRI,Mar 2021,EPS in Rs,,22.0
NAUKRI,Mar 2022,EPS in Rs,,198.16
NAUKRI,Mar 2023,EPS in Rs,,-1.66
NAUKRI,Mar 2024,EPS in Rs,,8.89
NAUKRI,Mar 2025,EPS in Rs,,14.85
NAUKRI,Mar 2026,EPS in Rs,,22.36
NAUKRI,Mar 2015,Dividend Payout %,,150.0
NAUKRI,Mar 2016,Dividend Payout %,,27.0
NAUKRI,Mar 2017,Dividend Payout %,,-230.0
NAUKRI,Mar 2018,Dividend Payout %,,13.0
NAUKRI,Mar 2019,Dividend Payout %,,12.0
NAUKRI,Mar 2020,Dividend Payout %,,-31.0
NAUKRI,Mar 2021,Dividend Payout %,,7.0
NAUKRI,Mar 2022,Dividend Payout %,,1.0
NAUKRI,Mar 2023,Dividend Payout %,,-228.0
NAUKRI,Mar 2024,Dividend Payout %,,49.0
NAUKRI,Mar 2025,Dividend Payout %,,40.0
NAUKRI,Mar 2026,Dividend Payout %,,38.0
NAUKRI,Mar 2015,Sales Growth %,Sales,29.14
NAUKRI,Mar 2016,Sales Growth %,Sales,2.05
NAUKRI,Mar 2017,Sales Growth %,Sales,18.74
NAUKRI,Mar 2018,Sales Growth %,Sales,11.33
NAUKRI,Mar 2019,Sales Growth %,Sales,16.46
NAUKRI,Mar 2020,Sales Growth %,Sales,13.99
NAUKRI,Mar 2021,Sales Growth %,Sales,-14.02
NAUKRI,Mar 2022,Sales Growth %,Sales,40.87
NAUKRI,Mar 2023,Sales Growth %,Sales,47.62
NAUKRI,Mar 2024,Sales Growth %,Sales,8.13
NAUKRI,Mar 2025,Sales Growth %,Sales,12.35
NAUKRI,Mar 2026,Sales Growth %,Sales,15.27
NAUKRI,Mar 2015,Material Cost %,Expenses,0.0
NAUKRI,Mar 2016,Material Cost %,Expenses,0.0
NAUKRI,Mar 2017,Material Cost %,Expenses,1.32
NAUKRI,Mar 2018,Material Cost %,Expenses,1.23
NAUKRI,Mar 2019,Material Cost %,Expenses,0.77
NAUKRI,Mar 2020,Material Cost %,Expenses,0.16
NAUKRI,Mar 2021,Material Cost %,Expenses,0.0
NAUKRI,Mar 2022,Material Cost %,Expenses,0.0
NAUKRI,Mar 2023,Material Cost %,Expenses,0.0
NAUKRI,Mar 2024,Material Cost %,Expenses,0.0
NAUKRI,Mar 2025,Material Cost %,Expenses,0.0
NAUKRI,Mar 2026,Material Cost %,Expenses,0.0
NAUKRI,Mar 2015,Manufacturing Cost %,Expenses,7.01
NAUKRI,Mar 2016,Manufacturing Cost %,Expenses,5.64
NAUKRI,Mar 2017,Manufacturing Cost %,Expenses,4.38
NAUKRI,Mar 2018,Manufacturing Cost %,Expenses,3.54
NAUKRI,Mar 2019,Manufacturing Cost %,Expenses,3.78
NAUKRI,Mar 2020,Manufacturing Cost %,Expenses,3.56
NAUKRI,Mar 2021,Manufacturing Cost %,Expenses,3.51
NAUKRI,Mar 2022,Manufacturing Cost %,Expenses,2.94
NAUKRI,Mar 2023,Manufacturing Cost %,Expenses,3.52
NAUKRI,Mar 2024,Manufacturing Cost %,Expenses,4.01
NAUKRI,Mar 2025,Manufacturing Cost %,Expenses,3.67
NAUKRI,Mar 2026,Manufacturing Cost %,Expenses,0.0
NAUKRI,Mar 2015,Employee Cost %,Expenses,56.53
NAUKRI,Mar 2016,Employee Cost %,Expenses,51.15
NAUKRI,Mar 2017,Employee Cost %,Expenses,51.43
NAUKRI,Mar 2018,Employee Cost %,Expenses,46.41
NAUKRI,Mar 2019,Employee Cost %,Expenses,44.31
NAUKRI,Mar 2020,Employee Cost %,Expenses,44.56
NAUKRI,Mar 2021,Employee Cost %,Expenses,50.3
NAUKRI,Mar 2022,Employee Cost %,Expenses,46.97
NAUKRI,Mar 2023,Employee Cost %,Expenses,46.78
NAUKRI,Mar 2024,Employee Cost %,Expenses,44.48
NAUKRI,Mar 2025,Employee Cost %,Expenses,43.35
NAUKRI,Mar 2026,Employee Cost %,Expenses,40.84
NAUKRI,Mar 2015,Other Cost %,Expenses,33.57
NAUKRI,Mar 2016,Other Cost %,Expenses,31.04
NAUKRI,Mar 2017,Other Cost %,Expenses,43.83
NAUKRI,Mar 2018,Other Cost %,Expenses,26.66
NAUKRI,Mar 2019,Other Cost %,Expenses,50.39
NAUKRI,Mar 2020,Other Cost %,Expenses,78.4
NAUKRI,Mar 2021,Other Cost %,Expenses,39.59
NAUKRI,Mar 2022,Other Cost %,Expenses,22.02
NAUKRI,Mar 2023,Other Cost %,Expenses,34.85
NAUKRI,Mar 2024,Other Cost %,Expenses,23.46
NAUKRI,Mar 2025,Other Cost %,Expenses,22.31
NAUKRI,Mar 2026,Other Cost %,Expenses,23.47
NAUKRI,Mar 2015,Profit from Associates,Net Profit,-0.0
NAUKRI,Mar 2016,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2017,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2018,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2019,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2020,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2021,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2022,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2023,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2024,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2025,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2026,Profit from Associates,Net Profit,0.0
NAUKRI,Mar 2015,Minority share,Net Profit,39.0
NAUKRI,Mar 2016,Minority share,Net Profit,18.0
NAUKRI,Mar 2017,Minority share,Net Profit,19.0
NAUKRI,Mar 2018,Minority share,Net Profit,11.0
NAUKRI,Mar 2019,Minority share,Net Profit,11.0
NAUKRI,Mar 2020,Minority share,Net Profit,8.0
NAUKRI,Mar 2021,Minority share,Net Profit,-2.0
NAUKRI,Mar 2022,Minority share,Net Profit,-123.0
NAUKRI,Mar 2023,Minority share,Net Profit,-37.0
NAUKRI,Mar 2024,Minority share,Net Profit,-19.0
NAUKRI,Mar 2025,Minority share,Net Profit,-348.0
NAUKRI,Mar 2026,Minority share,Net Profit,-313.0
NAUKRI,Mar 2015,Exceptional items AT,Net Profit,-10.0
NAUKRI,Mar 2016,Exceptional items AT,Net Profit,-17.0
NAUKRI,Mar 2017,Exceptional items AT,Net Profit,45.0
NAUKRI,Mar 2018,Exceptional items AT,Net Profit,260.0
NAUKRI,Mar 2019,Exceptional items AT,Net Profit,522.0
NAUKRI,Mar 2020,Exceptional items AT,Net Profit,73.0
NAUKRI,Mar 2021,Exceptional items AT,Net Profit,1289.0
NAUKRI,Mar 2022,Exceptional items AT,Net Profit,10387.0
NAUKRI,Mar 2023,Exceptional items AT,Net Profit,181.0
NAUKRI,Mar 2024,Exceptional items AT,Net Profit,45.0
NAUKRI,Mar 2025,Exceptional items AT,Net Profit,795.0
NAUKRI,Mar 2026,Exceptional items AT,Net Profit,32.0
NAUKRI,Mar 2015,Profit excl Excep,Net Profit,-4.0
NAUKRI,Mar 2016,Profit excl Excep,Net Profit,135.0
NAUKRI,Mar 2017,Profit excl Excep,Net Profit,-88.0
NAUKRI,Mar 2018,Profit excl Excep,Net Profit,241.0
NAUKRI,Mar 2019,Profit excl Excep,Net Profit,70.0
NAUKRI,Mar 2020,Profit excl Excep,Net Profit,-319.0
NAUKRI,Mar 2021,Profit excl Excep,Net Profit,129.0
NAUKRI,Mar 2022,Profit excl Excep,Net Profit,2495.0
NAUKRI,Mar 2023,Profit excl Excep,Net Profit,-251.0
NAUKRI,Mar 2024,Profit excl Excep,Net Profit,550.0
NAUKRI,Mar 2025,Profit excl Excep,Net Profit,515.0
NAUKRI,Mar 2026,Profit excl Excep,Net Profit,1731.0
NAUKRI,Mar 2015,Profit for PE,Net Profit,34.0
NAUKRI,Mar 2016,Profit for PE,Net Profit,152.0
NAUKRI,Mar 2017,Profit for PE,Net Profit,-49.0
NAUKRI,Mar 2018,Profit for PE,Net Profit,252.0
NAUKRI,Mar 2019,Profit for PE,Net Profit,82.0
NAUKRI,Mar 2020,Profit for PE,Net Profit,-308.0
NAUKRI,Mar 2021,Profit for PE,Net Profit,128.0
NAUKRI,Mar 2022,Profit for PE,Net Profit,2471.0
NAUKRI,Mar 2023,Profit for PE,Net Profit,-288.0
NAUKRI,Mar 2024,Profit for PE,Net Profit,532.0
NAUKRI,Mar 2025,Profit for PE,Net Profit,379.0
NAUKRI,Mar 2026,Profit for PE,Net Profit,1423.0
NAUKRI,Mar 2015,Profit for EPS,Net Profit,24.0
NAUKRI,Mar 2016,Profit for EPS,Net Profit,136.0
NAUKRI,Mar 2017,Profit for EPS,Net Profit,-24.0
NAUKRI,Mar 2018,Profit for EPS,Net Profit,512.0
NAUKRI,Mar 2019,Profit for EPS,Net Profit,604.0
NAUKRI,Mar 2020,Profit for EPS,Net Profit,-238.0
NAUKRI,Mar 2021,Profit for EPS,Net Profit,1416.0
NAUKRI,Mar 2022,Profit for EPS,Net Profit,12760.0
NAUKRI,Mar 2023,Profit for EPS,Net Profit,-107.0
NAUKRI,Mar 2024,Profit for EPS,Net Profit,575.0
NAUKRI,Mar 2025,Profit for EPS,Net Profit,962.0
NAUKRI,Mar 2026,Profit for EPS,Net Profit,1450.0
NAUKRI,Mar 2015,Profit Growth %,Net Profit,-59.0
NAUKRI,Mar 2016,Profit Growth %,Net Profit,344.0
NAUKRI,Mar 2017,Profit Growth %,Net Profit,-132.0
NAUKRI,Mar 2018,Profit Growth %,Net Profit,618.0
NAUKRI,Mar 2019,Profit Growth %,Net Profit,-68.0
NAUKRI,Mar 2020,Profit Growth %,Net Profit,-477.0
NAUKRI,Mar 2021,Profit Growth %,Net Profit,142.0
NAUKRI,Mar 2022,Profit Growth %,Net Profit,1824.0
NAUKRI,Mar 2023,Profit Growth %,Net Profit,-112.0
NAUKRI,Mar 2024,Profit Growth %,Net Profit,285.0
NAUKRI,Mar 2025,Profit Growth %,Net Profit,-29.0
NAUKRI,Mar 2026,Profit Growth %,Net Profit,276.0
INFY,Mar 2015,Sales,,47300.0
INFY,Mar 2016,Sales,,53983.0
INFY,Mar 2017,Sales,,59289.0
INFY,Mar 2018,Sales,,61941.0
INFY,Mar 2019,Sales,,73107.0
INFY,Mar 2020,Sales,,79047.0
INFY,Mar 2021,Sales,,85912.0
INFY,Mar 2022,Sales,,103940.0
INFY,Mar 2023,Sales,,124014.0
INFY,Mar 2024,Sales,,128933.0
INFY,Mar 2025,Sales,,136592.0
INFY,Mar 2026,Sales,,148819.0
INFY,Mar 2015,Expenses,,33330.0
INFY,Mar 2016,Expenses,,38274.0
INFY,Mar 2017,Expenses,,42082.0
INFY,Mar 2018,Expenses,,44644.0
INFY,Mar 2019,Expenses,,54433.0
INFY,Mar 2020,Expenses,,59012.0
INFY,Mar 2021,Expenses,,61455.0
INFY,Mar 2022,Expenses,,76112.0
INFY,Mar 2023,Expenses,,93320.0
INFY,Mar 2024,Expenses,,97176.0
INFY,Mar 2025,Expenses,,103093.0
INFY,Mar 2026,Expenses,,112806.0
INFY,Mar 2015,Operating Profit,,13970.0
INFY,Mar 2016,Operating Profit,,15709.0
INFY,Mar 2017,Operating Profit,,17207.0
INFY,Mar 2018,Operating Profit,,17297.0
INFY,Mar 2019,Operating Profit,,18674.0
INFY,Mar 2020,Operating Profit,,20035.0
INFY,Mar 2021,Operating Profit,,24457.0
INFY,Mar 2022,Operating Profit,,27828.0
INFY,Mar 2023,Operating Profit,,30694.0
INFY,Mar 2024,Operating Profit,,31757.0
INFY,Mar 2025,Operating Profit,,33499.0
INFY,Mar 2026,Operating Profit,,36013.0
INFY,Mar 2015,OPM %,,30.0
INFY,Mar 2016,OPM %,,29.0
INFY,Mar 2017,OPM %,,29.0
INFY,Mar 2018,OPM %,,28.0
INFY,Mar 2019,OPM %,,26.0
INFY,Mar 2020,OPM %,,25.0
INFY,Mar 2021,OPM %,,28.0
INFY,Mar 2022,OPM %,,27.0
INFY,Mar 2023,OPM %,,25.0
INFY,Mar 2024,OPM %,,25.0
INFY,Mar 2025,OPM %,,25.0
INFY,Mar 2026,OPM %,,24.0
INFY,Mar 2015,Other Income,,3749.0
INFY,Mar 2016,Other Income,,3006.0
INFY,Mar 2017,Other Income,,3062.0
INFY,Mar 2018,Other Income,,4019.0
INFY,Mar 2019,Other Income,,2852.0
INFY,Mar 2020,Other Income,,2700.0
INFY,Mar 2021,Other Income,,2467.0
INFY,Mar 2022,Other Income,,3224.0
INFY,Mar 2023,Other Income,,3859.0
INFY,Mar 2024,Other Income,,7417.0
INFY,Mar 2025,Other Income,,4782.0
INFY,Mar 2026,Other Income,,5345.0
INFY,Mar 2015,Interest,,8.0
INFY,Mar 2016,Interest,,0.0
INFY,Mar 2017,Interest,,0.0
INFY,Mar 2018,Interest,,0.0
INFY,Mar 2019,Interest,,0.0
INFY,Mar 2020,Interest,,114.0
INFY,Mar 2021,Interest,,126.0
INFY,Mar 2022,Interest,,128.0
INFY,Mar 2023,Interest,,157.0
INFY,Mar 2024,Interest,,277.0
INFY,Mar 2025,Interest,,221.0
INFY,Mar 2026,Interest,,207.0
INFY,Mar 2015,Depreciation,,913.0
INFY,Mar 2016,Depreciation,,1115.0
INFY,Mar 2017,Depreciation,,1331.0
INFY,Mar 2018,Depreciation,,1408.0
INFY,Mar 2019,Depreciation,,1599.0
INFY,Mar 2020,Depreciation,,2144.0
INFY,Mar 2021,Depreciation,,2321.0
INFY,Mar 2022,Depreciation,,2429.0
INFY,Mar 2023,Depreciation,,2753.0
INFY,Mar 2024,Depreciation,,2944.0
INFY,Mar 2025,Depreciation,,2619.0
INFY,Mar 2026,Depreciation,,2394.0
INFY,Mar 2015,Profit before tax,,16798.0
INFY,Mar 2016,Profit before tax,,17600.0
INFY,Mar 2017,Profit before tax,,18938.0
INFY,Mar 2018,Profit before tax,,19908.0
INFY,Mar 2019,Profit before tax,,19927.0
INFY,Mar 2020,Profit before tax,,20477.0
INFY,Mar 2021,Profit before tax,,24477.0
INFY,Mar 2022,Profit before tax,,28495.0
INFY,Mar 2023,Profit before tax,,31643.0
INFY,Mar 2024,Profit before tax,,35953.0
INFY,Mar 2025,Profit before tax,,35441.0
INFY,Mar 2026,Profit before tax,,38757.0
INFY,Mar 2015,Tax %,,28.0
INFY,Mar 2016,Tax %,,28.0
INFY,Mar 2017,Tax %,,27.0
INFY,Mar 2018,Tax %,,19.0
INFY,Mar 2019,Tax %,,26.0
INFY,Mar 2020,Tax %,,24.0
INFY,Mar 2021,Tax %,,26.0
INFY,Mar 2022,Tax %,,25.0
INFY,Mar 2023,Tax %,,26.0
INFY,Mar 2024,Tax %,,24.0
INFY,Mar 2025,Tax %,,28.0
INFY,Mar 2026,Tax %,,25.0
INFY,Mar 2015,Net Profit,,12164.0
INFY,Mar 2016,Net Profit,,12693.0
INFY,Mar 2017,Net Profit,,13818.0
INFY,Mar 2018,Net Profit,,16155.0
INFY,Mar 2019,Net Profit,,14702.0
INFY,Mar 2020,Net Profit,,15543.0
INFY,Mar 2021,Net Profit,,18048.0
INFY,Mar 2022,Net Profit,,21235.0
INFY,Mar 2023,Net Profit,,23268.0
INFY,Mar 2024,Net Profit,,27234.0
INFY,Mar 2025,Net Profit,,25568.0
INFY,Mar 2026,Net Profit,,29211.0
INFY,Mar 2015,EPS in Rs,,26.48
INFY,Mar 2016,EPS in Rs,,27.63
INFY,Mar 2017,EPS in Rs,,30.08
INFY,Mar 2018,EPS in Rs,,36.98
INFY,Mar 2019,EPS in Rs,,33.65
INFY,Mar 2020,EPS in Rs,,36.49
INFY,Mar 2021,EPS in Rs,,42.36
INFY,Mar 2022,EPS in Rs,,50.48
INFY,Mar 2023,EPS in Rs,,56.09
INFY,Mar 2024,EPS in Rs,,65.61
INFY,Mar 2025,EPS in Rs,,61.56
INFY,Mar 2026,EPS in Rs,,72.03
INFY,Mar 2015,Dividend Payout %,,56.0
INFY,Mar 2016,Dividend Payout %,,44.0
INFY,Mar 2017,Dividend Payout %,,43.0
INFY,Mar 2018,Dividend Payout %,,59.0
INFY,Mar 2019,Dividend Payout %,,64.0
INFY,Mar 2020,Dividend Payout %,,48.0
INFY,Mar 2021,Dividend Payout %,,64.0
INFY,Mar 2022,Dividend Payout %,,61.0
INFY,Mar 2023,Dividend Payout %,,61.0
INFY,Mar 2024,Dividend Payout %,,70.0
INFY,Mar 2025,Dividend Payout %,,70.0
INFY,Mar 2026,Dividend Payout %,,67.0
INFY,Mar 2015,Sales Growth %,Sales,6.67
INFY,Mar 2016,Sales Growth %,Sales,14.13
INFY,Mar 2017,Sales Growth %,Sales,9.83
INFY,Mar 2018,Sales Growth %,Sales,4.47
INFY,Mar 2019,Sales Growth %,Sales,18.03
INFY,Mar 2020,Sales Growth %,Sales,8.13
INFY,Mar 2021,Sales Growth %,Sales,8.68
INFY,Mar 2022,Sales Growth %,Sales,20.98
INFY,Mar 2023,Sales Growth %,Sales,19.31
INFY,Mar 2024,Sales Growth %,Sales,3.97
INFY,Mar 2025,Sales Growth %,Sales,5.94
INFY,Mar 2026,Sales Growth %,Sales,8.95
INFY,Mar 2015,Manufacturing Cost %,Expenses,10.03
INFY,Mar 2016,Manufacturing Cost %,Expenses,12.13
INFY,Mar 2017,Manufacturing Cost %,Expenses,12.36
INFY,Mar 2018,Manufacturing Cost %,Expenses,12.67
INFY,Mar 2019,Manufacturing Cost %,Expenses,14.43
INFY,Mar 2020,Manufacturing Cost %,Expenses,14.61
INFY,Mar 2021,Manufacturing Cost %,Expenses,14.88
INFY,Mar 2022,Manufacturing Cost %,Expenses,19.47
INFY,Mar 2023,Manufacturing Cost %,Expenses,20.51
INFY,Mar 2024,Manufacturing Cost %,Expenses,20.69
INFY,Mar 2025,Manufacturing Cost %,Expenses,22.08
INFY,Mar 2026,Manufacturing Cost %,Expenses,22.19
INFY,Mar 2015,Employee Cost %,Expenses,53.11
INFY,Mar 2016,Employee Cost %,Expenses,52.27
INFY,Mar 2017,Employee Cost %,Expenses,52.21
INFY,Mar 2018,Employee Cost %,Expenses,52.44
INFY,Mar 2019,Employee Cost %,Expenses,52.39
INFY,Mar 2020,Employee Cost %,Expenses,53.69
INFY,Mar 2021,Employee Cost %,Expenses,52.59
INFY,Mar 2022,Employee Cost %,Expenses,49.72
INFY,Mar 2023,Employee Cost %,Expenses,50.62
INFY,Mar 2024,Employee Cost %,Expenses,50.53
INFY,Mar 2025,Employee Cost %,Expenses,49.41
INFY,Mar 2026,Employee Cost %,Expenses,49.23
INFY,Mar 2015,Other Cost %,Expenses,7.32
INFY,Mar 2016,Other Cost %,Expenses,6.51
INFY,Mar 2017,Other Cost %,Expenses,6.41
INFY,Mar 2018,Other Cost %,Expenses,6.96
INFY,Mar 2019,Other Cost %,Expenses,7.64
INFY,Mar 2020,Other Cost %,Expenses,6.36
INFY,Mar 2021,Other Cost %,Expenses,4.06
INFY,Mar 2022,Other Cost %,Expenses,4.04
INFY,Mar 2023,Other Cost %,Expenses,4.12
INFY,Mar 2024,Other Cost %,Expenses,4.14
INFY,Mar 2025,Other Cost %,Expenses,3.99
INFY,Mar 2026,Other Cost %,Expenses,4.38
INFY,Mar 2015,Exceptional items AT,Net Profit,306.0
INFY,Mar 2016,Exceptional items AT,Net Profit,0.0
INFY,Mar 2017,Exceptional items AT,Net Profit,162.0
INFY,Mar 2018,Exceptional items AT,Net Profit,181.0
INFY,Mar 2019,Exceptional items AT,Net Profit,129.0
INFY,Mar 2020,Exceptional items AT,Net Profit,140.0
INFY,Mar 2021,Exceptional items AT,Net Profit,52.0
INFY,Mar 2022,Exceptional items AT,Net Profit,0.0
INFY,Mar 2023,Exceptional items AT,Net Profit,0.0
INFY,Mar 2024,Exceptional items AT,Net Profit,0.0
INFY,Mar 2025,Exceptional items AT,Net Profit,5.0
INFY,Mar 2026,Exceptional items AT,Net Profit,-778.0
INFY,Mar 2015,Profit excl Excep,Net Profit,11858.0
INFY,Mar 2016,Profit excl Excep,Net Profit,12693.0
INFY,Mar 2017,Profit excl Excep,Net Profit,13656.0
INFY,Mar 2018,Profit excl Excep,Net Profit,15974.0
INFY,Mar 2019,Profit excl Excep,Net Profit,14573.0
INFY,Mar 2020,Profit excl Excep,Net Profit,15403.0
INFY,Mar 2021,Profit excl Excep,Net Profit,17996.0
INFY,Mar 2022,Profit excl Excep,Net Profit,21235.0
INFY,Mar 2023,Profit excl Excep,Net Profit,23268.0
INFY,Mar 2024,Profit excl Excep,Net Profit,27234.0
INFY,Mar 2025,Profit excl Excep,Net Profit,25563.0
INFY,Mar 2026,Profit excl Excep,Net Profit,29989.0
INFY,Mar 2015,Profit for PE,Net Profit,11858.0
INFY,Mar 2016,Profit for PE,Net Profit,12693.0
INFY,Mar 2017,Profit for PE,Net Profit,13656.0
INFY,Mar 2018,Profit for PE,Net Profit,15974.0
