nse_symbol,year,metric,value
AARTIDRUGS,Mar 2020,Days Payable,104.0
AARTIDRUGS,Mar 2021,Days Payable,93.0
AARTIDRUGS,Mar 2022,Days Payable,103.0
AARTIDRUGS,Mar 2023,Days Payable,94.0
AARTIDRUGS,Mar 2024,Days Payable,94.0
AARTIDRUGS,Mar 2025,Days Payable,100.0
AARTIDRUGS,Mar 2026,Days Payable,108.0
AARTIDRUGS,Mar 2015,Cash Conversion Cycle,104.0
AARTIDRUGS,Mar 2016,Cash Conversion Cycle,103.0
AARTIDRUGS,Mar 2017,Cash Conversion Cycle,97.0
AARTIDRUGS,Mar 2018,Cash Conversion Cycle,119.0
AARTIDRUGS,Mar 2019,Cash Conversion Cycle,109.0
AARTIDRUGS,Mar 2020,Cash Conversion Cycle,97.0
AARTIDRUGS,Mar 2021,Cash Conversion Cycle,118.0
AARTIDRUGS,Mar 2022,Cash Conversion Cycle,123.0
AARTIDRUGS,Mar 2023,Cash Conversion Cycle,123.0
AARTIDRUGS,Mar 2024,Cash Conversion Cycle,115.0
AARTIDRUGS,Mar 2025,Cash Conversion Cycle,129.0
AARTIDRUGS,Mar 2026,Cash Conversion Cycle,121.0
AARTIDRUGS,Mar 2015,Working Capital Days,14.0
AARTIDRUGS,Mar 2016,Working Capital Days,19.0
AARTIDRUGS,Mar 2017,Working Capital Days,22.0
AARTIDRUGS,Mar 2018,Working Capital Days,33.0
AARTIDRUGS,Mar 2019,Working Capital Days,44.0
AARTIDRUGS,Mar 2020,Working Capital Days,54.0
AARTIDRUGS,Mar 2021,Working Capital Days,77.0
AARTIDRUGS,Mar 2022,Working Capital Days,63.0
AARTIDRUGS,Mar 2023,Working Capital Days,72.0
AARTIDRUGS,Mar 2024,Working Capital Days,74.0
AARTIDRUGS,Mar 2025,Working Capital Days,76.0
AARTIDRUGS,Mar 2026,Working Capital Days,76.0
AARTIDRUGS,Mar 2015,ROCE %,18.0
AARTIDRUGS,Mar 2016,ROCE %,18.0
AARTIDRUGS,Mar 2017,ROCE %,17.0
AARTIDRUGS,Mar 2018,ROCE %,17.0
AARTIDRUGS,Mar 2019,ROCE %,21.0
AARTIDRUGS,Mar 2020,ROCE %,34.0
AARTIDRUGS,Mar 2021,ROCE %,21.0
AARTIDRUGS,Mar 2022,ROCE %,15.0
AARTIDRUGS,Mar 2023,ROCE %,15.0
AARTIDRUGS,Mar 2024,ROCE %,13.0
AARTIDRUGS,Mar 2025,ROCE %,12.0
AARTIDRUGS,Mar 2026,ROCE %,
AARTIIND,Mar 2015,Debtor Days,55.0
AARTIIND,Mar 2016,Debtor Days,64.0
AARTIIND,Mar 2017,Debtor Days,61.0
AARTIIND,Mar 2018,Debtor Days,63.0
AARTIIND,Mar 2019,Debtor Days,68.0
AARTIIND,Mar 2020,Debtor Days,66.0
AARTIIND,Mar 2021,Debtor Days,64.0
AARTIIND,Mar 2022,Debtor Days,65.0
AARTIIND,Mar 2023,Debtor Days,52.0
AARTIIND,Mar 2024,Debtor Days,49.0
AARTIIND,Mar 2025,Debtor Days,39.0
AARTIIND,Mar 2026,Debtor Days,62.0
AARTIIND,Mar 2015,Inventory Days,123.0
AARTIIND,Mar 2016,Inventory Days,108.0
AARTIIND,Mar 2017,Inventory Days,136.0
AARTIIND,Mar 2018,Inventory Days,144.0
AARTIIND,Mar 2019,Inventory Days,152.0
AARTIIND,Mar 2020,Inventory Days,174.0
AARTIIND,Mar 2021,Inventory Days,190.0
AARTIIND,Mar 2022,Inventory Days,143.0
AARTIIND,Mar 2023,Inventory Days,115.0
AARTIIND,Mar 2024,Inventory Days,121.0
AARTIIND,Mar 2025,Inventory Days,126.0
AARTIIND,Mar 2026,Inventory Days,118.0
AARTIIND,Mar 2015,Days Payable,55.0
AARTIIND,Mar 2016,Days Payable,67.0
AARTIIND,Mar 2017,Days Payable,71.0
AARTIIND,Mar 2018,Days Payable,69.0
AARTIIND,Mar 2019,Days Payable,55.0
AARTIIND,Mar 2020,Days Payable,72.0
AARTIIND,Mar 2021,Days Payable,117.0
AARTIIND,Mar 2022,Days Payable,53.0
AARTIIND,Mar 2023,Days Payable,24.0
AARTIIND,Mar 2024,Days Payable,76.0
AARTIIND,Mar 2025,Days Payable,107.0
AARTIIND,Mar 2026,Days Payable,126.0
AARTIIND,Mar 2015,Cash Conversion Cycle,123.0
AARTIIND,Mar 2016,Cash Conversion Cycle,105.0
AARTIIND,Mar 2017,Cash Conversion Cycle,125.0
AARTIIND,Mar 2018,Cash Conversion Cycle,138.0
AARTIIND,Mar 2019,Cash Conversion Cycle,165.0
AARTIIND,Mar 2020,Cash Conversion Cycle,168.0
AARTIIND,Mar 2021,Cash Conversion Cycle,137.0
AARTIIND,Mar 2022,Cash Conversion Cycle,155.0
AARTIIND,Mar 2023,Cash Conversion Cycle,143.0
AARTIIND,Mar 2024,Cash Conversion Cycle,94.0
AARTIIND,Mar 2025,Cash Conversion Cycle,58.0
AARTIIND,Mar 2026,Cash Conversion Cycle,54.0
AARTIIND,Mar 2015,Working Capital Days,10.0
AARTIIND,Mar 2016,Working Capital Days,10.0
AARTIIND,Mar 2017,Working Capital Days,-4.0
AARTIIND,Mar 2018,Working Capital Days,6.0
AARTIIND,Mar 2019,Working Capital Days,-14.0
AARTIIND,Mar 2020,Working Capital Days,-14.0
AARTIIND,Mar 2021,Working Capital Days,-36.0
AARTIIND,Mar 2022,Working Capital Days,22.0
AARTIIND,Mar 2023,Working Capital Days,-29.0
AARTIIND,Mar 2024,Working Capital Days,-36.0
AARTIIND,Mar 2025,Working Capital Days,-44.0
AARTIIND,Mar 2026,Working Capital Days,-64.0
AARTIIND,Mar 2015,ROCE %,19.0
AARTIIND,Mar 2016,ROCE %,20.0
AARTIIND,Mar 2017,ROCE %,19.0
AARTIIND,Mar 2018,ROCE %,16.0
AARTIIND,Mar 2019,ROCE %,18.0
AARTIIND,Mar 2020,ROCE %,15.0
AARTIIND,Mar 2021,ROCE %,13.0
AARTIIND,Mar 2022,ROCE %,22.0
AARTIIND,Mar 2023,ROCE %,10.0
AARTIIND,Mar 2024,ROCE %,7.0
AARTIIND,Mar 2025,ROCE %,6.0
AARTIIND,Mar 2026,ROCE %,7.0
AARTIPHARM,Mar 2021,Debtor Days,115.0
AARTIPHARM,Mar 2022,Debtor Days,84.0
AARTIPHARM,Mar 2023,Debtor Days,102.0
AARTIPHARM,Mar 2024,Debtor Days,99.0
AARTIPHARM,Mar 2025,Debtor Days,117.0
AARTIPHARM,Mar 2026,Debtor Days,
AARTIPHARM,Mar 2021,Inventory Days,272.0
AARTIPHARM,Mar 2022,Inventory Days,188.0
AARTIPHARM,Mar 2023,Inventory Days,230.0
AARTIPHARM,Mar 2024,Inventory Days,190.0
AARTIPHARM,Mar 2025,Inventory Days,280.0
AARTIPHARM,Mar 2026,Inventory Days,
AARTIPHARM,Mar 2021,Days Payable,123.0
AARTIPHARM,Mar 2022,Days Payable,106.0
AARTIPHARM,Mar 2023,Days Payable,135.0
AARTIPHARM,Mar 2024,Days Payable,90.0
AARTIPHARM,Mar 2025,Days Payable,146.0
AARTIPHARM,Mar 2026,Days Payable,
AARTIPHARM,Mar 2021,Cash Conversion Cycle,264.0
AARTIPHARM,Mar 2022,Cash Conversion Cycle,166.0
AARTIPHARM,Mar 2023,Cash Conversion Cycle,197.0
AARTIPHARM,Mar 2024,Cash Conversion Cycle,200.0
AARTIPHARM,Mar 2025,Cash Conversion Cycle,251.0
AARTIPHARM,Mar 2026,Cash Conversion Cycle,
AARTIPHARM,Mar 2021,Working Capital Days,111.0
AARTIPHARM,Mar 2022,Working Capital Days,94.0
AARTIPHARM,Mar 2023,Working Capital Days,110.0
AARTIPHARM,Mar 2024,Working Capital Days,105.0
AARTIPHARM,Mar 2025,Working Capital Days,90.0
AARTIPHARM,Mar 2026,Working Capital Days,
AARTIPHARM,Mar 2021,ROCE %,19.0
AARTIPHARM,Mar 2022,ROCE %,16.0
AARTIPHARM,Mar 2023,ROCE %,17.0
AARTIPHARM,Mar 2024,ROCE %,17.0
AARTIPHARM,Mar 2025,ROCE %,11.0
AARTIPHARM,Mar 2026,ROCE %,
AAVAS,Mar 2018,ROE %,8.0
AAVAS,Mar 2019,ROE %,12.0
AAVAS,Mar 2020,ROE %,13.0
AAVAS,Mar 2021,ROE %,13.0
AAVAS,Mar 2022,ROE %,14.0
AAVAS,Mar 2023,ROE %,14.0
AAVAS,Mar 2024,ROE %,14.0
ABB,Dec 2011,Debtor Days,152.0
ABB,Dec 2012,Debtor Days,157.0
ABB,Dec 2024,Debtor Days,89.0
ABB,Dec 2025,Debtor Days,88.0
ABB,Dec 2011,Inventory Days,69.0
ABB,Dec 2012,Inventory Days,68.0
ABB,Dec 2024,Inventory Days,96.0
ABB,Dec 2025,Inventory Days,98.0
ABB,Dec 2011,Days Payable,146.0
ABB,Dec 2012,Days Payable,141.0
ABB,Dec 2024,Days Payable,173.0
ABB,Dec 2025,Days Payable,165.0
ABB,Dec 2011,Cash Conversion Cycle,75.0
ABB,Dec 2012,Cash Conversion Cycle,84.0
ABB,Dec 2024,Cash Conversion Cycle,13.0
ABB,Dec 2025,Cash Conversion Cycle,21.0
ABB,Dec 2011,Working Capital Days,39.0
ABB,Dec 2012,Working Capital Days,43.0
ABB,Dec 2024,Working Capital Days,-1.0
ABB,Dec 2025,Working Capital Days,5.0
ABB,Dec 2011,ROCE %,10.0
ABB,Dec 2012,ROCE %,30.0
ABB,Dec 2024,ROCE %,
ABB,Dec 2025,ROCE %,
ABBOTINDIA,Mar 2015,Debtor Days,21.0
ABBOTINDIA,Mar 2016,Debtor Days,20.0
ABBOTINDIA,Mar 2017,Debtor Days,22.0
ABBOTINDIA,Mar 2018,Debtor Days,29.0
ABBOTINDIA,Mar 2019,Debtor Days,27.0
ABBOTINDIA,Mar 2020,Debtor Days,28.0
ABBOTINDIA,Mar 2021,Debtor Days,21.0
ABBOTINDIA,Mar 2022,Debtor Days,21.0
ABBOTINDIA,Mar 2023,Debtor Days,22.0
ABBOTINDIA,Mar 2024,Debtor Days,20.0
ABBOTINDIA,Mar 2025,Debtor Days,22.0
ABBOTINDIA,Mar 2026,Debtor Days,19.0
ABBOTINDIA,Mar 2015,Inventory Days,107.0
ABBOTINDIA,Mar 2016,Inventory Days,91.0
ABBOTINDIA,Mar 2017,Inventory Days,107.0
ABBOTINDIA,Mar 2018,Inventory Days,112.0
ABBOTINDIA,Mar 2019,Inventory Days,106.0
ABBOTINDIA,Mar 2020,Inventory Days,83.0
ABBOTINDIA,Mar 2021,Inventory Days,110.0
ABBOTINDIA,Mar 2022,Inventory Days,94.0
ABBOTINDIA,Mar 2023,Inventory Days,80.0
ABBOTINDIA,Mar 2024,Inventory Days,70.0
ABBOTINDIA,Mar 2025,Inventory Days,92.0
ABBOTINDIA,Mar 2026,Inventory Days,94.0
ABBOTINDIA,Mar 2015,Days Payable,54.0
ABBOTINDIA,Mar 2016,Days Payable,56.0
ABBOTINDIA,Mar 2017,Days Payable,101.0
ABBOTINDIA,Mar 2018,Days Payable,92.0
ABBOTINDIA,Mar 2019,Days Payable,116.0
ABBOTINDIA,Mar 2020,Days Payable,104.0
ABBOTINDIA,Mar 2021,Days Payable,116.0
ABBOTINDIA,Mar 2022,Days Payable,122.0
ABBOTINDIA,Mar 2023,Days Payable,109.0
ABBOTINDIA,Mar 2024,Days Payable,114.0
ABBOTINDIA,Mar 2025,Days Payable,110.0
ABBOTINDIA,Mar 2026,Days Payable,109.0
ABBOTINDIA,Mar 2015,Cash Conversion Cycle,74.0
ABBOTINDIA,Mar 2016,Cash Conversion Cycle,54.0
ABBOTINDIA,Mar 2017,Cash Conversion Cycle,28.0
ABBOTINDIA,Mar 2018,Cash Conversion Cycle,49.0
ABBOTINDIA,Mar 2019,Cash Conversion Cycle,17.0
ABBOTINDIA,Mar 2020,Cash Conversion Cycle,8.0
ABBOTINDIA,Mar 2021,Cash Conversion Cycle,14.0
ABBOTINDIA,Mar 2022,Cash Conversion Cycle,-6.0
ABBOTINDIA,Mar 2023,Cash Conversion Cycle,-8.0
ABBOTINDIA,Mar 2024,Cash Conversion Cycle,-24.0
ABBOTINDIA,Mar 2025,Cash Conversion Cycle,3.0
ABBOTINDIA,Mar 2026,Cash Conversion Cycle,3.0
ABBOTINDIA,Mar 2015,Working Capital Days,30.0
ABBOTINDIA,Mar 2016,Working Capital Days,32.0
ABBOTINDIA,Mar 2017,Working Capital Days,21.0
ABBOTINDIA,Mar 2018,Working Capital Days,63.0
ABBOTINDIA,Mar 2019,Working Capital Days,22.0
ABBOTINDIA,Mar 2020,Working Capital Days,10.0
ABBOTINDIA,Mar 2021,Working Capital Days,4.0
ABBOTINDIA,Mar 2022,Working Capital Days,-7.0
ABBOTINDIA,Mar 2023,Working Capital Days,-8.0
ABBOTINDIA,Mar 2024,Working Capital Days,-14.0
ABBOTINDIA,Mar 2025,Working Capital Days,97.0
ABBOTINDIA,Mar 2026,Working Capital Days,2.0
ABBOTINDIA,Mar 2015,ROCE %,40.0
ABBOTINDIA,Mar 2016,ROCE %,38.0
ABBOTINDIA,Mar 2017,ROCE %,34.0
ABBOTINDIA,Mar 2018,ROCE %,41.0
ABBOTINDIA,Mar 2019,ROCE %,37.0
ABBOTINDIA,Mar 2020,ROCE %,35.0
ABBOTINDIA,Mar 2021,ROCE %,35.0
ABBOTINDIA,Mar 2022,ROCE %,38.0
ABBOTINDIA,Mar 2023,ROCE %,41.0
ABBOTINDIA,Mar 2024,ROCE %,46.0
ABBOTINDIA,Mar 2025,ROCE %,46.0
ABBOTINDIA,Mar 2026,ROCE %,45.0
ABCAPITAL,Mar 2015,ROE %,18.0
ABCAPITAL,Mar 2016,ROE %,23.0
ABCAPITAL,Mar 2017,ROE %,11.0
ABCAPITAL,Mar 2018,ROE %,9.0
ABCAPITAL,Mar 2019,ROE %,10.0
ABCAPITAL,Mar 2020,ROE %,8.0
ABCAPITAL,Mar 2021,ROE %,9.0
ABCAPITAL,Mar 2022,ROE %,12.0
ABCAPITAL,Mar 2023,ROE %,27.0
ABCAPITAL,Mar 2024,ROE %,14.0
ABCAPITAL,Mar 2025,ROE %,11.0
ABCAPITAL,Mar 2026,ROE %,12.0
ABDL,Mar 2020,Debtor Days,114.0
ABDL,Mar 2021,Debtor Days,135.0
ABDL,Mar 2022,Debtor Days,130.0
ABDL,Mar 2023,Debtor Days,111.0
ABDL,Mar 2024,Debtor Days,136.0
ABDL,Mar 2025,Debtor Days,181.0
ABDL,Mar 2026,Debtor Days,168.0
ABDL,Mar 2020,Inventory Days,151.0
ABDL,Mar 2021,Inventory Days,196.0
ABDL,Mar 2022,Inventory Days,153.0
ABDL,Mar 2023,Inventory Days,190.0
ABDL,Mar 2024,Inventory Days,124.0
ABDL,Mar 2025,Inventory Days,196.0
ABDL,Mar 2026,Inventory Days,128.0
ABDL,Mar 2020,Days Payable,172.0
ABDL,Mar 2021,Days Payable,267.0
ABDL,Mar 2022,Days Payable,228.0
ABDL,Mar 2023,Days Payable,189.0
ABDL,Mar 2024,Days Payable,204.0
ABDL,Mar 2025,Days Payable,206.0
ABDL,Mar 2026,Days Payable,137.0
ABDL,Mar 2020,Cash Conversion Cycle,93.0
ABDL,Mar 2021,Cash Conversion Cycle,64.0
ABDL,Mar 2022,Cash Conversion Cycle,54.0
ABDL,Mar 2023,Cash Conversion Cycle,113.0
ABDL,Mar 2024,Cash Conversion Cycle,57.0
ABDL,Mar 2025,Cash Conversion Cycle,172.0
ABDL,Mar 2026,Cash Conversion Cycle,158.0
ABDL,Mar 2020,Working Capital Days,-39.0
ABDL,Mar 2021,Working Capital Days,-52.0
ABDL,Mar 2022,Working Capital Days,-30.0
ABDL,Mar 2023,Working Capital Days,-18.0
ABDL,Mar 2024,Working Capital Days,-20.0
ABDL,Mar 2025,Working Capital Days,67.0
ABDL,Mar 2026,Working Capital Days,54.0
ABDL,Mar 2020,ROCE %,11.0
ABDL,Mar 2021,ROCE %,11.0
ABDL,Mar 2022,ROCE %,12.0
ABDL,Mar 2023,ROCE %,16.0
ABDL,Mar 2024,ROCE %,21.0
ABDL,Mar 2025,ROCE %,18.0
ABDL,Mar 2026,ROCE %,
ABFRL,Mar 2019,Debtor Days,35.0
ABFRL,Mar 2020,Debtor Days,35.0
ABFRL,Mar 2021,Debtor Days,42.0
ABFRL,Mar 2022,Debtor Days,34.0
ABFRL,Mar 2023,Debtor Days,26.0
ABFRL,Mar 2024,Debtor Days,73.0
ABFRL,Mar 2025,Debtor Days,19.0
ABFRL,Mar 2026,Debtor Days,18.0
ABFRL,Mar 2019,Inventory Days,179.0
ABFRL,Mar 2020,Inventory Days,205.0
ABFRL,Mar 2021,Inventory Days,263.0
ABFRL,Mar 2022,Inventory Days,287.0
ABFRL,Mar 2023,Inventory Days,277.0
ABFRL,Mar 2024,Inventory Days,532.0
ABFRL,Mar 2025,Inventory Days,282.0
ABFRL,Mar 2026,Inventory Days,298.0
ABFRL,Mar 2019,Days Payable,223.0
ABFRL,Mar 2020,Days Payable,198.0
ABFRL,Mar 2021,Days Payable,307.0
ABFRL,Mar 2022,Days Payable,335.0
ABFRL,Mar 2023,Days Payable,253.0
ABFRL,Mar 2024,Days Payable,487.0
ABFRL,Mar 2025,Days Payable,258.0
ABFRL,Mar 2026,Days Payable,248.0
ABFRL,Mar 2019,Cash Conversion Cycle,-9.0
ABFRL,Mar 2020,Cash Conversion Cycle,42.0
ABFRL,Mar 2021,Cash Conversion Cycle,-1.0
ABFRL,Mar 2022,Cash Conversion Cycle,-13.0
ABFRL,Mar 2023,Cash Conversion Cycle,50.0
ABFRL,Mar 2024,Cash Conversion Cycle,117.0
ABFRL,Mar 2025,Cash Conversion Cycle,43.0
ABFRL,Mar 2026,Cash Conversion Cycle,68.0
ABFRL,Mar 2019,Working Capital Days,-34.0
ABFRL,Mar 2020,Working Capital Days,-75.0
ABFRL,Mar 2021,Working Capital Days,-65.0
ABFRL,Mar 2022,Working Capital Days,-53.0
ABFRL,Mar 2023,Working Capital Days,-24.0
ABFRL,Mar 2024,Working Capital Days,-72.0
ABFRL,Mar 2025,Working Capital Days,-11.0
ABFRL,Mar 2026,Working Capital Days,32.0
ABFRL,Mar 2019,ROCE %,9.0
ABFRL,Mar 2020,ROCE %,-5.0
ABFRL,Mar 2021,ROCE %,3.0
ABFRL,Mar 2022,ROCE %,5.0
ABFRL,Mar 2023,ROCE %,-4.0
ABFRL,Mar 2024,ROCE %,-3.0
ABFRL,Mar 2025,ROCE %,-3.0
ABFRL,Mar 2026,ROCE %,
ABLBL,Mar 2025,Debtor Days,62.0
ABLBL,Mar 2026,Debtor Days,57.0
ABLBL,Mar 2025,Inventory Days,235.0
ABLBL,Mar 2026,Inventory Days,252.0
ABLBL,Mar 2025,Days Payable,237.0
ABLBL,Mar 2026,Days Payable,246.0
ABLBL,Mar 2025,Cash Conversion Cycle,60.0
ABLBL,Mar 2026,Cash Conversion Cycle,63.0
ABLBL,Mar 2025,Working Capital Days,-16.0
ABLBL,Mar 2026,Working Capital Days,8.0
ABLBL,Mar 2025,ROCE %,15.0
ABLBL,Mar 2026,ROCE %,
ABREL,Mar 2017,Debtor Days,24.0
ABREL,Mar 2018,Debtor Days,39.0
ABREL,Mar 2019,Debtor Days,19.0
ABREL,Mar 2020,Debtor Days,19.0
ABREL,Mar 2021,Debtor Days,22.0
ABREL,Mar 2022,Debtor Days,19.0
ABREL,Mar 2023,Debtor Days,15.0
ABREL,Mar 2024,Debtor Days,55.0
ABREL,Mar 2025,Debtor Days,31.0
ABREL,Mar 2026,Debtor Days,15.0
ABREL,Mar 2017,Inventory Days,232.0
ABREL,Mar 2018,Inventory Days,328.0
ABREL,Mar 2019,Inventory Days,174.0
ABREL,Mar 2020,Inventory Days,362.0
ABREL,Mar 2021,Inventory Days,486.0
ABREL,Mar 2022,Inventory Days,429.0
ABREL,Mar 2023,Inventory Days,716.0
ABREL,Mar 2024,Inventory Days,23880.0
ABREL,Mar 2025,Inventory Days,
ABREL,Mar 2026,Inventory Days,
ABREL,Mar 2017,Days Payable,129.0
ABREL,Mar 2018,Days Payable,190.0
ABREL,Mar 2019,Days Payable,130.0
ABREL,Mar 2020,Days Payable,133.0
ABREL,Mar 2021,Days Payable,200.0
ABREL,Mar 2022,Days Payable,158.0
ABREL,Mar 2023,Days Payable,173.0
ABREL,Mar 2024,Days Payable,1428.0
ABREL,Mar 2025,Days Payable,
ABREL,Mar 2026,Days Payable,
ABREL,Mar 2017,Cash Conversion Cycle,126.0
ABREL,Mar 2018,Cash Conversion Cycle,178.0
ABREL,Mar 2019,Cash Conversion Cycle,64.0
ABREL,Mar 2020,Cash Conversion Cycle,248.0
ABREL,Mar 2021,Cash Conversion Cycle,308.0
ABREL,Mar 2022,Cash Conversion Cycle,290.0
ABREL,Mar 2023,Cash Conversion Cycle,558.0
ABREL,Mar 2024,Cash Conversion Cycle,55.0
ABREL,Mar 2025,Cash Conversion Cycle,31.0
ABREL,Mar 2026,Cash Conversion Cycle,22467.0
ABREL,Mar 2017,Working Capital Days,-109.0
ABREL,Mar 2018,Working Capital Days,-182.0
ABREL,Mar 2019,Working Capital Days,-19.0
ABREL,Mar 2020,Working Capital Days,-16.0
ABREL,Mar 2021,Working Capital Days,54.0
ABREL,Mar 2022,Working Capital Days,-4.0
ABREL,Mar 2023,Working Capital Days,37.0
ABREL,Mar 2024,Working Capital Days,592.0
ABREL,Mar 2025,Working Capital Days,517.0
ABREL,Mar 2026,Working Capital Days,3916.0
ABREL,Mar 2017,ROCE %,10.0
ABREL,Mar 2018,ROCE %,112.0
ABREL,Mar 2019,ROCE %,8.0
ABREL,Mar 2020,ROCE %,1.0
ABREL,Mar 2021,ROCE %,5.0
ABREL,Mar 2022,ROCE %,8.0
ABREL,Mar 2023,ROCE %,4.0
ABREL,Mar 2024,ROCE %,-0.0
ABREL,Mar 2025,ROCE %,-4.0
ABREL,Mar 2026,ROCE %,
ABSLAMC,Mar 2017,Debtor Days,20.0
ABSLAMC,Mar 2018,Debtor Days,12.0
ABSLAMC,Mar 2019,Debtor Days,7.0
ABSLAMC,Mar 2020,Debtor Days,12.0
ABSLAMC,Mar 2021,Debtor Days,9.0
ABSLAMC,Mar 2022,Debtor Days,7.0
ABSLAMC,Mar 2023,Debtor Days,7.0
ABSLAMC,Mar 2024,Debtor Days,9.0
ABSLAMC,Mar 2025,Debtor Days,11.0
ABSLAMC,Mar 2026,Debtor Days,11.0
ABSLAMC,Mar 2017,Inventory Days,
ABSLAMC,Mar 2018,Inventory Days,
ABSLAMC,Mar 2019,Inventory Days,
ABSLAMC,Mar 2020,Inventory Days,
ABSLAMC,Mar 2021,Inventory Days,
ABSLAMC,Mar 2022,Inventory Days,
ABSLAMC,Mar 2023,Inventory Days,
ABSLAMC,Mar 2024,Inventory Days,
ABSLAMC,Mar 2025,Inventory Days,
ABSLAMC,Mar 2026,Inventory Days,
ABSLAMC,Mar 2017,Days Payable,
ABSLAMC,Mar 2018,Days Payable,
ABSLAMC,Mar 2019,Days Payable,
ABSLAMC,Mar 2020,Days Payable,
ABSLAMC,Mar 2021,Days Payable,
ABSLAMC,Mar 2022,Days Payable,
ABSLAMC,Mar 2023,Days Payable,
ABSLAMC,Mar 2024,Days Payable,
ABSLAMC,Mar 2025,Days Payable,
ABSLAMC,Mar 2026,Days Payable,
ABSLAMC,Mar 2017,Cash Conversion Cycle,20.0
ABSLAMC,Mar 2018,Cash Conversion Cycle,12.0
ABSLAMC,Mar 2019,Cash Conversion Cycle,7.0
ABSLAMC,Mar 2020,Cash Conversion Cycle,12.0
ABSLAMC,Mar 2021,Cash Conversion Cycle,9.0
ABSLAMC,Mar 2022,Cash Conversion Cycle,7.0
ABSLAMC,Mar 2023,Cash Conversion Cycle,7.0
ABSLAMC,Mar 2024,Cash Conversion Cycle,9.0
ABSLAMC,Mar 2025,Cash Conversion Cycle,11.0
ABSLAMC,Mar 2026,Cash Conversion Cycle,11.0
ABSLAMC,Mar 2017,Working Capital Days,-18.0
ABSLAMC,Mar 2018,Working Capital Days,-10.0
ABSLAMC,Mar 2019,Working Capital Days,7.0
ABSLAMC,Mar 2020,Working Capital Days,-1.0
ABSLAMC,Mar 2021,Working Capital Days,-25.0
ABSLAMC,Mar 2022,Working Capital Days,-5.0
ABSLAMC,Mar 2023,Working Capital Days,11.0
ABSLAMC,Mar 2024,Working Capital Days,-2.0
ABSLAMC,Mar 2025,Working Capital Days,-5.0
ABSLAMC,Mar 2026,Working Capital Days,-26.0
ABSLAMC,Mar 2017,ROCE %,49.0
ABSLAMC,Mar 2018,ROCE %,52.0
ABSLAMC,Mar 2019,ROCE %,50.0
ABSLAMC,Mar 2020,ROCE %,45.0
ABSLAMC,Mar 2021,ROCE %,45.0
ABSLAMC,Mar 2022,ROCE %,33.0
ABSLAMC,Mar 2023,ROCE %,35.0
ABSLAMC,Mar 2024,ROCE %,36.0
ABSLAMC,Mar 2025,ROCE %,32.0
ABSLAMC,Mar 2026,ROCE %,
ACC,Dec 2014,Debtor Days,13.0
ACC,Dec 2015,Debtor Days,15.0
ACC,Dec 2016,Debtor Days,18.0
ACC,Dec 2017,Debtor Days,18.0
ACC,Dec 2018,Debtor Days,21.0
ACC,Dec 2019,Debtor Days,15.0
ACC,Dec 2020,Debtor Days,12.0
ACC,Dec 2021,Debtor Days,10.0
ACC,Mar 2023,Debtor Days,14.0
ACC,Mar 2024,Debtor Days,15.0
ACC,Mar 2025,Debtor Days,19.0
ACC,Mar 2026,Debtor Days,54.0
ACC,Dec 2014,Inventory Days,233.0
ACC,Dec 2015,Inventory Days,235.0
ACC,Dec 2016,Inventory Days,278.0
ACC,Dec 2017,Inventory Days,261.0
ACC,Dec 2018,Inventory Days,263.0
